original_question,masked_question,generated_question,matched,similarity_score
"Henry took 9 pills a day for 14 days. Of these 9 pills, 4 pills cost $1.50 each, and the other pills each cost $5.50 more. How much did he spend in total on the pills?",Henry took () pills () day () () days () () () () pills () () pills cost () () () () () () other pills () cost () () more () () much () () spend () total () () pills (),"Question: Henry took how many pills per day for how many days, if each pill cost how much and the other pills cost how much more, how much did he spend in total for the pills?",False,73
"Kamil wants to renovate his kitchen at home. For this purpose, he hired two professionals who work for him 6 hours a day for 7 days. What does it cost Kamil to hire these professionals if one of them is paid $15 per hour of work?",Kamil wants () renovate () kitchen () home () () () purpose () () hired () professionals () work () () () hours () day () () days () () () () cost Kamil () hire () professionals () () () () () paid () () () hour () work (),"Question: Kamil wants to renovate his kitchen in his home for what purpose? Has he hired professionals to work how many hours a day and for how many days? How much does it cost Kamil to hire the professionals, and are they paid per hour of work?",False,24
"Jeremy's uncle gave him $50 to spend on basketball equipment. He bought 5 jerseys that cost $2 each, a basketball that cost $18, and a pair of shorts that cost $8. How much money does Jeremy have left?",Jeremy () uncle gave () () () () spend () basketball equipment () () bought () jerseys () cost () () () () () basketball () cost () () () () () pair () shorts () cost () () () () much money () Jeremy () left (),"Question: Jeremy's uncle gave him some money to spend on basketball equipment. He bought some jerseys that cost $20 each, basketball shoes that cost $50 a pair, and shorts that cost $15 each. How much money does Jeremy have left?",False,23
"Dorothy spent $53 to buy doughnut ingredients. If she made 25 doughnuts and sells each for $3, how much was her profit?",Dorothy spent () () () buy () ingredients () () () made () doughnuts () sells () () () () () () much () () profit (),Question: Dorothy spent how much money to buy the ingredients she needed to make doughnuts and sells them for how much profit?,False,70
"Two days ago, the temperature in the morning went up 1.5 degrees every 2 hours. If the temperature was 50 degrees at 3 A.M., what was the temperature at 11 A.M.?",() days () () () () () () morning went () () degrees () () hours () () () temperature () () degrees () () A.M. () () () () temperature () () A.M. (),"Question: How many days ago, the morning went 25 degrees in 3 hours, the temperature was 30 degrees at 9 A.M., and the temperature was 35 degrees at 11 A.M.?",False,73
"Lucy has been trying new recipes and wants to make sure she keeps the cupboard stocked with ingredients. She had a 500g bag of flour in the cupboard at the start of the week. She used 240g when she baked cookies on Tuesday, and accidentally spilled half of what was left when she was putting the flour away. If Lucy wants a full bag of flour in the cupboard, how much flour does she need to buy, in grams?",Lucy () () trying new () () wants () make sure () () () cupboard stocked () ingredients () () had () () bag () flour () () cupboard () () start () () week () () used () () () baked cookies () Tuesday () () () spilled half () () () left () () () putting () flour () () () Lucy wants () full bag () flour () () cupboard () () much flour () () need () buy () () grams (),"Question: Lucy is always trying new recipes and wants to make sure her cupboard is stocked with ingredients. She had a bag of flour in the cupboard to start the week, but used some to bake cookies on Tuesday and spilled half of what was left while putting the flour away. Lucy wants a full bag of flour in the cupboard. How much flour does she need to buy in grams?",False,35
"Tom originally was only able to lift 80  kg farmer handles per hand.  After some training, he was able to double this number.  He then decided to specialize and was able to get an extra 10%.  How much weight can he hold in total?",Tom () () () () () lift () () farmer handles () hand () () () training () () () able () double () number () () () decided () specialize () () able () get () extra () % () () much weight () () hold () total (),Question: Tom recently started a new fitness program to help him lift heavier weights. Can you tell me how he managed to lift the farmer handles with such ease after training?,False,30
"Jordan is a hockey goalie. In the first period of a game, he blocked four shots. In the second period, he blocked twice as many shots. In the third period, he blocked three fewer than in the second period. When the game ended after the fourth period, he had blocked 21 shots in all. How many did Jordan block in the fourth period?",() () () () goalie () () () first period () () game () () blocked () shots () () () second period () () blocked () () many shots () () () third period () () blocked () fewer () () () second period () () () game ended () () fourth period () () () blocked () shots () () () () many () Jordan block () () fourth period (),Question: How did the goalie perform in the first period of the game? Did they block many shots in the second period? Were there fewer blocked shots in the third period compared to the second period? How did the game end in the fourth period? How many shots did Jordan block in the fourth period?,False,5
"On Friday, Markeesha sold 30 boxes of crackers for her scout troop's fundraiser. On Saturday, she sold twice as many as on Friday. On Sunday, she sold 15 fewer than Saturday. How many boxes did she sell over the three days?",() () () Markeesha sold () boxes () crackers () () scout troop () fundraiser () () Saturday () () sold () () many () () Friday () () Sunday () () sold () fewer () Saturday () () many boxes () () sell () () () days (),"Question: How many boxes did Markeesha sell for her scout troop fundraiser on Saturday if she sold more on Friday and fewer on Sunday, compared to the number of boxes sold on those days?",False,58
Tom spends $250 to buy gems in a game he plays.  The game gives 100 gems for each dollar you spend.  Since he bought so many gems he got a 20% bonus of more gems. How many gems did he end up with?,Tom spends () () () buy gems () () game () plays () () () gives () gems () () dollar () spend () () () bought () many gems () got () () % bonus () more gems () () many gems () () end () () (),"Question: Tom spends how much money to buy gems in the game he plays and gives how many gems for each dollar he spends? Additionally, how many gems did he buy and how many gems did he get as a bonus?",False,55
"How many apples did two men and three women buy at a certain store if the two men each bought 30 apples, 20 less than the number of apples bought by each woman?",() many apples did () men () () women () () () certain store () () () men () bought () apples () () less () () number () apples bought () () woman (),How many apples did the men and women at a certain store buy if the men bought 20 apples and the women bought 10 less than the number of apples bought by each man?,True,83
"Luisa drives 10 miles to the grocery store, 6 miles to the mall, 5 miles to the pet store, then 9 miles back home. One gallon of gas can be used to drive 15 miles. If one gallon of gas costs $3.50, what is the total cost of the gas for Luisa’s entire trip?",Luisa drives () miles () () () store () () miles () () mall () () miles () () pet store () () () miles () () () () gallon () gas () () used () drive () miles () () () gallon () gas costs () () () () () () total cost () () gas () Luisa () entire trip (),"Question: Luisa drives 5 miles to the store, 10 miles to the mall, 15 miles to the pet store. If her car used 25 miles per gallon of gas, and it costs $3 per gallon, what is the total cost of gas for Luisa's entire trip?",False,45
"Tony has a bucket that holds 2 pounds of sand. He has a sandbox out back that is two feet deep, four feet wide, and 5 feet long. A cubic foot of sand weighs 3 pounds. Because it's hot outside, he wants to make sure he stays hydrated, so every 4 trips he takes he drinks 3 ounces of bottled water. A 15 ounce bottle of water costs $2. He has $10 with him. How much change will he have after he buys all the water he needs?",Tony has () () () () () () () sand () () has () sandbox () () () () () feet () () () feet wide () () () feet () () () cubic foot () sand weighs () pounds () () () () hot () () () wants () make sure () stays hydrated () () () () trips () takes () drinks () ounces () bottled water () () () ounce bottle () water costs () () () () has () () () () () () much change () () have () () buys () () water () needs (),"Question: Tony has a big pile of sand. He has a sandbox that is 10 feet long, 5 feet wide, and 3 feet deep. A cubic foot of sand weighs 100 pounds. It's hot outside, and he wants to make sure he stays hydrated on trips. He takes 4 drinks of 8 ounces of bottled water. Each ounce bottle of water costs $1.50. Tony has $20.00. How much change will he have left if he buys 6 water bottles he needs?",False,16
"If Brooke adds eight balloons to his current 12, and Tracy adds 24 to her current 6, how many balloons will they have in total if Tracy pops half of her balloons?",() Brooke adds () balloons () () current () () () Tracy adds () () () current () () () many balloons () () () () total () Tracy pops half () () balloons (),Question: How many balloons did Brooke add and how many balloons did Tracy add to the current total before Tracy popped half of the balloons?,False,53
"There are 11 males & 12 females in the orchestra and twice that number in the band. There are 12 males & 17 females in the choir. If each musician only participates in one group, how many musicians total are there in the orchestra, the band, and the choir?",() are () males () () females () () orchestra () () () number () () band () () are () males () () females () () choir () () () musician () participates () () group () () many musicians total () () () () orchestra () () band () () () choir (),"Question: How many are males and females in the orchestra and band, and how many musicians participate in the choir group with many musicians in total in each orchestra, band, and choir?",False,49
"Keanu was surfing towards the shore at a speed of 20 miles per hour.  A shark was swimming alongside him, riding the same wave, when it doubled its speed and moved away from Keanu.  There was a pilot fish swimming alongside Keanu and the shark, and when the shark increased its speed, the pilot fish also increased its speed and moved away from Keanu, but only increasing its speed by half as much as the shark had increased its speed by.  What speed, in miles per hour, was the pilot fish swimming when it moved away from Keanu?",Keanu () () () () shore () () speed () () miles () hour () () shark () swimming () () () () () same wave () () () doubled () speed () moved () () Keanu () () () () pilot fish swimming () Keanu () () shark () () () () shark increased () speed () () pilot fish () increased () speed () moved () () Keanu () () () increasing () speed () half () () () () shark () increased () speed () () () speed () () miles () hour () () () pilot fish swimming () () moved () () Keanu (),"Question: Keanu rode the shore with speed of miles per hour, a shark swimming at the same wave doubled its speed and moved past Keanu like a pilot fish swimming with Keanu and the shark. The shark increased its speed as the pilot fish also increased its speed and moved past Keanu, increasing his speed by half. How fast did the shark increase its speed to miles per hour as the pilot fish swimming past moved past Keanu?",False,17
"A married couple and their 6 children are ordering some pizza. If the couple want 3 slices each and the children want 1 slice each, how many 4-slice pizzas should they order?",() married couple () () () children () ordering () pizza () () () couple want () slices () () () children want () slice () () () many () () slice pizzas () () order (),"Question: How many slices of pizza should a married couple with children order if the couple wants 4 slices, and the children want 1 slice each, considering that they are ordering 2 slice pizzas?",False,61
"Nikola is saving up for a bag of ant food before he can start his ant farm. He wants 400 ants in his farm. Each ant needs 2 ounces of food. Every ounce of ant food costs $.1. Nikola is saving up by raking leaves. He charges $5 to start a job and then he charges by the leaf. Each leaf he rakes costs 1 penny. He finally saved up enough money after he raked 6,000 leaves. How many jobs did he complete?",Nikola () saving () () () bag () ant food () () () start () ant farm () () wants () ants () () farm () () ant needs () ounces () food () () ounce () ant food costs () () Nikola () saving () () raking leaves () () charges () () () start () job () () () charges () () leaf () () leaf () rakes costs () penny () () () saved () enough money () () raked () leaves () () many jobs () () complete (),"Question: Nikola is saving up to start an ant farm. He wants to have ants in his farm. Each ant needs 2 ounces of food, and each ounce of ant food costs $1. Nikola is saving money by raking leaves. If he charges $5 to start a job, and each leaf he rakes costs a penny, how much money has he saved when he has raked enough leaves to complete many jobs?",False,49
Tonya is buying Christmas gifts for her sisters. She has 2 sisters and wants to spend the exact same amount on each. She buys her younger sister 4 dolls that cost $15 each. She plans to buy lego sets for her older sister. They cost $20 each. How many lego sets does she buy?,Tonya () buying () gifts () () sisters () () has () sisters () wants () spend () exact same amount () () () () buys () younger sister () dolls () cost () () () () () plans () buy lego sets () () older sister () () cost () () () () () many lego sets () () buy (),"Question: Tonya is buying Christmas gifts for her sisters. She has four sisters and wants to spend the exact same amount on each. If she buys her younger sister two dolls that cost $15 each, and plans to buy Lego sets for her older sister that cost $20 each, how many Lego sets does she need to buy for her older sister?",False,70
"Timothy and Theresa go to the movies very often. Timothy went to the movies 7 more times in 2010 that he did in 2009. In 2009, Timothy went to the movies 24 times. In 2010 Theresa went to see twice as many movies as Timothy did, but in 2009, she only saw half as many as he did. How many movies did Timothy and Theresa go on in both 2009 and 2010?",Timothy () Theresa go () () () () () () Timothy () () () movies () more times () () () () did () () () () () () Timothy went () () movies () times () () () Theresa went () see () () many movies () Timothy did () () () () () () () saw half () many () () did () () many movies () Timothy () Theresa go () () () () () () (),Question: Timothy and Theresa go to the movies. Timothy goes to movies more times than Theresa. How many times did Timothy go to the movies if Timothy went 52 times and Theresa went to see half as many movies as Timothy?,False,27
"Galileo is currently renting a car that costs $20 per month. He is planning to buy a brand new car that costs $30 per month. If Galileo will have to pay for the new car for a year, how much will be the difference if he gets the brand new car instead of renting a car?",Galileo () () renting () car () costs () () () month () () () planning () buy () brand new car () costs () () () month () () Galileo () have () pay () () new car () () year () () much () () () difference () () gets () brand new car () () renting () car (),"Question: Galileo is considering renting a car that costs $500 per month. However, he is also planning to buy a brand new car that costs $600 per month. Galileo will have to pay $2000 for the new car every year. How much financial difference will he get between owning a brand new car and renting a car?",False,55
Nancy can hula hoop for 10 minutes.  Casey can hula hoop 3 minutes less than Nancy.  Morgan can hula hoop three times as long as Casey.  How long can Morgan hula hoop?,Nancy () hula hoop () () minutes () Casey () hula hoop () minutes less () Nancy () Morgan () hula hoop () times () () () Casey () () () () Morgan hula hoop (),"Question: Nancy enjoys hula hooping for 30 minutes every day. Casey hula hoops for 10 minutes less than Nancy. If Morgan hula hoops 3 times as much as Casey, how many minutes does Casey and Morgan hula hoop together?",False,20
Tom decides to start running 5 days a week to lose weight.  He runs 1.5 hours each day.  He runs at a speed of 8 mph.  How many miles does he run a week?,Tom decides () start running () days () week () lose weight () () runs () hours () day () () runs () () speed () () mph () () many miles () () run () week (),"Question: Tom decides to start running how many days per week to lose weight if he runs how many hours per day and at what speed in mph, how many miles does he run per week?",False,78
"Sarah is playing tic-tac-toe. She wins $1 for every game she wins, $0 for every game she ties, and she loses $2 for every game she loses. If she played 100 games where she tied 40 of them, and she lost $30, how many games did she win?",Sarah () playing tic () () () toe () () wins () () () () game () wins () () () () () game () ties () () () loses () () () () game () loses () () () played () games () () tied () () () () () () lost () () () () many games () () win (),"Question: Sarah enjoys playing tic tac toe. She wins every game she plays, ties occasionally, and loses rarely. How many games has she played in total and how many did she win?",False,49
"In ancient China, soldiers positioned in beacon towers along the Great Wall would send smoke signals to warn of impending attacks.  Since the towers were located at 5 kilometer intervals, they could send a signal the length of the Great Wall.  If the Great wall was 7300 kilometers long, and every tower had two soldiers, what was the combined number of soldiers in beacon towers on the Great Wall?",() ancient China () soldiers () () beacon towers () () Great () () send smoke signals () warn () impending attacks () () () towers () located () () kilometer intervals () () () send () signal () length () () Great Wall () () () Great wall () () kilometers () () () () tower had () soldiers () () () () combined number () soldiers () beacon towers () () Great Wall (),"Question: In ancient China, how did soldiers use beacon towers along the Great Wall to send smoke signals to warn of impending attacks? How were these towers located at kilometer intervals to efficiently send signals the length of the Great Wall? Additionally, how many soldiers were stationed at each tower and what was the combined number of soldiers at all the beacon towers along the Great Wall?",False,14
"Two months ago, Wilson had a total of $150 in his bank account. Then last month, he deposited $17. A few days after, he made a withdrawal. This month, he deposited $21 so he has $16 more than what is in his account two months ago. How much did Wilson withdraw last month?",() () () () Wilson had () total () () () () () bank account () () last () () () deposited () () () () few days () () () made () withdrawal () () month () () deposited () () () () has () () more () () () () () account () months () () () much () Wilson withdraw last month (),"Question: How much money did Wilson have in his total bank account balance last time he deposited a few days ago, made a withdrawal this month, deposited again, and has now more in his account after several months? How much did Wilson withdraw last month?",False,13
"Monica way studying for an exam. She studied for 2 hours on Wednesday and three times as long on Thursday. On Friday Monica studied half of the time she studied on Thursday. During the weekend (two days) Monica studied as much again as Wednesday, Thursday and Friday combined. How much time did she spend studying in total during the five days?",Monica () () () () exam () () studied () () hours () Wednesday () () times () () () Thursday () () Friday Monica studied half () () time () studied () Thursday () () () weekend () () days () Monica studied () () () () Wednesday () Thursday () Friday combined () () much time () () spend studying () total () () () days (),Question: Monica took her exam after she studied for several hours on Wednesday. She studied even more times on Thursday and Friday. Monica studied half the time she studied on Thursday over the weekend. How many days did Monica spend studying in total over these three days?,False,36
"Last year, the school library purchased 50 new books. This year, it purchased 3 times as many books. If the library had 100 books before it purchased new books last year, how many books are in the library now?",() year () () () library purchased () new books () () year () () purchased () times () many books () () () library had () books () () purchased new books last year () () many books () () () library () (),Question: How many books did the library purchase last year compared to the number of books it had before purchasing new books?,False,23
"John is half times younger than his father, who is 4 years older than John's mother. If John's father is 40 years old, what's the age difference between John and his mother?",John () half () younger () () father () () () () years older () John () mother () () John () father () () years old () () () () age difference () John () () mother (),"Question: John is half the age of his younger sister. His father is 3 years older than his mother. If John's father is 45 years old, what is the age difference between John and his mother?",True,86
"Last week, a farmer shipped 10 boxes of pomelos which had 240 pomelos in all. This week, the farmer shipped 20 boxes. How many dozens of pomelos did the farmer ship in all?",Last week () () farmer shipped () () () pomelos () had () pomelos () () () () week () () farmer shipped () boxes () () many dozens () pomelos did () farmer ship () () (),"Question: Last week, a farmer shipped some pomelos. He had more pomelos left. This week, the farmer shipped more boxes. How many dozens of pomelos did the farmer ship in total?",False,79
John decides to learn how to play the piano.  He buys a piano for $500.  He then hires a teacher for 20 lessons at $40 per lesson but ends up getting a 25% discount.  How much did everything cost?,John decides () learn () () play () piano () () buys () piano () () () () () () hires () teacher () () lessons () () () () lesson () ends () getting () () % discount () () much () everything cost (),"Question: John decides to learn how to play the piano, so he buys a piano. He then hires a teacher for lessons. If the lesson ends with him getting a 10% discount, how much did everything cost him?",True,82
"Claire has 400 flowers in her garden. One hundred twenty are tulips, and the rest are roses. Eighty of the roses are white, while the rest are red. Each red rose is worth $0.75. How much will Claire earn if she can sell 1/2 of the total number of red roses?",Claire () () flowers () () garden () () () () () tulips () () () rest () roses () () () () roses () white () () () rest () red () () red rose () worth () () () () much () Claire earn () () () sell () () () () () total number () red roses (),"Question: Claire loves planting flowers in her garden. She has a variety of flowers such as tulips, roses, and many more. Among her collection, she has white roses and red roses. Each red rose is worth $5. How much does Claire earn if she sells the total number of red roses she has?",False,43
John's hair grows 1.5 inches every month.  Every time it gets to 9 inches long he cuts it down to 6 inches.  A haircut costs $45 and he gives a 20% tip.  How much does he spend on haircuts a year?,John () hair grows () inches () month () () time () gets () () inches () () cuts () () () () inches () () haircut costs () () () () gives () () % tip () () much () () spend () haircuts () year (),Question: John's hair grows how many inches per month and how much time does it take until he gets how many inches before he cuts how many inches? How much does a haircut cost and how much tip does he give? How much does he spend on haircuts in a year?,False,13
"Theresa has 5 more than thrice as many video games as Julia. Julia has a third as many video games as Tory. If Tory has 6 video games, how many video games does Theresa have?",Theresa has () more () thrice () many video games () Julia () Julia has () third () many video games () Tory () () Tory has () video games () () many video games () Theresa have (),Question: Theresa has (three) more (than) thrice (as) many video games (as) Julia (does). Julia has (one) third (as) many video games (as) Tory (does). (If) Tory has (nine) video games (then) how many video games (does) Theresa have (in total)?,False,25
