original_question,masked_question,generated_question,matched,similarity_score
"In the first team, Beth scored 12 while Jan scored 10. In the second team, Judy scored 8 while Angel scored 11. How many more points did the first team get than the second team?",() () first team () Beth scored () () Jan () () () () () second team () Judy scored () () Angel scored () () () many more points () () first team get () () second team (),"Here is the completed question with the masked words replaced:

In the first team match, Beth scored two goals while Jan netted a hat-trick. For the second team, Judy scored one goal and Angel scored two goals. How many more points did the first team get than the second team?",False,68
Jackson’s mom packs him a peanut butter and jelly sandwich for his school lunch on Wednesdays and Fridays. There are 36 weeks of school and Jackson has only missed 1 Wednesday and 2 Fridays. How many peanut butter and jelly sandwiches did he eat for lunch this school year?,Jackson () () packs () () peanut butter () jelly () () () school lunch () Wednesdays () Fridays () () are () weeks () school () Jackson () () missed () Wednesday () () Fridays () () many peanut butter () jelly sandwiches () () eat () lunch () school year (),"Here is the completed question with the masked words replaced:

Jackson usually packs two peanut butter and jelly sandwiches for his school lunch on Wednesdays and Fridays. If there are 36 weeks of school and Jackson only missed 3 Wednesdays and 2 Fridays, how many peanut butter and jelly sandwiches did he eat for lunch that school year?",True,80
"Chastity bought 4 lollipops which cost $1.50 each, and she also bought 2 packs of gummies which cost $2 each. If she has $15, how much was she left with after spending on the candies?",Chastity bought () lollipops () cost () () () () () () () bought () packs () gummies () cost () () () () () () has () () () () much () () left () () spending () () candies (),"Here is the completed question with the masked words replaced:

Chastity bought 25 lollipops that cost $2 each. She also bought 3 packs of gummies that cost $5 per pack. If she has $30 in her wallet, how much money does she have left after spending on the candies?",False,38
"The local school is holding a big fair to raise money for 5 classes that want to go on a trip. 150 people came to the party and paid a total of $368 for entrance tickets. There was a raffle which brought in $343. The sale of cakes and drinks brought $279. At the end of the fair, the principal of the school shared the money raised between the 5 classes. How much money did each class receive?",() () () () holding () big fair () () money () () classes () want () go () () trip () () people came () () party () paid () total () () () () entrance tickets () () was () raffle () brought () () () () () sale () cakes () drinks brought () () () () () end () () fair () () principal () () school shared () money raised () () () classes () () much money () () class receive (),"Here is the completed question with the masked words replaced:

A school was holding a big fair to raise money for extracurricular classes. Students want to go on a trip so many people came to the party and paid a total of $5,000 for entrance tickets. There was a raffle that brought in $1,500. The bake sale with cakes and drinks brought in $2,000. At the end of the fair, the principal of the school shared the money raised of $8,500 with the classes. How much money would each class receive if there are 10 classes?",False,30
Tom decides to renovate a house.  There are 3 bedrooms and each bedroom takes 4 hours to renovate.  The kitchen takes 50% longer than each bedroom.  The living room took twice as much time as everything else combined.  How long did everything take?,Tom decides () renovate () house () () are () bedrooms () () bedroom takes () hours () renovate () () kitchen takes () % () () () bedroom () () living room took () () much time () everything () combined () () () () everything take (),Tom decides to renovate his house. There are 3 bedrooms in it. Each bedroom takes 8 hours to renovate. The kitchen takes 20% more time than a bedroom. The living room took twice as much time as everything else combined. How long did everything take in total?,False,69
"Sandro has six times as many daughters as sons. If he currently has three sons, how many children does he have?",Sandro has () () () many daughters () sons () () () () has () sons () () many children () () have (),Sandro has three lovely daughters and two handsome sons in total. His family has five adorable children altogether.,False,53
"Jennifer is building tanks to hold her goldfish. She built 3 tanks that will hold 15 fish each, heated, and filled them. She plans to build the rest of the tanks equipped with heaters, and they will hold 10 fish each. If she needs to build enough tanks to house a total of 75 fish, how many more will she need to build?",Jennifer () building tanks () hold () goldfish () () built () tanks () () hold () () () () heated () () filled () () () plans () build () rest () () tanks equipped () heaters () () () () hold () fish () () () () needs () build enough tanks () house () total () () fish () () many more () () need () build (),"Jennifer is building tanks to hold her goldfish. She has already built 3 tanks that can hold 20 fish each. These 3 tanks are heated and filled with water. She plans to build 5 more tanks equipped with heaters so she can hold 50 more fish. However, she still needs to build enough tanks to house her total of 100 fish. How many more tanks does she need to build?",False,41
"September's temperature fluctuated severely in 1 week.  They started off with 40 degrees on Sunday then hit 50 on Monday, 65 on Tuesday, 36 on Wednesday, 82 on Thursday, 72 on Friday and ended the week at 26 on Saturday.  What was the average temperature for that week?",September () () fluctuated () () () week () () started () () () degrees () Sunday () hit () () Monday () () () Tuesday () () () Wednesday () () () Thursday () () () Friday () ended () week () () () Saturday () () () () average temperature () () week (),"Here is the completed question with the masked words replaced:

September temperatures fluctuated significantly this week as it started relatively cool at 65 degrees on Sunday but hit a sweltering 92 on Monday before dropping to 78 on Tuesday and climbing to 85 on Wednesday. It peaked at 90 on Thursday before sliding to 82 on Friday. The week ended cooler at 72 on Saturday. The average temperature for the week was 81 degrees.",False,22
Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,Stella () Twinkle () filling () () () () () capacity () () stone blocks () () rate () () blocks () hour () person () () work () () hours () () () joined () () other people () () work () () same rate () () many hours () filling () truck take (),"Here is the completed question with the masked words replaced:

Stella can Twinkle while filling a truck's cargo capacity with stone blocks at a certain rate. If she stacks 50 blocks per hour and one person can only work for 8 hours per day, how many people joined her to work at the same rate for 10 hours to finish filling the truck?",False,44
"Marla has to spend 20 minutes driving one way to her son's school, then 70 minutes attending parent-teacher night, then the same amount of time driving home. How many minutes does Marla spend on this errand in total?",Marla has () spend () minutes driving () way () () () () school () () () () attending parent () teacher night () () () same amount () time driving () () () many minutes () Marla spend () () errand () total (),"Here is the completed question with the masked words replaced:

Marla has to spend 30 minutes driving one way to her son's school for the evening attending parent-teacher night. She spends the same amount of time driving back home. How many minutes did Marla spend in total for this errand?",False,66
"Jed collects stamp cards. Every week, he gets 6 cards. But every two weeks, he gives 2 cards to his friends. If Jed started with 20 cards, after how many weeks will he have a total of 40 cards?",Jed collects () cards () () week () () gets () cards () () () () weeks () () gives () cards () () friends () () Jed started () () cards () () () many weeks () () have () total () () cards (),"Jed collects baseball cards every week and he gets 5 cards each of the 4 weeks before he gives 10 cards to his friends. If Jed started with 20 cards and has been collecting for 8 weeks, how many total baseball cards does he have?",False,49
"Tim buys 3 loaves of bread.  Each loaf of bread has 20 slices.  He pays for the 3 loaves of bread with 2 $20 bills.  He gets $16 change.  How much does each slice cost, in cents?",Tim buys () loaves () bread () () loaf () bread has () slices () () pays () () () loaves () bread () () () () bills () () gets () () change () () much () () slice cost () () cents (),"Tim buys (3) loaves (of) bread (and) (each) loaf (of) bread has (12) slices. (If) (he) pays ($6) (for) (the) (3) loaves (of) bread, (and) (he) (gets) ($2) (in) change, (how) much (does) (each) slice cost (in) cents?",False,27
John buys a heating pad for $30.  He uses it 3 times a week for 2 weeks.  How much does he spend on each use?,John buys () heating pad () () () () () uses () () times () week () () weeks () () much () () spend () () use (),John buys an electric heating pad that he uses for pain relief times a week for several weeks. How much will he spend to use it?,False,72
"Henry took 9 pills a day for 14 days. Of these 9 pills, 4 pills cost $1.50 each, and the other pills each cost $5.50 more. How much did he spend in total on the pills?",Henry took () pills () day () () days () () () () pills () () pills cost () () () () () () other pills () cost () () more () () much () () spend () total () () pills (),"Here is the completed question with the masked words replaced:

Henry took 3 pills every day for 7 days. In total, he took 21 pills. The 21 pills cost $5. Some other pills he needed cost $8, which was $3 more. How much did he spend in total for the 21 pills?",False,32
"Kamil wants to renovate his kitchen at home. For this purpose, he hired two professionals who work for him 6 hours a day for 7 days. What does it cost Kamil to hire these professionals if one of them is paid $15 per hour of work?",Kamil wants () renovate () kitchen () home () () () purpose () () hired () professionals () work () () () hours () day () () days () () () () cost Kamil () hire () professionals () () () () () paid () () () hour () work (),"Here is the question with the masked sections completed:

Kamil wants to renovate his kitchen at home for which purpose he has hired some professionals to work on it for 8 hours a day for 5 days. The total cost Kamil had to pay to hire these professionals was $2,400 as they were paid $60 per hour for their work.",False,20
"Jeremy's uncle gave him $50 to spend on basketball equipment. He bought 5 jerseys that cost $2 each, a basketball that cost $18, and a pair of shorts that cost $8. How much money does Jeremy have left?",Jeremy () uncle gave () () () () spend () basketball equipment () () bought () jerseys () cost () () () () () basketball () cost () () () () () pair () shorts () cost () () () () much money () Jeremy () left (),"Here is the question with the masked sections completed:

Jeremy's uncle gave him some money to spend on basketball equipment. He bought 5 jerseys that cost $20 each. He also bought 2 basketballs that cost $15 each and 1 pair of shorts that cost $25. How much money did Jeremy have left after making those purchases?",False,69
"Dorothy spent $53 to buy doughnut ingredients. If she made 25 doughnuts and sells each for $3, how much was her profit?",Dorothy spent () () () buy () ingredients () () () made () doughnuts () sells () () () () () () much () () profit (),"Here is the completed question with the masked words replaced:

Dorothy spent three hours at the store to buy baking ingredients so she could make delicious doughnuts she sells at her bakery. How much profit did she make?",False,23
"Two days ago, the temperature in the morning went up 1.5 degrees every 2 hours. If the temperature was 50 degrees at 3 A.M., what was the temperature at 11 A.M.?",() days () () () () () () morning went () () degrees () () hours () () () temperature () () degrees () () A.M. () () () () temperature () () A.M. (),"Here is the completed question with the masked words replaced:

Last Saturday morning the temperature went up to 75 degrees by 10 hours after sunrise. At 9 A.M. the temperature was 68 degrees. What was the temperature at 7 A.M.?",False,11
"Lucy has been trying new recipes and wants to make sure she keeps the cupboard stocked with ingredients. She had a 500g bag of flour in the cupboard at the start of the week. She used 240g when she baked cookies on Tuesday, and accidentally spilled half of what was left when she was putting the flour away. If Lucy wants a full bag of flour in the cupboard, how much flour does she need to buy, in grams?",Lucy () () trying new () () wants () make sure () () () cupboard stocked () ingredients () () had () () bag () flour () () cupboard () () start () () week () () used () () () baked cookies () Tuesday () () () spilled half () () () left () () () putting () flour () () () Lucy wants () full bag () flour () () cupboard () () much flour () () need () buy () () grams (),Lucy was eagerly trying new recipes and wants to make sure her kitchen cupboard stocked with ingredients she had an open bag of flour in the cupboard to start off the week but had used some of it when she baked cookies on Tuesday and unfortunately had spilled half of what was left while putting the flour back into the bag. Lucy wants a full bag of flour in her cupboard again but how much flour does she need to buy in grams?,False,31
"Tom originally was only able to lift 80  kg farmer handles per hand.  After some training, he was able to double this number.  He then decided to specialize and was able to get an extra 10%.  How much weight can he hold in total?",Tom () () () () () lift () () farmer handles () hand () () () training () () () able () double () number () () () decided () specialize () () able () get () extra () % () () much weight () () hold () total (),Tom was able to easily lift the heavy bales a farmer handles with one hand after his strength training regimen made him able to double his maximum number of reps. He decided to specialize in being able to get an extra 20% increase in how much weight he could hold in total.,False,25
"Jordan is a hockey goalie. In the first period of a game, he blocked four shots. In the second period, he blocked twice as many shots. In the third period, he blocked three fewer than in the second period. When the game ended after the fourth period, he had blocked 21 shots in all. How many did Jordan block in the fourth period?",() () () () goalie () () () first period () () game () () blocked () shots () () () second period () () blocked () () many shots () () () third period () () blocked () fewer () () () second period () () () game ended () () fourth period () () () blocked () shots () () () () many () Jordan block () () fourth period (),"Here is the completed question with the masked words replaced:

The hockey goalie made several saves during the first period of the game when he blocked 12 shots from the opposing team. In the second period, he only blocked 6 shots, not as many shots as in the first period. During the third period, he blocked even fewer at just 3 shots compared to the second period. After the game ended without a fourth period being played, he had blocked a total of 21 shots throughout the entire game. How many more shots did Jordan block in the fourth period than in the third period?",False,30
"On Friday, Markeesha sold 30 boxes of crackers for her scout troop's fundraiser. On Saturday, she sold twice as many as on Friday. On Sunday, she sold 15 fewer than Saturday. How many boxes did she sell over the three days?",() () () Markeesha sold () boxes () crackers () () scout troop () fundraiser () () Saturday () () sold () () many () () Friday () () Sunday () () sold () fewer () Saturday () () many boxes () () sell () () () days (),"How many boxes of crackers did Markeesha sell for her scout troop's fundraiser on Saturday, and how many did she sell on Friday and Sunday? If she sold fewer boxes on Saturday than the other two days, how many boxes did she sell in total over those three days?",False,56
Tom spends $250 to buy gems in a game he plays.  The game gives 100 gems for each dollar you spend.  Since he bought so many gems he got a 20% bonus of more gems. How many gems did he end up with?,Tom spends () () () buy gems () () game () plays () () () gives () gems () () dollar () spend () () () bought () many gems () got () () % bonus () more gems () () many gems () () end () () (),"Tom spends three hours a day to buy gems for the game he plays. He gives five gems to his friend for every dollar he spends. If he bought ten gems and got a 20% bonus, how many gems did he end up with in total?",False,54
"How many apples did two men and three women buy at a certain store if the two men each bought 30 apples, 20 less than the number of apples bought by each woman?",() many apples did () men () () women () () () certain store () () () men () bought () apples () () less () () number () apples bought () () woman (),How many apples did the men and the women buy at a certain store? The men reportedly bought more apples than the number of apples bought by each woman.,True,86
"Luisa drives 10 miles to the grocery store, 6 miles to the mall, 5 miles to the pet store, then 9 miles back home. One gallon of gas can be used to drive 15 miles. If one gallon of gas costs $3.50, what is the total cost of the gas for Luisa’s entire trip?",Luisa drives () miles () () () store () () miles () () mall () () miles () () pet store () () () miles () () () () gallon () gas () () used () drive () miles () () () gallon () gas costs () () () () () () total cost () () gas () Luisa () entire trip (),"Here is the completed question with the masked words replaced:

Luisa drives 5 miles to the grocery store, 3 miles to the mall, 2 miles to the pet store, and then 7 miles back home. Her car gets 25 miles per gallon of gas, and she used 0.6 gallons to drive the 17 miles. If one gallon of gas costs $3.75, what is the total cost of the gas for Luisa's entire trip?",False,36
"Tony has a bucket that holds 2 pounds of sand. He has a sandbox out back that is two feet deep, four feet wide, and 5 feet long. A cubic foot of sand weighs 3 pounds. Because it's hot outside, he wants to make sure he stays hydrated, so every 4 trips he takes he drinks 3 ounces of bottled water. A 15 ounce bottle of water costs $2. He has $10 with him. How much change will he have after he buys all the water he needs?",Tony has () () () () () () () sand () () has () sandbox () () () () () feet () () () feet wide () () () feet () () () cubic foot () sand weighs () pounds () () () () hot () () () wants () make sure () stays hydrated () () () () trips () takes () drinks () ounces () bottled water () () () ounce bottle () water costs () () () () has () () () () () () much change () () have () () buys () () water () needs (),"Tony has a large rectangular wooden box filled with sand. He has a sandbox that is 10 feet long, 6 feet wide and 2 feet deep. One cubic foot of sand weighs 100 pounds. It is a hot summer day and Tony wants to make sure he stays hydrated during the trips he takes. He drinks 8 ounces of bottled water every hour. Each 16 ounce bottle of water costs $1.50. If Tony has $10 in his pocket, how much change will he have after he buys the water he needs?",False,20
"If Brooke adds eight balloons to his current 12, and Tracy adds 24 to her current 6, how many balloons will they have in total if Tracy pops half of her balloons?",() Brooke adds () balloons () () current () () () Tracy adds () () () current () () () many balloons () () () () total () Tracy pops half () () balloons (),"Here is the completed question with the masked words replaced:

Brooke adds 15 balloons to her current stash of 8. Tracy adds 12 more to her current stash of 6. How many balloons do they have in total if Tracy pops half of her balloons?",False,27
"There are 11 males & 12 females in the orchestra and twice that number in the band. There are 12 males & 17 females in the choir. If each musician only participates in one group, how many musicians total are there in the orchestra, the band, and the choir?",() are () males () () females () () orchestra () () () number () () band () () are () males () () females () () choir () () () musician () participates () () group () () many musicians total () () () () orchestra () () band () () () choir (),"Here is the completed question with the masked sections replaced:

Musicians are typically males or females who perform in an orchestra, rock band, or choir. What number of males and females are in the band? How many males and females are in the choir? If each musician participates in only one group, how many musicians total are in the orchestra, band, and choir?",False,26
"Keanu was surfing towards the shore at a speed of 20 miles per hour.  A shark was swimming alongside him, riding the same wave, when it doubled its speed and moved away from Keanu.  There was a pilot fish swimming alongside Keanu and the shark, and when the shark increased its speed, the pilot fish also increased its speed and moved away from Keanu, but only increasing its speed by half as much as the shark had increased its speed by.  What speed, in miles per hour, was the pilot fish swimming when it moved away from Keanu?",Keanu () () () () shore () () speed () () miles () hour () () shark () swimming () () () () () same wave () () () doubled () speed () moved () () Keanu () () () () pilot fish swimming () Keanu () () shark () () () () shark increased () speed () () pilot fish () increased () speed () moved () () Keanu () () () increasing () speed () half () () () () shark () increased () speed () () () speed () () miles () hour () () () pilot fish swimming () () moved () () Keanu (),"Keanu spotted a great white shark swimming near the shore at a speed of 5 miles per hour. As the shark was swimming in the same wave as Keanu, it doubled its speed and moved at 10 miles per hour. Keanu then swam like a pilot fish swimming alongside the shark at the same speed. When the shark increased its speed, the pilot fish also increased its speed and moved faster than Keanu. To keep up, Keanu had to increase his speed by half that of the shark. If the shark increased its speed to 15 miles per hour, what was the speed of the pilot fish swimming ahead and how fast did Keanu have to move?",False,20
"A married couple and their 6 children are ordering some pizza. If the couple want 3 slices each and the children want 1 slice each, how many 4-slice pizzas should they order?",() married couple () () () children () ordering () pizza () () () couple want () slices () () () children want () slice () () () many () () slice pizzas () () order (),A married couple with three children were ordering a pizza for dinner. The couple want eight slices while the three children want one slice each. How many four-slice pizzas should they order?,True,80
"Nikola is saving up for a bag of ant food before he can start his ant farm. He wants 400 ants in his farm. Each ant needs 2 ounces of food. Every ounce of ant food costs $.1. Nikola is saving up by raking leaves. He charges $5 to start a job and then he charges by the leaf. Each leaf he rakes costs 1 penny. He finally saved up enough money after he raked 6,000 leaves. How many jobs did he complete?",Nikola () saving () () () bag () ant food () () () start () ant farm () () wants () ants () () farm () () ant needs () ounces () food () () ounce () ant food costs () () Nikola () saving () () raking leaves () () charges () () () start () job () () () charges () () leaf () () leaf () rakes costs () penny () () () saved () enough money () () raked () leaves () () many jobs () () complete (),"Here is the completed question with the masked sections replaced:

Nikola is saving up to start an ant farm and wants to buy ants for his farm but an ant needs 2 ounces of food per week and each ounce of ant food costs $1.50. Nikola is saving up by raking leaves for people and charges $5 to start the job plus $0.25 per leaf he rakes. If a leaf he rakes costs 1 penny and he has saved $15 so far, how many more leaves must he rake to complete his goal?",False,28
Tonya is buying Christmas gifts for her sisters. She has 2 sisters and wants to spend the exact same amount on each. She buys her younger sister 4 dolls that cost $15 each. She plans to buy lego sets for her older sister. They cost $20 each. How many lego sets does she buy?,Tonya () buying () gifts () () sisters () () has () sisters () wants () spend () exact same amount () () () () buys () younger sister () dolls () cost () () () () () plans () buy lego sets () () older sister () () cost () () () () () many lego sets () () buy (),"Here is the completed question with the masked sections replaced:

Tonya is considering buying Christmas gifts for her sisters this year. She has two sisters and wants to spend the exact same amount on each of them. If she buys her younger sister three dolls that cost $15 each, and she plans to buy lego sets for her older sister that also cost $45 in total, how many lego sets can she buy?",False,71
"Timothy and Theresa go to the movies very often. Timothy went to the movies 7 more times in 2010 that he did in 2009. In 2009, Timothy went to the movies 24 times. In 2010 Theresa went to see twice as many movies as Timothy did, but in 2009, she only saw half as many as he did. How many movies did Timothy and Theresa go on in both 2009 and 2010?",Timothy () Theresa go () () () () () () Timothy () () () movies () more times () () () () did () () () () () () Timothy went () () movies () times () () () Theresa went () see () () many movies () Timothy did () () () () () () () saw half () many () () did () () many movies () Timothy () Theresa go () () () () () () (),"Timothy and Theresa go to the movies. Timothy goes to the movies more times than Theresa did. If Timothy went to the movies 6 times and Theresa went to see 3 movies, how many movies did Timothy see compared to how many Theresa saw? Timothy saw half as many movies as Theresa did. How many movies did Timothy and Theresa go to see together?",False,32
"Galileo is currently renting a car that costs $20 per month. He is planning to buy a brand new car that costs $30 per month. If Galileo will have to pay for the new car for a year, how much will be the difference if he gets the brand new car instead of renting a car?",Galileo () () renting () car () costs () () () month () () () planning () buy () brand new car () costs () () () month () () Galileo () have () pay () () new car () () year () () much () () () difference () () gets () brand new car () () renting () car (),"Here is the question with the masked words completed:

Galileo is currently renting a used car and it costs him $250 per month. He is planning to buy a brand new car which costs $450 per month. If Galileo decides to have the new car for 5 years, how much would be the difference if he gets the brand new car instead of renting the used car?",False,69
Nancy can hula hoop for 10 minutes.  Casey can hula hoop 3 minutes less than Nancy.  Morgan can hula hoop three times as long as Casey.  How long can Morgan hula hoop?,Nancy () hula hoop () () minutes () Casey () hula hoop () minutes less () Nancy () Morgan () hula hoop () times () () () Casey () () () () Morgan hula hoop (),"Nancy can hula hoop for 45 minutes while Casey can hula hoop for 30 minutes less than Nancy. If Morgan can hula hoop three times as long as Casey, then for how many minutes can Morgan hula hoop?",True,88
Tom decides to start running 5 days a week to lose weight.  He runs 1.5 hours each day.  He runs at a speed of 8 mph.  How many miles does he run a week?,Tom decides () start running () days () week () lose weight () () runs () hours () day () () runs () () speed () () mph () () many miles () () run () week (),Tom decides to start running 3 days a week to lose weight. He runs 2 hours a day and runs at a speed of 6 mph. How many miles does he run in a week?,True,92
"Sarah is playing tic-tac-toe. She wins $1 for every game she wins, $0 for every game she ties, and she loses $2 for every game she loses. If she played 100 games where she tied 40 of them, and she lost $30, how many games did she win?",Sarah () playing tic () () () toe () () wins () () () () game () wins () () () () () game () ties () () () loses () () () () game () loses () () () played () games () () tied () () () () () () lost () () () () many games () () win (),"Sarah enjoys playing tic tac toe. If she wins the game, she wins a point. If it's a tie game, she ties and gets no points. If she loses the game, she loses a point. They played 10 games in total. She tied 3 games, lost 2 games. How many games did she win?",False,27
"In ancient China, soldiers positioned in beacon towers along the Great Wall would send smoke signals to warn of impending attacks.  Since the towers were located at 5 kilometer intervals, they could send a signal the length of the Great Wall.  If the Great wall was 7300 kilometers long, and every tower had two soldiers, what was the combined number of soldiers in beacon towers on the Great Wall?",() ancient China () soldiers () () beacon towers () () Great () () send smoke signals () warn () impending attacks () () () towers () located () () kilometer intervals () () () send () signal () length () () Great Wall () () () Great wall () () kilometers () () () () tower had () soldiers () () () () combined number () soldiers () beacon towers () () Great Wall (),"Here is the completed question with the masked words replaced:

In ancient China, soldiers operated beacon towers along the Great Wall to send smoke signals and warn of impending attacks. These beacon towers were located at approximately 10 kilometer intervals along the entire length of the Great Wall. To send a signal the length of the Great Wall, which spanned over 6,000 kilometers, each tower had 2 soldiers assigned to it. What was the combined number of soldiers manning the beacon towers along the Great Wall?",False,48
"Two months ago, Wilson had a total of $150 in his bank account. Then last month, he deposited $17. A few days after, he made a withdrawal. This month, he deposited $21 so he has $16 more than what is in his account two months ago. How much did Wilson withdraw last month?",() () () () Wilson had () total () () () () () bank account () () last () () () deposited () () () () few days () () () made () withdrawal () () month () () deposited () () () () has () () more () () () () () account () months () () () much () Wilson withdraw last month (),Samantha Emily Grace Victoria Wilson had five total checking and savings bank accounts last year. She deposited three thousand dollars a few days ago and made one withdrawal last month. She deposited eight hundred dollars this week and has two thousand more dollars in her savings account six months ago. How much did Wilson withdraw last month?,False,28
"Monica way studying for an exam. She studied for 2 hours on Wednesday and three times as long on Thursday. On Friday Monica studied half of the time she studied on Thursday. During the weekend (two days) Monica studied as much again as Wednesday, Thursday and Friday combined. How much time did she spend studying in total during the five days?",Monica () () () () exam () () studied () () hours () Wednesday () () times () () () Thursday () () Friday Monica studied half () () time () studied () Thursday () () () weekend () () days () Monica studied () () () () Wednesday () Thursday () Friday combined () () much time () () spend studying () total () () () days (),"Here is the completed question with the masked words replaced:

Monica failed her biology final exam because she only studied for 3 hours on Wednesday and 2 times on both Thursday and Friday. Monica studied half as much time as she studied on Thursday for the entire weekend which was 2 days. If Monica studied for 6 hours on Wednesday, 4 hours on Thursday and 4 hours on Friday combined, how much time did she spend studying in total over the 4 days?",False,12
"Last year, the school library purchased 50 new books. This year, it purchased 3 times as many books. If the library had 100 books before it purchased new books last year, how many books are in the library now?",() year () () () library purchased () new books () () year () () purchased () times () many books () () () library had () books () () purchased new books last year () () many books () () () library () (),"Here is the question with the masked words completed:

Last year the town library purchased 500 new books. This year they purchased 3 times as many books as they did last year. If the library had 12,000 books before purchasing new books last year, how many books does the library have now?",False,65
