original_question,masked_question,generated_question,matched,similarity_score
Jackson’s mom packs him a peanut butter and jelly sandwich for his school lunch on Wednesdays and Fridays. There are 36 weeks of school and Jackson has only missed 1 Wednesday and 2 Fridays. How many peanut butter and jelly sandwiches did he eat for lunch this school year?,Jackson () () packs () () peanut butter () jelly () () () school lunch () Wednesdays () Fridays () () are () weeks () school () Jackson () () missed () Wednesday () () Fridays () () many peanut butter () jelly sandwiches () () eat () lunch () school year (),"Question: Jackson usually packs a peanut butter and jelly sandwich for his school lunch on Wednesdays and Fridays. If there are 36 weeks of school and Jackson never missed any Wednesday or Friday, how many peanut butter and jelly sandwiches did he eat for lunch during the school year?",True,86
"Chastity bought 4 lollipops which cost $1.50 each, and she also bought 2 packs of gummies which cost $2 each. If she has $15, how much was she left with after spending on the candies?",Chastity bought () lollipops () cost () () () () () () () bought () packs () gummies () cost () () () () () () has () () () () much () () left () () spending () () candies (),Question: Chastity bought 5 lollipops that cost $0.50 each and also bought 3 packs of gummies that cost $1.20 each. How much money does she have left after spending $10 on candies?,False,77
"The local school is holding a big fair to raise money for 5 classes that want to go on a trip. 150 people came to the party and paid a total of $368 for entrance tickets. There was a raffle which brought in $343. The sale of cakes and drinks brought $279. At the end of the fair, the principal of the school shared the money raised between the 5 classes. How much money did each class receive?",() () () () holding () big fair () () money () () classes () want () go () () trip () () people came () () party () paid () total () () () () entrance tickets () () was () raffle () brought () () () () () sale () cakes () drinks brought () () () () () end () () fair () () principal () () school shared () money raised () () () classes () () much money () () class receive (),"Question: Who is holding the big fair to raise money for the classes? Do you want to go on the trip? How many people came to the party and paid the total amount for the entrance tickets? Was there a raffle that brought in more funds? Were there any items for sale like cakes or drinks brought by volunteers? At the end of the fair, the principal of the school shared the money raised. How will the classes decide how much money each class will receive?",False,17
Tom decides to renovate a house.  There are 3 bedrooms and each bedroom takes 4 hours to renovate.  The kitchen takes 50% longer than each bedroom.  The living room took twice as much time as everything else combined.  How long did everything take?,Tom decides () renovate () house () () are () bedrooms () () bedroom takes () hours () renovate () () kitchen takes () % () () () bedroom () () living room took () () much time () everything () combined () () () () everything take (),"Question: Tom decides to renovate his house. There are three bedrooms, and each bedroom takes 5 hours to renovate. The kitchen takes 10 hours, and the living room took twice as much time as everything else combined. How long did everything take?",False,56
"Sandro has six times as many daughters as sons. If he currently has three sons, how many children does he have?",Sandro has () () () many daughters () sons () () () () has () sons () () many children () () have (),"Question: Sandro has twice as many daughters as sons. If he has 3 sons, how many children does he have in total?",True,80
"Jennifer is building tanks to hold her goldfish. She built 3 tanks that will hold 15 fish each, heated, and filled them. She plans to build the rest of the tanks equipped with heaters, and they will hold 10 fish each. If she needs to build enough tanks to house a total of 75 fish, how many more will she need to build?",Jennifer () building tanks () hold () goldfish () () built () tanks () () hold () () () () heated () () filled () () () plans () build () rest () () tanks equipped () heaters () () () () hold () fish () () () () needs () build enough tanks () house () total () () fish () () many more () () need () build (),"Question: Jennifer is building tanks to hold her goldfish. She has built 3 tanks that can each hold 10 fish. These tanks are heated and filled with water. She plans to build the rest of the tanks equipped with heaters as well. Each tank can hold 10 fish. If she needs to build enough tanks to house a total of 50 fish, how many more tanks does she need to build?",False,75
"September's temperature fluctuated severely in 1 week.  They started off with 40 degrees on Sunday then hit 50 on Monday, 65 on Tuesday, 36 on Wednesday, 82 on Thursday, 72 on Friday and ended the week at 26 on Saturday.  What was the average temperature for that week?",September () () fluctuated () () () week () () started () () () degrees () Sunday () hit () () Monday () () () Tuesday () () () Wednesday () () () Thursday () () () Friday () ended () week () () () Saturday () () () () average temperature () () week (),"Question: September temperatures fluctuated throughout the week as it started at 70 degrees on Sunday and hit 75 on Monday. It rose to 78 on Tuesday and peaked at 80 on Wednesday. By Thursday, it dropped to 72, and on Friday, it ended the week at 68. On Saturday, it settled at 70, making the average temperature for the week 73.",False,14
Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,Stella () Twinkle () filling () () () () () capacity () () stone blocks () () rate () () blocks () hour () person () () work () () hours () () () joined () () other people () () work () () same rate () () many hours () filling () truck take (),"Question: Stella and Twinkle are filling a truck with stone blocks. They work at a rate of 5 blocks per hour per person. If they work together for 3 hours, and are then joined by 3 other people who work at the same rate, how many hours will filling the truck take in total?",False,59
"Marla has to spend 20 minutes driving one way to her son's school, then 70 minutes attending parent-teacher night, then the same amount of time driving home. How many minutes does Marla spend on this errand in total?",Marla has () spend () minutes driving () way () () () () school () () () () attending parent () teacher night () () () same amount () time driving () () () many minutes () Marla spend () () errand () total (),Question: Marla has to spend 15 minutes driving one way to her child's school for attending parent-teacher night and spends the same amount of time driving back. How many minutes does Marla spend on this errand in total?,True,84
"Jed collects stamp cards. Every week, he gets 6 cards. But every two weeks, he gives 2 cards to his friends. If Jed started with 20 cards, after how many weeks will he have a total of 40 cards?",Jed collects () cards () () week () () gets () cards () () () () weeks () () gives () cards () () friends () () Jed started () () cards () () () many weeks () () have () total () () cards (),"Question: Jed collects trading cards every week and he gets 5 cards each week. After 4 weeks, he gives 3 cards to his friends. If Jed started with 10 cards, after how many weeks will he have a total of 30 cards?",False,12
"Tim buys 3 loaves of bread.  Each loaf of bread has 20 slices.  He pays for the 3 loaves of bread with 2 $20 bills.  He gets $16 change.  How much does each slice cost, in cents?",Tim buys () loaves () bread () () loaf () bread has () slices () () pays () () () loaves () bread () () () () bills () () gets () () change () () much () () slice cost () () cents (),Question: Tim buys 3 loaves of bread and each loaf of bread has 10 slices. He pays $15 for the 3 loaves of bread and gives a $20 bill. He gets $5 in change. How much does each slice cost in cents?,True,88
John buys a heating pad for $30.  He uses it 3 times a week for 2 weeks.  How much does he spend on each use?,John buys () heating pad () () () () () uses () () times () week () () weeks () () much () () spend () () use (),Question: John buys a heating pad that he uses three times a week for four weeks. How much does he spend to use it?,False,79
"Henry took 9 pills a day for 14 days. Of these 9 pills, 4 pills cost $1.50 each, and the other pills each cost $5.50 more. How much did he spend in total on the pills?",Henry took () pills () day () () days () () () () pills () () pills cost () () () () () () other pills () cost () () more () () much () () spend () total () () pills (),"Question: Henry took 3 pills each day for 5 days. If these pills cost $2 each and other pills he took cost $3 each, how much did he spend in total on these pills?",True,80
"Kamil wants to renovate his kitchen at home. For this purpose, he hired two professionals who work for him 6 hours a day for 7 days. What does it cost Kamil to hire these professionals if one of them is paid $15 per hour of work?",Kamil wants () renovate () kitchen () home () () () purpose () () hired () professionals () work () () () hours () day () () days () () () () cost Kamil () hire () professionals () () () () () paid () () () hour () work (),"Kamil wants to renovate his kitchen at home. For this purpose, he hired some professionals to work for several hours each day over a few days. How much will it cost Kamil to hire these professionals if they are paid a certain amount per hour of work?",False,66
"Jeremy's uncle gave him $50 to spend on basketball equipment. He bought 5 jerseys that cost $2 each, a basketball that cost $18, and a pair of shorts that cost $8. How much money does Jeremy have left?",Jeremy () uncle gave () () () () spend () basketball equipment () () bought () jerseys () cost () () () () () basketball () cost () () () () () pair () shorts () cost () () () () much money () Jeremy () left (),Question: Jeremy's uncle gave him some money to spend on basketball equipment. He bought three jerseys that cost $20 each and a basketball that cost $15. He also bought a pair of shorts that cost $10. How much money does Jeremy have left?,False,55
"Dorothy spent $53 to buy doughnut ingredients. If she made 25 doughnuts and sells each for $3, how much was her profit?",Dorothy spent () () () buy () ingredients () () () made () doughnuts () sells () () () () () () much () () profit (),Question: Dorothy spent some money to buy the ingredients with which she made the doughnuts she sells. How much is her profit?,False,69
"Two days ago, the temperature in the morning went up 1.5 degrees every 2 hours. If the temperature was 50 degrees at 3 A.M., what was the temperature at 11 A.M.?",() days () () () () () () morning went () () degrees () () hours () () () temperature () () degrees () () A.M. () () () () temperature () () A.M. (),"How many days ago was it when the morning temperature went from 60 degrees to 70 degrees in a few hours, and what was the temperature at 8 A.M. compared to 10 A.M. on that day?",False,54
"Lucy has been trying new recipes and wants to make sure she keeps the cupboard stocked with ingredients. She had a 500g bag of flour in the cupboard at the start of the week. She used 240g when she baked cookies on Tuesday, and accidentally spilled half of what was left when she was putting the flour away. If Lucy wants a full bag of flour in the cupboard, how much flour does she need to buy, in grams?",Lucy () () trying new () () wants () make sure () () () cupboard stocked () ingredients () () had () () bag () flour () () cupboard () () start () () week () () used () () () baked cookies () Tuesday () () () spilled half () () () left () () () putting () flour () () () Lucy wants () full bag () flour () () cupboard () () much flour () () need () buy () () grams (),"Question: Lucy enjoys trying new recipes and wants to make sure she has her cupboard stocked with ingredients. She had a full bag of flour in the cupboard at the start of the week, but she used some when she baked cookies on Tuesday. Then, she accidentally spilled half of what was left. Now, before putting more flour in the cupboard, Lucy wants a full bag of flour in the cupboard. How much flour does she need to buy in grams?",False,26
"Tom originally was only able to lift 80  kg farmer handles per hand.  After some training, he was able to double this number.  He then decided to specialize and was able to get an extra 10%.  How much weight can he hold in total?",Tom () () () () () lift () () farmer handles () hand () () () training () () () able () double () number () () () decided () specialize () () able () get () extra () % () () much weight () () hold () total (),"Question: Tom wants to know if he can lift the farmer handles with one hand after training. If he is able to double the number of repetitions, he decided to specialize in being able to get an extra 10% increase. How much weight can he hold in total?",False,41
"Jordan is a hockey goalie. In the first period of a game, he blocked four shots. In the second period, he blocked twice as many shots. In the third period, he blocked three fewer than in the second period. When the game ended after the fourth period, he had blocked 21 shots in all. How many did Jordan block in the fourth period?",() () () () goalie () () () first period () () game () () blocked () shots () () () second period () () blocked () () many shots () () () third period () () blocked () fewer () () () second period () () () game ended () () fourth period () () () blocked () shots () () () () many () Jordan block () () fourth period (),"How many times did the goalie block shots in the first period of the game? How many shots did they block in the second period? How many fewer shots were blocked in the third period compared to the second period? Did the game end after the fourth period, and how many shots did Jordan block in the fourth period?",False,8
"On Friday, Markeesha sold 30 boxes of crackers for her scout troop's fundraiser. On Saturday, she sold twice as many as on Friday. On Sunday, she sold 15 fewer than Saturday. How many boxes did she sell over the three days?",() () () Markeesha sold () boxes () crackers () () scout troop () fundraiser () () Saturday () () sold () () many () () Friday () () Sunday () () sold () fewer () Saturday () () many boxes () () sell () () () days (),"How many boxes did Markeesha sell in total if she sold some boxes of crackers for her scout troop's fundraiser on Saturday? She sold twice as many on Friday and half as many on Sunday. If she sold 10 fewer on Saturday than on Friday, how many boxes did she sell over the three days combined?",False,46
Tom spends $250 to buy gems in a game he plays.  The game gives 100 gems for each dollar you spend.  Since he bought so many gems he got a 20% bonus of more gems. How many gems did he end up with?,Tom spends () () () buy gems () () game () plays () () () gives () gems () () dollar () spend () () () bought () many gems () got () () % bonus () more gems () () many gems () () end () () (),"Question: Tom spends $50 to buy gems in a game he plays. The game gives him 500 gems for each dollar he spends. Additionally, he bought so many gems that he got a 10% bonus of more gems. How many gems does he have at the end in total?",False,40
"How many apples did two men and three women buy at a certain store if the two men each bought 30 apples, 20 less than the number of apples bought by each woman?",() many apples did () men () () women () () () certain store () () () men () bought () apples () () less () () number () apples bought () () woman (),How many apples did the men and women buy at a certain store if the men each bought 3 apples and 2 less than the number of apples bought by each woman?,True,93
"Luisa drives 10 miles to the grocery store, 6 miles to the mall, 5 miles to the pet store, then 9 miles back home. One gallon of gas can be used to drive 15 miles. If one gallon of gas costs $3.50, what is the total cost of the gas for Luisa’s entire trip?",Luisa drives () miles () () () store () () miles () () mall () () miles () () pet store () () () miles () () () () gallon () gas () () used () drive () miles () () () gallon () gas costs () () () () () () total cost () () gas () Luisa () entire trip (),"Question: Luisa drives 10 miles to the store, then 5 miles to the mall, and 8 miles to the pet store. If she drives a total of 23 miles and uses 1 gallon of gas, and if 1 gallon of gas costs $3.50, what is the total cost of the gas Luisa used for her entire trip?",False,55
"Tony has a bucket that holds 2 pounds of sand. He has a sandbox out back that is two feet deep, four feet wide, and 5 feet long. A cubic foot of sand weighs 3 pounds. Because it's hot outside, he wants to make sure he stays hydrated, so every 4 trips he takes he drinks 3 ounces of bottled water. A 15 ounce bottle of water costs $2. He has $10 with him. How much change will he have after he buys all the water he needs?",Tony has () () () () () () () sand () () has () sandbox () () () () () feet () () () feet wide () () () feet () () () cubic foot () sand weighs () pounds () () () () hot () () () wants () make sure () stays hydrated () () () () trips () takes () drinks () ounces () bottled water () () () ounce bottle () water costs () () () () has () () () () () () much change () () have () () buys () () water () needs (),"Question: Tony has a sandbox that is 5 feet long, 4 feet wide, and 2 feet deep. Each cubic foot of sand weighs 100 pounds. On a hot day, Tony wants to make sure he stays hydrated during the trips he takes. He drinks 16 ounces of bottled water, and each 16-ounce bottle of water costs $1.50. Tony has $10. How much change will he have if he buys the water he needs?",False,12
"If Brooke adds eight balloons to his current 12, and Tracy adds 24 to her current 6, how many balloons will they have in total if Tracy pops half of her balloons?",() Brooke adds () balloons () () current () () () Tracy adds () () () current () () () many balloons () () () () total () Tracy pops half () () balloons (),"Sure, here's a completed version of the question:

Question: If Brooke adds 5 balloons to her current collection and Tracy adds 3 to her current collection, how many balloons do they have in total if Tracy pops half of her balloons?",False,24
"There are 11 males & 12 females in the orchestra and twice that number in the band. There are 12 males & 17 females in the choir. If each musician only participates in one group, how many musicians total are there in the orchestra, the band, and the choir?",() are () males () () females () () orchestra () () () number () () band () () are () males () () females () () choir () () () musician () participates () () group () () many musicians total () () () () orchestra () () band () () () choir (),"How many males and females are in the orchestra and the band, and how many are males and females in the choir? If each musician participates in only one group, how many musicians are there in total in the orchestra, the band, and the choir?",False,56
"Keanu was surfing towards the shore at a speed of 20 miles per hour.  A shark was swimming alongside him, riding the same wave, when it doubled its speed and moved away from Keanu.  There was a pilot fish swimming alongside Keanu and the shark, and when the shark increased its speed, the pilot fish also increased its speed and moved away from Keanu, but only increasing its speed by half as much as the shark had increased its speed by.  What speed, in miles per hour, was the pilot fish swimming when it moved away from Keanu?",Keanu () () () () shore () () speed () () miles () hour () () shark () swimming () () () () () same wave () () () doubled () speed () moved () () Keanu () () () () pilot fish swimming () Keanu () () shark () () () () shark increased () speed () () pilot fish () increased () speed () moved () () Keanu () () () increasing () speed () half () () () () shark () increased () speed () () () speed () () miles () hour () () () pilot fish swimming () () moved () () Keanu (),"Question: Keanu was surfing near the shore when he noticed a shark swimming at a speed of 20 miles per hour. As the shark was swimming, it caught the same wave as Keanu and doubled its speed. It moved quickly past Keanu, and he saw a pilot fish swimming alongside the shark. When the shark increased its speed, the pilot fish also increased its speed and moved faster than Keanu. If the shark kept increasing its speed by half of its original speed, and the shark's increased speed was now 30 miles per hour, how fast was the pilot fish swimming as it moved past Keanu?",False,32
"A married couple and their 6 children are ordering some pizza. If the couple want 3 slices each and the children want 1 slice each, how many 4-slice pizzas should they order?",() married couple () () () children () ordering () pizza () () () couple want () slices () () () children want () slice () () () many () () slice pizzas () () order (),"Question: A married couple with two children is ordering some pizza. The couple wants two slices each, and the children want one slice each. How many whole slice pizzas should they order?",True,84
"Nikola is saving up for a bag of ant food before he can start his ant farm. He wants 400 ants in his farm. Each ant needs 2 ounces of food. Every ounce of ant food costs $.1. Nikola is saving up by raking leaves. He charges $5 to start a job and then he charges by the leaf. Each leaf he rakes costs 1 penny. He finally saved up enough money after he raked 6,000 leaves. How many jobs did he complete?",Nikola () saving () () () bag () ant food () () () start () ant farm () () wants () ants () () farm () () ant needs () ounces () food () () ounce () ant food costs () () Nikola () saving () () raking leaves () () charges () () () start () job () () () charges () () leaf () () leaf () rakes costs () penny () () () saved () enough money () () raked () leaves () () many jobs () () complete (),"Question: Nikola is saving up to buy a bag of ant food to start an ant farm. He wants his ants in the farm to have enough food. Each ant needs 2 ounces of food, and each ounce of ant food costs 5 cents. Nikola is saving money by raking leaves, and he charges 10 cents per job. If he charges 1 cent per leaf and each leaf he rakes costs 1 penny, how many leaves must he rake to have saved enough money if he raked 50 leaves per job? How many jobs must he complete?",False,14
Tonya is buying Christmas gifts for her sisters. She has 2 sisters and wants to spend the exact same amount on each. She buys her younger sister 4 dolls that cost $15 each. She plans to buy lego sets for her older sister. They cost $20 each. How many lego sets does she buy?,Tonya () buying () gifts () () sisters () () has () sisters () wants () spend () exact same amount () () () () buys () younger sister () dolls () cost () () () () () plans () buy lego sets () () older sister () () cost () () () () () many lego sets () () buy (),"Question: Tonya is buying birthday gifts for her sisters. She has two sisters and wants to spend the exact same amount on each. She buys her younger sister two dolls that cost $15 each. She plans to buy Lego sets for her older sister, which cost $10 each. How many Lego sets can she buy?",False,46
"Timothy and Theresa go to the movies very often. Timothy went to the movies 7 more times in 2010 that he did in 2009. In 2009, Timothy went to the movies 24 times. In 2010 Theresa went to see twice as many movies as Timothy did, but in 2009, she only saw half as many as he did. How many movies did Timothy and Theresa go on in both 2009 and 2010?",Timothy () Theresa go () () () () () () Timothy () () () movies () more times () () () () did () () () () () () Timothy went () () movies () times () () () Theresa went () see () () many movies () Timothy did () () () () () () () saw half () many () () did () () many movies () Timothy () Theresa go () () () () () () (),"Question: Timothy and Theresa go to the movies together. How many more times did Timothy go to the movies than Theresa did? If Timothy went to the movies 10 times and Theresa went to see 5 movies, how many movies did Timothy see? If Theresa saw half as many as Timothy did, how many movies did Timothy and Theresa go to together?",False,9
"Galileo is currently renting a car that costs $20 per month. He is planning to buy a brand new car that costs $30 per month. If Galileo will have to pay for the new car for a year, how much will be the difference if he gets the brand new car instead of renting a car?",Galileo () () renting () car () costs () () () month () () () planning () buy () brand new car () costs () () () month () () Galileo () have () pay () () new car () () year () () much () () () difference () () gets () brand new car () () renting () car (),"Question: Galileo is considering renting a car that costs $500 per month, but he is also planning to buy a brand new car that costs $20,000. If the rental costs $500 per month, how much will Galileo have to pay for the new car in one year? What is the difference in cost if he gets the brand new car instead of renting the car for a year?",False,29
Nancy can hula hoop for 10 minutes.  Casey can hula hoop 3 minutes less than Nancy.  Morgan can hula hoop three times as long as Casey.  How long can Morgan hula hoop?,Nancy () hula hoop () () minutes () Casey () hula hoop () minutes less () Nancy () Morgan () hula hoop () times () () () Casey () () () () Morgan hula hoop (),"Question: Nancy can hula hoop for 15 minutes. Casey can hula hoop 5 minutes less than Nancy, and Morgan can hula hoop 3 times as long as Casey. How long can Morgan hula hoop?",True,92
Tom decides to start running 5 days a week to lose weight.  He runs 1.5 hours each day.  He runs at a speed of 8 mph.  How many miles does he run a week?,Tom decides () start running () days () week () lose weight () () runs () hours () day () () runs () () speed () () mph () () many miles () () run () week (),"Question: Tom decides to start running several days a week to lose weight. If he runs for two hours each day and runs at a speed of six mph, how many miles does he run each week?",True,85
"Sarah is playing tic-tac-toe. She wins $1 for every game she wins, $0 for every game she ties, and she loses $2 for every game she loses. If she played 100 games where she tied 40 of them, and she lost $30, how many games did she win?",Sarah () playing tic () () () toe () () wins () () () () game () wins () () () () () game () ties () () () loses () () () () game () loses () () () played () games () () tied () () () () () () lost () () () () many games () () win (),"Question: Sarah is playing tic tac toe. If she wins one game, wins another game, ties one game, and loses one game, and she has played a total of 10 games, with 3 tied and 2 lost, how many games did she win?",False,32
"In ancient China, soldiers positioned in beacon towers along the Great Wall would send smoke signals to warn of impending attacks.  Since the towers were located at 5 kilometer intervals, they could send a signal the length of the Great Wall.  If the Great wall was 7300 kilometers long, and every tower had two soldiers, what was the combined number of soldiers in beacon towers on the Great Wall?",() ancient China () soldiers () () beacon towers () () Great () () send smoke signals () warn () impending attacks () () () towers () located () () kilometer intervals () () () send () signal () length () () Great Wall () () () Great wall () () kilometers () () () () tower had () soldiers () () () () combined number () soldiers () beacon towers () () Great Wall (),"Question: In ancient China, how did soldiers use the beacon towers along the Great Wall to send smoke signals to warn of impending attacks? Were these towers located at regular kilometer intervals, and how did they send a signal along the length of the Great Wall? Additionally, how long was the Great Wall, and how many soldiers were stationed at each tower? What was the combined number of soldiers across all the beacon towers along the Great Wall?",False,13
"Two months ago, Wilson had a total of $150 in his bank account. Then last month, he deposited $17. A few days after, he made a withdrawal. This month, he deposited $21 so he has $16 more than what is in his account two months ago. How much did Wilson withdraw last month?",() () () () Wilson had () total () () () () () bank account () () last () () () deposited () () () () few days () () () made () withdrawal () () month () () deposited () () () () has () () more () () () () () account () months () () () much () Wilson withdraw last month (),"How much money did Wilson have in total in his bank account at the end of last month if he deposited some funds a few days ago and made a withdrawal last month? Additionally, he deposited more funds and has had more money in his account for months. How much did Wilson withdraw last month?",False,12
"Monica way studying for an exam. She studied for 2 hours on Wednesday and three times as long on Thursday. On Friday Monica studied half of the time she studied on Thursday. During the weekend (two days) Monica studied as much again as Wednesday, Thursday and Friday combined. How much time did she spend studying in total during the five days?",Monica () () () () exam () () studied () () hours () Wednesday () () times () () () Thursday () () Friday Monica studied half () () time () studied () Thursday () () () weekend () () days () Monica studied () () () () Wednesday () Thursday () Friday combined () () much time () () spend studying () total () () () days (),"Question: Monica had an exam and studied for several hours on Wednesday, multiple times on Thursday, and again on Friday. Monica studied half of the time she studied on Thursday during the weekend. Over these days, Monica studied more on Wednesday than on Thursday and Friday combined. How much time did she spend studying in total over these days?",False,8
"Last year, the school library purchased 50 new books. This year, it purchased 3 times as many books. If the library had 100 books before it purchased new books last year, how many books are in the library now?",() year () () () library purchased () new books () () year () () purchased () times () many books () () () library had () books () () purchased new books last year () () many books () () () library () (),"What year did the library purchase the new books, and how many times as many books as the library had before were purchased? If the library had 500 books before it purchased new books last year, how many books does the library have now?",False,34
"John is half times younger than his father, who is 4 years older than John's mother. If John's father is 40 years old, what's the age difference between John and his mother?",John () half () younger () () father () () () () years older () John () mother () () John () father () () years old () () () () age difference () John () () mother (),"Question: John is half as young as his father, who is 20 years older than John. If John's mother is 5 years younger than John's father, how old is John's mother?",False,65
"Last week, a farmer shipped 10 boxes of pomelos which had 240 pomelos in all. This week, the farmer shipped 20 boxes. How many dozens of pomelos did the farmer ship in all?",Last week () () farmer shipped () () () pomelos () had () pomelos () () () () week () () farmer shipped () boxes () () many dozens () pomelos did () farmer ship () () (),"Question: Last week, a farmer shipped 15 boxes of pomelos and had 10 pomelos left over. This week, the farmer shipped 20 boxes. How many dozens of pomelos did the farmer ship in total?",True,89
John decides to learn how to play the piano.  He buys a piano for $500.  He then hires a teacher for 20 lessons at $40 per lesson but ends up getting a 25% discount.  How much did everything cost?,John decides () learn () () play () piano () () buys () piano () () () () () () hires () teacher () () lessons () () () () lesson () ends () getting () () % discount () () much () everything cost (),"Question: John decides to learn how to play the piano, so he buys a piano and also hires a teacher for lessons. If each lesson ends up getting a 10% discount, how much does everything cost?",False,75
"Claire has 400 flowers in her garden. One hundred twenty are tulips, and the rest are roses. Eighty of the roses are white, while the rest are red. Each red rose is worth $0.75. How much will Claire earn if she can sell 1/2 of the total number of red roses?",Claire () () flowers () () garden () () () () () tulips () () () rest () roses () () () () roses () white () () () rest () red () () red rose () worth () () () () much () Claire earn () () () sell () () () () () total number () red roses (),"Sure, here's a completed version of the question:

Question: Claire planted some flowers in her garden. Out of these flowers, 40% are tulips, and the rest are roses. If 60% of the roses are white and the rest are red, and each red rose is worth $2, how much does Claire earn if she sells all the red roses? What is the total number of red roses?",False,31
