original_question,masked_question,generated_question,matched,similarity_score
"September's temperature fluctuated severely in 1 week.  They started off with 40 degrees on Sunday then hit 50 on Monday, 65 on Tuesday, 36 on Wednesday, 82 on Thursday, 72 on Friday and ended the week at 26 on Saturday.  What was the average temperature for that week?",September () () fluctuated () () () week () () started () () () degrees () Sunday () hit () () Monday () () () Tuesday () () () Wednesday () () () Thursday () () () Friday () ended () week () () () Saturday () () () () average temperature () () week (),September temperatures fluctuated dramatically this week when they started at 75 degrees on Sunday and hit 82 on Monday before dropping to 68 on Tuesday then rising to 78 on Wednesday followed by 72 on Thursday and 70 on Friday and ended the week with a high of 74 on Saturday giving an average temperature for the week of 74.1.,False,37
Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,Stella () Twinkle () filling () () () () () capacity () () stone blocks () () rate () () blocks () hour () person () () work () () hours () () () joined () () other people () () work () () same rate () () many hours () filling () truck take (),Stella and Twinkle were filling up a truck with a capacity of 500 stone blocks at a steady rate of 100 blocks per hour per person when they work for 2 hours and were joined by 3 other people who also work at the same rate how many hours did filling the truck take?,False,64
"Marla has to spend 20 minutes driving one way to her son's school, then 70 minutes attending parent-teacher night, then the same amount of time driving home. How many minutes does Marla spend on this errand in total?",Marla has () spend () minutes driving () way () () () () school () () () () attending parent () teacher night () () () same amount () time driving () () () many minutes () Marla spend () () errand () total (),Marla has to spend 25 minutes driving each way to and from school for attending parent and teacher night and the same amount of time driving home. How many minutes did Marla spend on this errand in total?,False,39
"Jed collects stamp cards. Every week, he gets 6 cards. But every two weeks, he gives 2 cards to his friends. If Jed started with 20 cards, after how many weeks will he have a total of 40 cards?",Jed collects () cards () () week () () gets () cards () () () () weeks () () gives () cards () () friends () () Jed started () () cards () () () many weeks () () have () total () () cards (),"Jed collects baseball cards every week and he gets 8 cards but every 3 weeks he gives 4 cards to his friends. If Jed started with 12 cards and has 52 total baseball cards now, how many weeks has it been?",False,60
"Tim buys 3 loaves of bread.  Each loaf of bread has 20 slices.  He pays for the 3 loaves of bread with 2 $20 bills.  He gets $16 change.  How much does each slice cost, in cents?",Tim buys () loaves () bread () () loaf () bread has () slices () () pays () () () loaves () bread () () () () bills () () gets () () change () () much () () slice cost () () cents (),Tim buys 3 loaves of bread and each loaf of bread has 24 slices and he pays $15 for the loaves of bread with two $10 bills and he gets $5 in change. How much does each slice cost in cents?,True,89
John buys a heating pad for $30.  He uses it 3 times a week for 2 weeks.  How much does he spend on each use?,John buys () heating pad () () () () () uses () () times () week () () weeks () () much () () spend () () use (),John buys a heating pad that costs $35 and uses it 3 times per week for 12 weeks. How much did he spend on electricity use?,True,82
"Henry took 9 pills a day for 14 days. Of these 9 pills, 4 pills cost $1.50 each, and the other pills each cost $5.50 more. How much did he spend in total on the pills?",Henry took () pills () day () () days () () () () pills () () pills cost () () () () () () other pills () cost () () more () () much () () spend () total () () pills (),"Henry took 3 pills each day for 14 days so he took 42 pills. If 20 pills cost $15.50 and the other pills he cost $0.50 more each, how much did he spend in total on the pills?",True,84
"Kamil wants to renovate his kitchen at home. For this purpose, he hired two professionals who work for him 6 hours a day for 7 days. What does it cost Kamil to hire these professionals if one of them is paid $15 per hour of work?",Kamil wants () renovate () kitchen () home () () () purpose () () hired () professionals () work () () () hours () day () () days () () () () cost Kamil () hire () professionals () () () () () paid () () () hour () work (),Kamil wants to renovate the kitchen in his home and for this purpose he hired two professionals to work on it for eight hours per day over five days in total. How much will it cost Kamil to hire the professionals if they each get paid twenty dollars per hour of work?,False,32
"Jeremy's uncle gave him $50 to spend on basketball equipment. He bought 5 jerseys that cost $2 each, a basketball that cost $18, and a pair of shorts that cost $8. How much money does Jeremy have left?",Jeremy () uncle gave () () () () spend () basketball equipment () () bought () jerseys () cost () () () () () basketball () cost () () () () () pair () shorts () cost () () () () much money () Jeremy () left (),Jeremy's uncle gave him $150 to spend on basketball equipment so he bought two jerseys that cost $45 each and one basketball that cost $35 and one pair of shorts that cost $20. How much money did Jeremy have left over?,False,32
"Dorothy spent $53 to buy doughnut ingredients. If she made 25 doughnuts and sells each for $3, how much was her profit?",Dorothy spent () () () buy () ingredients () () () made () doughnuts () sells () () () () () () much () () profit (),Dorothy spent $45 last week to buy fresh ingredients which she later made into doughnuts she sells from her small bakery for how much total profit daily?,False,67
"Two days ago, the temperature in the morning went up 1.5 degrees every 2 hours. If the temperature was 50 degrees at 3 A.M., what was the temperature at 11 A.M.?",() days () () () () () () morning went () () degrees () () hours () () () temperature () () degrees () () A.M. () () () () temperature () () A.M. (),Seven days ago the temperature this morning went up five degrees in two hours and the temperature was twenty degrees at 8 A.M. What was the temperature at 6 A.M.?,True,83
"Lucy has been trying new recipes and wants to make sure she keeps the cupboard stocked with ingredients. She had a 500g bag of flour in the cupboard at the start of the week. She used 240g when she baked cookies on Tuesday, and accidentally spilled half of what was left when she was putting the flour away. If Lucy wants a full bag of flour in the cupboard, how much flour does she need to buy, in grams?",Lucy () () trying new () () wants () make sure () () () cupboard stocked () ingredients () () had () () bag () flour () () cupboard () () start () () week () () used () () () baked cookies () Tuesday () () () spilled half () () () left () () () putting () flour () () () Lucy wants () full bag () flour () () cupboard () () much flour () () need () buy () () grams (),Lucy has been trying new recipes and wants to make sure her kitchen cupboard stays stocked with ingredients. She had a full bag of flour in her cupboard at the start of the week but has used some when she baked cookies on Tuesday and then accidentally spilled half of what was left after putting the flour away. Lucy wants a full bag of flour in her cupboard - how much flour does she need to buy in grams now?,False,43
"Tom originally was only able to lift 80  kg farmer handles per hand.  After some training, he was able to double this number.  He then decided to specialize and was able to get an extra 10%.  How much weight can he hold in total?",Tom () () () () () lift () () farmer handles () hand () () () training () () () able () double () number () () () decided () specialize () () able () get () extra () % () () much weight () () hold () total (),Tom was eager to increase his lift so the farmer handles he had used in training helped him be able to double the number of reps he decided to specialize in and be able to get an extra 50% of how much weight he could hold in total.,False,20
"Jordan is a hockey goalie. In the first period of a game, he blocked four shots. In the second period, he blocked twice as many shots. In the third period, he blocked three fewer than in the second period. When the game ended after the fourth period, he had blocked 21 shots in all. How many did Jordan block in the fourth period?",() () () () goalie () () () first period () () game () () blocked () shots () () () second period () () blocked () () many shots () () () third period () () blocked () fewer () () () second period () () () game ended () () fourth period () () () blocked () shots () () () () many () Jordan block () () fourth period (),How many shots did the goalie save during the first period of the game if he blocked 15 shots during the second period and blocked twice as many shots during the third period but blocked 5 fewer shots than the second period and the game ended in the fourth period where he blocked 12 shots and how many did Jordan block in the fourth period?,False,10
"On Friday, Markeesha sold 30 boxes of crackers for her scout troop's fundraiser. On Saturday, she sold twice as many as on Friday. On Sunday, she sold 15 fewer than Saturday. How many boxes did she sell over the three days?",() () () Markeesha sold () boxes () crackers () () scout troop () fundraiser () () Saturday () () sold () () many () () Friday () () Sunday () () sold () fewer () Saturday () () many boxes () () sell () () () days (),"How many boxes of crackers did Markeesha sell for her scout troop's fundraiser if on Saturday she sold 45 boxes, on Friday she sold twice as many as on Sunday, and she sold 15 fewer boxes on Saturday than on Friday? How many boxes did she sell over all three days total?",False,64
Tom spends $250 to buy gems in a game he plays.  The game gives 100 gems for each dollar you spend.  Since he bought so many gems he got a 20% bonus of more gems. How many gems did he end up with?,Tom spends () () () buy gems () () game () plays () () () gives () gems () () dollar () spend () () () bought () many gems () got () () % bonus () more gems () () many gems () () end () () (),Tom spends 8 dollars to buy gems in a game he plays online. He gives 5 gems for 1 dollar to spend and if he bought 40 many gems he got a 20% bonus of more gems at the end of the day.,False,77
"How many apples did two men and three women buy at a certain store if the two men each bought 30 apples, 20 less than the number of apples bought by each woman?",() many apples did () men () () women () () () certain store () () () men () bought () apples () () less () () number () apples bought () () woman (),How many apples did two men and three women who visited a certain store today if the men each bought 12 apples and had six less than the number of apples bought by each woman?,True,88
"Luisa drives 10 miles to the grocery store, 6 miles to the mall, 5 miles to the pet store, then 9 miles back home. One gallon of gas can be used to drive 15 miles. If one gallon of gas costs $3.50, what is the total cost of the gas for Luisa’s entire trip?",Luisa drives () miles () () () store () () miles () () mall () () miles () () pet store () () () miles () () () () gallon () gas () () used () drive () miles () () () gallon () gas costs () () () () () () total cost () () gas () Luisa () entire trip (),"Luisa drives 12 miles to the grocery store and 8 miles to the mall and 5 miles to the pet store and 15 miles home. If one gallon of gas can be used to drive 25 miles and one gallon of gas costs $3.50 today, what was the total cost of the gas for Luisa's entire trip?",False,66
"Tony has a bucket that holds 2 pounds of sand. He has a sandbox out back that is two feet deep, four feet wide, and 5 feet long. A cubic foot of sand weighs 3 pounds. Because it's hot outside, he wants to make sure he stays hydrated, so every 4 trips he takes he drinks 3 ounces of bottled water. A 15 ounce bottle of water costs $2. He has $10 with him. How much change will he have after he buys all the water he needs?",Tony has () () () () () () () sand () () has () sandbox () () () () () feet () () () feet wide () () () feet () () () cubic foot () sand weighs () pounds () () () () hot () () () wants () make sure () stays hydrated () () () () trips () takes () drinks () ounces () bottled water () () () ounce bottle () water costs () () () () has () () () () () () much change () () have () () buys () () water () needs (),"Tony has a rectangular sandbox filled with sand. The sandbox has inside dimensions of 8 feet long and 6 feet wide and 2 feet deep. If 1 cubic foot of sand weighs 100 pounds and it is a hot summer day, Tony wants to make sure he stays hydrated during the 4 trips he takes. He drinks 20 ounces of bottled water each trip. If a 20 ounce bottle of water costs $1.50 and Tony has a $10 bill, how much change will he have if he buys all the water he needs?",False,19
"If Brooke adds eight balloons to his current 12, and Tracy adds 24 to her current 6, how many balloons will they have in total if Tracy pops half of her balloons?",() Brooke adds () balloons () () current () () () Tracy adds () () () current () () () many balloons () () () () total () Tracy pops half () () balloons (),How many balloons does Brooke add to her current collection of 15 if Tracy adds 12 more to her current collection of 8 and then many balloons do they have in total before Tracy pops half of her balloons?,False,30
"There are 11 males & 12 females in the orchestra and twice that number in the band. There are 12 males & 17 females in the choir. If each musician only participates in one group, how many musicians total are there in the orchestra, the band, and the choir?",() are () males () () females () () orchestra () () () number () () band () () are () males () () females () () choir () () () musician () participates () () group () () many musicians total () () () () orchestra () () band () () () choir (),"There are 45 males and 35 females in the orchestra while the number in the band is 30 males and 25 females and the choir has 50 musicians. If no musician participates in more than one group, how many musicians total are there between the orchestra, the band, and the choir combined?",False,48
"Keanu was surfing towards the shore at a speed of 20 miles per hour.  A shark was swimming alongside him, riding the same wave, when it doubled its speed and moved away from Keanu.  There was a pilot fish swimming alongside Keanu and the shark, and when the shark increased its speed, the pilot fish also increased its speed and moved away from Keanu, but only increasing its speed by half as much as the shark had increased its speed by.  What speed, in miles per hour, was the pilot fish swimming when it moved away from Keanu?",Keanu () () () () shore () () speed () () miles () hour () () shark () swimming () () () () () same wave () () () doubled () speed () moved () () Keanu () () () () pilot fish swimming () Keanu () () shark () () () () shark increased () speed () () pilot fish () increased () speed () moved () () Keanu () () () increasing () speed () half () () () () shark () increased () speed () () () speed () () miles () hour () () () pilot fish swimming () () moved () () Keanu (),Keanu was surfing near shore at top speed of 20 miles per hour when a shark came swimming on the same wave and then doubled its speed and moved past Keanu creating a pilot fish swimming near Keanu and the shark but when the shark increased its speed the pilot fish also increased its speed and moved past Keanu before increasing its speed by half of what the shark had increased its speed to reach a speed of 40 miles per hour with the pilot fish swimming close and moved past Keanu again,False,58
"A married couple and their 6 children are ordering some pizza. If the couple want 3 slices each and the children want 1 slice each, how many 4-slice pizzas should they order?",() married couple () () () children () ordering () pizza () () () couple want () slices () () () children want () slice () () () many () () slice pizzas () () order (),"A married couple and their 3 children are ordering a large pizza for dinner. If the couple wants 3 slices each and the children want 1 slice each, how many 8-slice pizzas should they order?",True,93
"Nikola is saving up for a bag of ant food before he can start his ant farm. He wants 400 ants in his farm. Each ant needs 2 ounces of food. Every ounce of ant food costs $.1. Nikola is saving up by raking leaves. He charges $5 to start a job and then he charges by the leaf. Each leaf he rakes costs 1 penny. He finally saved up enough money after he raked 6,000 leaves. How many jobs did he complete?",Nikola () saving () () () bag () ant food () () () start () ant farm () () wants () ants () () farm () () ant needs () ounces () food () () ounce () ant food costs () () Nikola () saving () () raking leaves () () charges () () () start () job () () () charges () () leaf () () leaf () rakes costs () penny () () () saved () enough money () () raked () leaves () () many jobs () () complete (),Nikola is saving money to buy a bag of ant food because she wants to start an ant farm and she wants 20 ants in her farm but each ant needs 3 ounces of food and one ounce of ant food costs $2 so Nikola is saving money by raking leaves and she charges $5 per job so if she charges 10 cents per leaf and a leaf she rakes costs 1 penny how many leaves has she saved until she had enough money and how many leaves has she raked and how many jobs did she complete today?,False,24
Tonya is buying Christmas gifts for her sisters. She has 2 sisters and wants to spend the exact same amount on each. She buys her younger sister 4 dolls that cost $15 each. She plans to buy lego sets for her older sister. They cost $20 each. How many lego sets does she buy?,Tonya () buying () gifts () () sisters () () has () sisters () wants () spend () exact same amount () () () () buys () younger sister () dolls () cost () () () () () plans () buy lego sets () () older sister () () cost () () () () () many lego sets () () buy (),Tonya is buying Christmas gifts for her sisters. She has two sisters and wants to spend the exact same amount on each. She buys her younger sister three dolls that cost $15 each in total. She plans to buy lego sets for her older sister that cost $9 each in total. How many lego sets should she buy?,True,85
"Timothy and Theresa go to the movies very often. Timothy went to the movies 7 more times in 2010 that he did in 2009. In 2009, Timothy went to the movies 24 times. In 2010 Theresa went to see twice as many movies as Timothy did, but in 2009, she only saw half as many as he did. How many movies did Timothy and Theresa go on in both 2009 and 2010?",Timothy () Theresa go () () () () () () Timothy () () () movies () more times () () () () did () () () () () () Timothy went () () movies () times () () () Theresa went () see () () many movies () Timothy did () () () () () () () saw half () many () () did () () many movies () Timothy () Theresa go () () () () () () (),"Timothy and Theresa go to the movies together. Timothy says he watches movies 4 more times than Theresa does in a month. If Timothy went to the movies 12 times last month and Theresa went to see twice as many movies as Timothy did in the previous month when she saw half as many movies as he did, how many movies did Timothy and Theresa go to see all together?",False,44
"Galileo is currently renting a car that costs $20 per month. He is planning to buy a brand new car that costs $30 per month. If Galileo will have to pay for the new car for a year, how much will be the difference if he gets the brand new car instead of renting a car?",Galileo () () renting () car () costs () () () month () () () planning () buy () brand new car () costs () () () month () () Galileo () have () pay () () new car () () year () () much () () () difference () () gets () brand new car () () renting () car (),Galileo is considering renting a car that costs $400 per month or he is planning to buy a brand new car that costs $800 per month and Galileo will have to pay for the new car for one year so how much more is the difference if he gets a brand new car versus renting a car?,False,62
Nancy can hula hoop for 10 minutes.  Casey can hula hoop 3 minutes less than Nancy.  Morgan can hula hoop three times as long as Casey.  How long can Morgan hula hoop?,Nancy () hula hoop () () minutes () Casey () hula hoop () minutes less () Nancy () Morgan () hula hoop () times () () () Casey () () () () Morgan hula hoop (),,False,0
Tom decides to start running 5 days a week to lose weight.  He runs 1.5 hours each day.  He runs at a speed of 8 mph.  How many miles does he run a week?,Tom decides () start running () days () week () lose weight () () runs () hours () day () () runs () () speed () () mph () () many miles () () run () week (),Tom decides to start running 5 days per week to lose weight and he runs 2 hours each day when he runs at an average speed of 6 mph so how many miles does he run per week?,True,87
"Sarah is playing tic-tac-toe. She wins $1 for every game she wins, $0 for every game she ties, and she loses $2 for every game she loses. If she played 100 games where she tied 40 of them, and she lost $30, how many games did she win?",Sarah () playing tic () () () toe () () wins () () () () game () wins () () () () () game () ties () () () loses () () () () game () loses () () () played () games () () tied () () () () () () lost () () () () many games () () win (),"Sarah is playing tic tac toe and she wins 5 out of 12 games then wins 3 out of 8 games then ties 2 out of 6 games then loses 4 out of 10 games then loses 3 out of 9 games. If she played 45 games and 5 were tied and 15 were lost, how many games did she win?",False,25
"In ancient China, soldiers positioned in beacon towers along the Great Wall would send smoke signals to warn of impending attacks.  Since the towers were located at 5 kilometer intervals, they could send a signal the length of the Great Wall.  If the Great wall was 7300 kilometers long, and every tower had two soldiers, what was the combined number of soldiers in beacon towers on the Great Wall?",() ancient China () soldiers () () beacon towers () () Great () () send smoke signals () warn () impending attacks () () () towers () located () () kilometer intervals () () () send () signal () length () () Great Wall () () () Great wall () () kilometers () () () () tower had () soldiers () () () () combined number () soldiers () beacon towers () () Great Wall (),In ancient China how many soldiers were needed to operate the beacon towers along the Great Wall to send smoke signals to warn of impending attacks if the towers were located at two kilometer intervals and could send a signal the length of the Great Wall and the Great Wall was 6000 kilometers long and each tower had 4 soldiers on duty and what was the combined number of soldiers at beacon towers on the Great Wall?,False,46
"Two months ago, Wilson had a total of $150 in his bank account. Then last month, he deposited $17. A few days after, he made a withdrawal. This month, he deposited $21 so he has $16 more than what is in his account two months ago. How much did Wilson withdraw last month?",() () () () Wilson had () total () () () () () bank account () () last () () () deposited () () () () few days () () () made () withdrawal () () month () () deposited () () () () has () () more () () () () () account () months () () () much () Wilson withdraw last month (),How much money Wilson had in total in his bank account and when last month he deposited some money and after few days when he made a withdrawal and then deposited more money and has now more money in his account 2 months later so how much did Wilson withdraw last month?,False,24
"Monica way studying for an exam. She studied for 2 hours on Wednesday and three times as long on Thursday. On Friday Monica studied half of the time she studied on Thursday. During the weekend (two days) Monica studied as much again as Wednesday, Thursday and Friday combined. How much time did she spend studying in total during the five days?",Monica () () () () exam () () studied () () hours () Wednesday () () times () () () Thursday () () Friday Monica studied half () () time () studied () Thursday () () () weekend () () days () Monica studied () () () () Wednesday () Thursday () Friday combined () () much time () () spend studying () total () () () days (),Monica had her final exam approaching. She studied 4 consecutive hours on Wednesday and 3 times that amount on Thursday and on Friday Monica studied half the amount she studied on Thursday. Over the weekend for 2 days straight Monica studied twice what she studied on Wednesday and Thursday and Friday combined. How much time did she spend studying in total over the 5 days?,False,34
"Last year, the school library purchased 50 new books. This year, it purchased 3 times as many books. If the library had 100 books before it purchased new books last year, how many books are in the library now?",() year () () () library purchased () new books () () year () () purchased () times () many books () () () library had () books () () purchased new books last year () () many books () () () library () (),"Last year when the library purchased 300 new books and this year they purchased 3 times as many books as then. If the library had 5000 books before they purchased new books last year, how many books does the library have now?",False,69
"John is half times younger than his father, who is 4 years older than John's mother. If John's father is 40 years old, what's the age difference between John and his mother?",John () half () younger () () father () () () () years older () John () mother () () John () father () () years old () () () () age difference () John () () mother (),John is half the age of his father who is 12 years older than John's mother and if John's father is 40 years old what is the age difference between John and his mother?,True,91
"Last week, a farmer shipped 10 boxes of pomelos which had 240 pomelos in all. This week, the farmer shipped 20 boxes. How many dozens of pomelos did the farmer ship in all?",Last week () () farmer shipped () () () pomelos () had () pomelos () () () () week () () farmer shipped () boxes () () many dozens () pomelos did () farmer ship () () (),Last week a local farmer shipped 15 large boxes of pomelos and had 8 pomelos left over. This week the same farmer shipped 12 boxes of pomelos. How many dozens of pomelos did the farmer ship in total?,True,83
John decides to learn how to play the piano.  He buys a piano for $500.  He then hires a teacher for 20 lessons at $40 per lesson but ends up getting a 25% discount.  How much did everything cost?,John decides () learn () () play () piano () () buys () piano () () () () () () hires () teacher () () lessons () () () () lesson () ends () getting () () % discount () () much () everything cost (),"John decides to learn how to play the piano so he buys a piano for $2,500 and hires a teacher for 20 lessons at $50 per lesson but ends up getting a 15% discount. How much did everything cost him?",True,93
"Claire has 400 flowers in her garden. One hundred twenty are tulips, and the rest are roses. Eighty of the roses are white, while the rest are red. Each red rose is worth $0.75. How much will Claire earn if she can sell 1/2 of the total number of red roses?",Claire () () flowers () () garden () () () () () tulips () () () rest () roses () () () () roses () white () () () rest () red () () red rose () worth () () () () much () Claire earn () () () sell () () () () () total number () red roses (),"Claire grows beautiful flowers in her garden and decides to sell tulips and the rest are roses. She has 40 roses in total, of which roses are white and the rest are red. If one red rose is worth $2, how much will Claire earn if she can sell all the red roses? What is the total number of red roses?",False,32
