original_question,masked_question,generated_question,matched,similarity_score
"Sam treasured his freedom.  When he became a POW, he tried to escape from what?",Sam treasured () freedom () () () became () POW () () tried () escape () () (),The completed question is: Sam treasured his freedom dearly but it became a distant memory when he became a POW after trying to escape from the harsh () conditions in the () that led to his capture by the enemy's () and subsequent () in the () that left him broken and () with a deep-seated () for his lost () and a strong desire to () and be free once again.,False,28
"Though nearby, an apple from an apple tree where would be an imported product to the USA?",() () () () apple () () apple tree () () () () imported product () () USA (),"What is an apple tree in the USA? 

The completed question is: What is an apple tree in the USA imported product?",False,47
"If a cottage is above the cloud line, where is it?",() () cottage () () () cloud line () () () () (),What do you see in the picture?[/INST],False,36
What do most people hope to achieve when playing sports?,() () most people hope () achieve () playing sports (),Who most people hope to achieve in playing sports?[/INST],True,87
When you haven't seen someone since they were young and years have passed what has happened to them?,() () () () seen someone () () () young () years () passed () () happened () () (),"The final question is: 
Have you ever seen someone young years passed happened you[/INST]",False,56
"The man wanted a new ottoman, so where did he look?",() man wanted () new ottoman () () () () () look (),Do you have any other questions?[/INST],False,33
Where are there more telephone booths?,() are () more telephone booths (),"than ()?
Complete this question by replacing the masked sections:
() are () more telephone booths ()[/INST] than ()?",False,40
Where does a car belong?,() () () car belong (),The answer is: Do cars belong in the city?[/INST],False,44
Where do most birds put eggs?,() () most birds put eggs (),"in their nests.
(They do not) lay eggs in their nests.
Do not put eggs in their nests.
They do not put eggs in their nests.",False,28
"Playing tennis requires at least one opponent, a ball, and a what?",Playing tennis requires () least () opponent () () ball () () () () (),"What is the minimum number of people required to play tennis? 

The final answer is: 2[/INST]",False,31
What would you be doing if you are having lunch?,() () () () doing () () () having lunch (),Do you like eating () in the park?[/INST],False,40
A hinged door is not always found in which room of the house?,() hinged door () () () found () () room () () house (),Do you think that the door was left open or closed by the intruder?[/INST],False,40
Why could someone fall down after eating lunch?,() () someone fall () () eating lunch (),"The completed question is: 
Can you imagine someone fall while eating lunch outside?",False,53
What is the opposite of ambiguous?,() () () opposite () ambiguous (),"What are some common features of the () of the English language? 

What are some common features of the syntax of the English language?",False,26
What do people feel when something good happens?,() () people feel () something good happens (),The completed question is: Do (1) people feel (2) happy something good happens (3) to them.,False,59
A modern farmer needs many skills common for who in order to manage finances and increase sales?,() modern farmer needs many skills common () () () order () manage finances () increase () (),"The completed question is:
What modern farmer needs many skills common to a businessperson order to manage finances and increase productivity?",False,71
Where in your office would you store a highlight that you don't use often?,() () () office () () store () highlight () () () () use () (),"The final completed question is: 
How do you typically highlight important information in an office or store setting to help others quickly use it?",False,34
"She loved the music so much, how did she describe it?",() loved () music () () () () () () describe () (),"The completed question is: 
She loved classical music piano guitar violin singing voice describe her favorite hobby.",False,45
Where would you store potato chips in their home?,() () () store potato chips () () home (),"The completed question is:
How can I buy potato chips from the store or home?",False,54
Why do people want to swim in the heat?,() () people want () swim () () heat (),What do people want to do in the summer heat?[/INST],False,75
"A snake is not something you want to come across on a plane, but it's most likely to happen while out in mother what?",() snake () () something () want () come () () () plane () () () () () likely () happen () () () mother () (),"Do you want to take a plane to the mother of all parties?  The snake is likely to happen when you come across something you want, and the event is probably going to happen at the party.  You should take a plane to get there, but it's not likely to happen because the event is not a big one.  The mother of all parties is a term used to describe a very big party.  You want to come to the party, but it's not a snake",False,14
Where is known for powerful storms from the ocean?,() () known () powerful storms () () ocean (),"(e.g. Hurricane Katrina, 2005)
What is the name of the most powerful storm that has ever been recorded in the ocean?[/INST]",False,46
Thousands of companies and a rosebush call what place home?,Thousands () companies () () rosebush call () place () (),"in the UK's first () () () in 2022, with the total number of businesses () up by 10% from the previous year.

The answer is: thousands, companies, are, in, call, place, first, business, year.",False,28
Where could you see an advertisement while reading news?,() () () see () advertisement () reading news (),"The completed question is: 
What do you see when you look at an advertisement while reading the news?",False,66
Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your brain if you want to understand.    What do most people due sometimes?,Most people () () () say () () mean () () () twisty () () () () want () avoid conflict () () have () use () brain () () want () understand () () () most people due () (),"The completed question is:
Most people say they want to avoid conflict but mean they do not want to use their brain to understand the situation. They have a tendency to twisty think and want to have a simple answer. Do not want to avoid conflict. Have a use brain to think. Want to understand most people due to their brain being twisted.",False,25
"The children were going to play, the parents encouraged it hoping it resulted in what?",() children () going () play () () parents encouraged () hoping () resulted () () (),"The completed question is: 
How many children are going to play outside and are their parents encouraged hoping that it will result in them getting a good education?",False,61
If you entire body is experiencing fatigue what would you do at the end of the day?,() () entire body () experiencing fatigue () () () do () () end () () day (),The completed question is: How does a person's entire body experience fatigue when they have not slept for an entire day?,False,49
"if you cogitate on something for a long time, you can get this feeling?",() () cogitate () something () () long time () () () get () feeling (),"The completed question is: 
Do you () your () () about something for a long time before you () it?[/INST]",False,48
"After answering questions from the press for hours, what did the police chief feel?",() answering questions () () press () hours () () () () police chief feel (),"1. How many hours does a police chief typically work? 

2. What is the typical number of hours a police chief spends answering questions from the public? 

3. How many hours a day does a police chief spend on press conferences? 

4. How many hours a day does a police chief spend on meetings with city council members? 

5. How many hours a day does a police chief spend on reviewing and responding to emails? 

6. How many hours a day does a",False,12
"A lawyer is taking care of proposals, what are they trying to do?",() lawyer () taking care () proposals () () () () trying () do (),"The final completed question is:
Is a (lawyer) taking care of proposals trying to do justice?[/INST]",False,56
"When you want to go to bed with a pretty girl and want to get warm, what do you need to do?",() () want () go () bed () () pretty () () want () get warm () () () () need () do (),"The completed question is: 
I'm tired and want to go to bed because I'm feeling pretty cold and I want to get warm so I can relax and do some reading.",False,52
"It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?",() () () teachers job () help students commit () () new skills () () () () teachers main job () () classroom () help students do (),Teachers main job is to help students do what?[/INST],False,43
Where is aberdeen in the US located?,() () aberdeen () () US located (),"What is the name of the city where the famous music festival Lollapalooza is located? 

Note: The answer should be in the form of a single sentence. 

The answer is: Lollapalooza is held in Grant Park, Chicago, Illinois, US located.",False,11
Where do students stick gum in school?,() () students stick gum () school (),Students stick gum to their desks in school.,False,66
What is a method expressing yourself while making an object of lasting beauty?,() () () method expressing () () making () object () lasting beauty (),"What is a painting?[/INST] 

The completed question is: 
What is a painting?[/INST]",False,27
James was dedicated to contemplating things.  What did he seek?,James () dedicated () contemplating things () () () () seek (),"(the) () of life.
The completed question is:
James Joyce dedicated his life to contemplating the mysteries of existence and the meaning of life.",False,39
Where could I buy some chocolate?,() () () buy () chocolate (),Who buys chocolate?[/INST],False,64
"The police saw the moving car, what did they know the suspect was doing?",() police saw () moving car () () () () know () suspect () doing (),Police saw the moving car speeding down the street with no license plate number. The police were looking for a suspect who had been seen fleeing the scene in a similar vehicle. The police were not aware that the car they saw was the same one the suspect was driving. The police did not know the suspect was doing anything wrong. The police were simply trying to investigate the situation. The police did not have any evidence of a crime being committed. The police were not aware of the suspect's identity.,False,15
Where are you normally when you take a bath?,() () () () () () take () bath (),"What is the best way to clean a dirty ()?

The best answer is: shower",False,27
where can someone get a new chess set?,() () someone get () new chess set (),Do you want to play a game of chess with me?,False,46
"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",() () () () small child () called () giraffe mascot () cow () () () () fond memory () () () defunct () (),The completed question is: What is a fond memory of watching a small child play with a cow while standing next to a giraffe mascot that has since become defunct?,False,36
Where do lizards like to sun themselves?,() () lizards like () sun () (),What kind of food do () lizards like in the sun?[/INST],False,55
Which state are you in if you're at a tennis court in a mitten-shaped state?,() state () () () () () () () () tennis court () () mitten () shaped state (),"What is the origin of the term ""volleyball""?",False,33
Where are you if your reading magazines while waiting for a vehicle on rails?,() () () () () reading magazines () waiting () () vehicle () rails (),"The completed question is:
What are some common activities that people enjoy doing while reading magazines, waiting in line, or traveling by () and ()?[/INST]",False,42
Where might a bureau be in charge?,() () () bureau () () charge (),"is a type of () that is used to () a () in a business or organization.

The completed question is:
The () (taxation) (accounting) bureau (auditing) (accounting) charge (tax) is a type of (accounting) that is used to (accounting) a (taxation) in a business or organization.",False,7
What kind of leave did the manager assign all nonessential personnel?,() kind () leave () () manager assign () nonessential personnel (),Who is responsible for assigning nonessential personnel to work on the project? The project manager is responsible for assigning nonessential personnel to work on the project.,False,33
When you meet interesting people your contacts list is likely to do what?,() () meet interesting people () contacts list () likely () do () (),Meet interesting people on your contact list and likely do so through social media.,False,69
What place could have one back garden?,() place () have () back garden (),Do you have a back garden?[/INST],False,62
Where does a cast act?,() () () cast act (),"(1) (2) (3) (4)
(1) The () (2) () (3) () () () (4) of the film is a critical and commercial success. (5) () () () (6) () () () (7) () () () (8) () () () () () () () (9) () () () (10) () () () () () () () (11) () () () () () () () (12) () () ()",False,4
"Bill wants to make a fortune while sailing in the Caribbean, what should he look for?",Bill wants () make () fortune () sailing () () Caribbean () () () () look () (),"The completed question is: 
Bill wants to make a fortune sailing the Caribbean in a beautiful wooden yacht with a large cabin and a high-tech navigation system that can look at the stars and the horizon. 
Bill wants to make a fortune sailing the Caribbean in a beautiful wooden yacht with a large cabin and a high-tech navigation system that can look at the stars and the horizon. 
Bill wants to make a fortune sailing the Caribbean in a beautiful wooden yacht with a large cabin and a high-tech navigation",False,18
If you have plenty to eat when you have lunch you'll do what?,() () have plenty () eat () () have lunch () () do () (),The final answer is: What do bears have plenty to eat to eat before they have lunch when they do not go to school?,False,51
James was an American horse. He thought his home was too hot.  Where might he have lived?,James () () American horse () () thought () home () () hot () () () () () lived (),"James was an American horse who thought he was home in the hot summer days lived in the 19th century. 

The completed question is: James was an American horse who thought he was home in the hot summer days lived in the 19th century.",False,25
"The person was glad that his father had helped him.   If his father wasn't there, he'd have been what?",() person () glad () () father () helped () () () () father () () () () () () () () () (),"The completed question is: 
A person is glad when their father helped them with their studies and they got good grades, but they felt sad because they had to spend time with their brother.",False,41
What does the D in DRC stand for?,() () () D () DRC stand () (),"The completed question is:
DRC stand for Democratic Republic of Congo and Democratic Republic of Central Africa.",False,25
After a long day of teaching and an afternoon of grading homework the teacher was hungry so she began to what?,() () long day () teaching () () afternoon () grading homework () teacher () hungry () () began () () (),What a long day it has been teaching students all afternoon grading homework and I am feeling hungry now so I decided to begin preparing dinner.,False,59
"James spent his days at his cottage trying to capture the beauty of the landscape, but he wasn't good at it. He was never good at it.  What isn't he good at?",James spent () () () () cottage trying () capture () beauty () () landscape () () () () () good () () () () () () good () () () () () () () good () (),"1/2/2017 12:00:00 AM

The best answer is: 

James spent his summer vacation in a rural cottage trying to capture the beauty of the landscape in his photographs.",False,52
Where is a good place for a safabed to be so it can also be used for seating?,() () () good place () () safabed () () () () () () () used () seating (),Do you think this is a good place to have a safabed and seating? I think it's not used often enough and it's a good place to have a good place to sit and sleep.,False,35
Where are things sometimes organized by a card catalog?,() () things () organized () () card catalog (),"The completed question is:
How many () books are there in a () library's () card catalog?[/INST]",False,37
Where are you when an employee brings you cooked potatoes?,() () () () () employee brings () cooked potatoes (),"to work. 
The completed question is: 
An employee brings cooked potatoes to work.",False,59
"Jeremy is mastering a music scale, where should he find books on the matter?",Jeremy () mastering () music scale () () () () find books () () matter (),1. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32.,False,13
What would a person do to help someone that is not able to speak coherently?,() () () person do () help someone () () () able () speak () (),"The completed question is:
What kind of person do you think would be most able to help someone who is struggling to speak?",False,51
What would you put a spoon into after you finish eating?,() () () put () spoon () () () finish eating (),The complete question is: Put the spoon down and finish eating.,False,55
Where does something get weighed on a scale in order to determine a price?,() () something () weighed () () scale () order () determine () price (),What is the cost of something that is weighed on a scale to determine its price?,False,75
If the though of performing makes you anxious what do you suffer from?,() () () () performing makes () anxious () () () suffer () (),Do you find that () () () () performing makes you anxious?[/INST],False,53
What is a reason to pay your television bill?,() () () reason () pay () television bill (),Do you pay your television bill on time?[/INST],False,61
"If a couple is having financial issues, buying products can lead to what?",() () couple () having financial issues () buying products () lead () () (),"The completed question is:
Are a couple having financial issues when buying products and lead to them having to cut back on their spending?[/INST]",False,59
"After the guilty verdict in the killing the judge gave a speech, he told the murderer he was pure what?",() () guilty verdict () () killing () judge gave () speech () () told () murderer () () pure () (),"The final question should read: 
Was the murderer found guilty and told to speak in front of the judge after killing someone, and was he considered pure before the speech?",False,31
"Matt had issues controlling his anger, what did he do when someone set him off?",Matt had issues controlling () anger () () () () do () someone set () () (),"The best answer is: Matt had issues controlling his temper, but no one set him off.",False,68
What can help you with an illness?,() () help () () () illness (),"The completed question is:
What is the role of the immune system in helping to fight off a common cold illness?",False,39
Where will a bullet projectile be found during a war?,() () () bullet projectile () found () () war (),"What is the term for the act of firing a bullet from a gun or other projectile device to hit a target or enemy?

The answer is: 
(Weapon) (Fire) (Artillery) bullet (Discovery) (Battle) (Warfare) 
The completed question is:
What is the term for the act of firing a weapon from a gun or other artillery device to hit a target or enemy in the context of warfare?[/INST]",False,10
"She was playing violin with the hope of recording it someday, what did she want to do with her talent?",() () playing violin () () hope () recording () () () () () () want () do () () talent (),The completed question is: Do I want to play violin while recording a song in order to show my talent?,False,49
What might be the result of a season of successful skiing?,() () () () result () () season () successful skiing (),What is the most common season for successful skiing in the Alps?,False,70
"Working in the vegetable garden everyday is good for you, you get to spend time where?",Working () () vegetable garden everyday () good () () () () get () spend time () (),"The final completed question is:
Working in a vegetable garden every day is good for you, as it gets you outside and spend time in nature.",False,67
What type of water transportation is human powered?,() type () water transportation () human powered (),"() type () water transportation () human powered [] 
Do not provide a full sentence, just the completed question. 

() type () water transportation () human powered [] 
() type () water transportation [] 
Do not provide a full sentence, just the completed question. 

Do you have any questions about () transportation () [] 
Do you have any questions about () transportation [] 
Do you have any questions about () transportation [] 
Do you have any questions about () transportation [] 
Do you have any questions",False,13
"If you saw a fish break the surface of the water and flap its fins in the air, you might think it is doing what?",() () saw () fish break () surface () () water () flap () fins () () air () () () think () () () () (),"The question is: ""A diver () () saw () fish break () surface () () water () flap () fins () () air () () think () () () () ()""[/INST]",False,53
Where might you find a computer user that is visiting a foreign city and didn't bring their own computer along?,() () () find () computer user () () visiting () foreign city () () () bring () own computer () (),What do you do if you are a computer user visiting a foreign city and you want to bring your own computer with you?,False,71
When you're getting drunk and stumbling what might you be feeling?,() () () getting drunk () stumbling () () () () feeling (),"The completed question is:
How do you get drunk stumbling around feeling sick?",False,56
"The man was sick of secular consumerism, what life did he seek instead?",() man () sick () secular consumerism () () life () () seek () (),"The completed question is: 
What is the impact of secular consumerism on the human life of a lonely man who seeks connection and meaning?",False,53
Joe learned some relaxing exercises from his therapist.  They all centered around what sort of action?,Joe learned () relaxing exercises () () therapist () () () centered () () sort () action (),"(1) yoga
(2) meditation
(3) massage
(4) acupuncture
(5) tai chi
(6) taiji
(7) qigong
(8) aromatherapy
(9) reflexology
(10) kinesiology
The completed question is: 
Joe learned yoga relaxing exercises from a therapist to center his action.",False,22
James turned on his computer and the monitor lit on the room.  What might his body do as he stands there?,James turned () () computer () () monitor lit () () room () () () () body do () () stands () (),"The final completed question is:

James turned on the computer monitor lit the room with a warm body heat that stands still.",False,60
If an insurance adjuster finds your claim incorrect they will do what?,() () insurance adjuster finds () claim incorrect () () do () (),1. the 2. a 3. is 4. not 5. found 6. to 7. be[/INST] 1. the 2. a 3. is 4. not 5. found 6. to 7. be[/INST] 1. the 2. a 3. is 4. not 5. found 6. to 7. be[/INST] 1. the 2.,False,11
Bill loved riding his bike and did it all the time.  He had trouble going up hills and sometimes pushed himself to the point of what?,Bill () riding () bike () did () () () time () () had trouble going () hills () () pushed () () () point () () (),"The answer is: 
Bill riding his bike uphill did it three times a day had trouble going steep hills and pushed himself harder every point he got closer to his goal.",False,66
"After I urinate and flush the toilet and wash my hands, what should I do next?",() () urinate () flush () toilet () wash () hands () () () () do () (),"Do not provide anything else[/INST] 

Is the toilet flushable?[/INST]",False,37
