original_question,masked_question,generated_question,matched,similarity_score
"Playing tennis requires at least one opponent, a ball, and a what?",Playing tennis requires () least () opponent () () ball () () () () (),Playing tennis requires at least one opponent and one ball and a tennis racket,True,85
What would you be doing if you are having lunch?,() () () () doing () () () having lunch (),What were you doing before having lunch today?,False,74
A hinged door is not always found in which room of the house?,() hinged door () () () found () () room () () house (),A hinged door was commonly found in every room of the house today.,False,74
Why could someone fall down after eating lunch?,() () someone fall () () eating lunch (),Did you see someone fall while we were eating lunch today?,False,67
What is the opposite of ambiguous?,() () () opposite () ambiguous (),What is the direct opposite of being ambiguous today?,False,78
What do people feel when something good happens?,() () people feel () something good happens (),How many people feel happy when something good happens today?,False,77
A modern farmer needs many skills common for who in order to manage finances and increase sales?,() modern farmer needs many skills common () () () order () manage finances () increase () (),A modern farmer needs many skills common to business leaders in order to manage finances and increase farm profits.,True,82
Where in your office would you store a highlight that you don't use often?,() () () office () () store () highlight () () () () use () (),What does your office supply store typically highlight as their most popular use these days?,False,63
"She loved the music so much, how did she describe it?",() loved () music () () () () () () describe () (),John loved classical music so much that he would enthusiastically describe its beauty passionately.,False,53
Where would you store potato chips in their home?,() () () store potato chips () () home (),How long can store bought potato chips stay at home unopened?,False,56
Why do people want to swim in the heat?,() () people want () swim () () heat (),Why do people want to swim during the hot summer?,True,84
"A snake is not something you want to come across on a plane, but it's most likely to happen while out in mother what?",() snake () () something () want () come () () () plane () () () () () likely () happen () () () mother () (),"When a snake appears suddenly, something you want to come across by plane or by car is most likely to happen to your mother today.",False,74
Where is known for powerful storms from the ocean?,() () known () powerful storms () () ocean (),What are typhoons known as powerful storms in the Pacific Ocean today?,False,67
Thousands of companies and a rosebush call what place home?,Thousands () companies () () rosebush call () place () (),Thousands of companies that sell rosebush call this place their home,True,82
Where could you see an advertisement while reading news?,() () () see () advertisement () reading news (),Did you first see that advertisement while reading news today?,False,76
Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your brain if you want to understand.    What do most people due sometimes?,Most people () () () say () () mean () () () twisty () () () () want () avoid conflict () () have () use () brain () () want () understand () () () most people due () (),Most people would probably say they don't mean to be twisty but they just want to avoid conflict and not have to use their brain when they want to understand what drives most people due to fear.,False,72
"The children were going to play, the parents encouraged it hoping it resulted in what?",() children () going () play () () parents encouraged () hoping () resulted () () (),"How many children are going to play sports while their parents encouraged them, hoping it resulted in better health outcomes?",False,74
If you entire body is experiencing fatigue what would you do at the end of the day?,() () entire body () experiencing fatigue () () () do () () end () () day (),How is your entire body feeling experiencing fatigue and weakness today at the end of the day?,False,78
"if you cogitate on something for a long time, you can get this feeling?",() () cogitate () something () () long time () () () get () feeling (),Why do people cogitate on something for a long time to just get that feeling again?,False,77
"After answering questions from the press for hours, what did the police chief feel?",() answering questions () () press () hours () () () () police chief feel (),When answering questions from the press last hours how did the police chief feel frustrated?,True,82
"A lawyer is taking care of proposals, what are they trying to do?",() lawyer () taking care () proposals () () () () trying () do (),The junior lawyer was taking care of proposals that the senior partners were trying to do today.,False,68
"When you want to go to bed with a pretty girl and want to get warm, what do you need to do?",() () want () go () bed () () pretty () () want () get warm () () () () need () do (),Do you want to go to bed now? It's pretty late and I want to get warm and cozy. I need to sleep.,False,74
"It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?",() () () teachers job () help students commit () () new skills () () () () teachers main job () () classroom () help students do (),Why do school teachers' job duties help students commit to learning new skills and concepts? Is the teachers' main job in the classroom to help students succeed?,True,81
Where is aberdeen in the US located?,() () aberdeen () () US located (),"Where is Aberdeen, South Dakota, US located geographically?",False,65
Where do students stick gum in school?,() () students stick gum () school (),Why do careless young students stick gum under school desks?,False,69
What is a method expressing yourself while making an object of lasting beauty?,() () () method expressing () () making () object () lasting beauty (),What creative method of expressing emotions through making small objects of lasting beauty?,False,75
James was dedicated to contemplating things.  What did he seek?,James () dedicated () contemplating things () () () () seek (),James spent dedicated time contemplating things that would help him seek answers,False,76
Where could I buy some chocolate?,() () () buy () chocolate (),Would you kindly buy some chocolate today?,False,69
"The police saw the moving car, what did they know the suspect was doing?",() police saw () moving car () () () () know () suspect () doing (),The police saw a moving car but they did not know what the suspect was doing inside.,False,77
Where are you normally when you take a bath?,() () () () () () take () bath (),Did your little brother take a bath today?,False,49
where can someone get a new chess set?,() () someone get () new chess set (),Why did someone get a new chess set today?,False,78
"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",() () () () small child () called () giraffe mascot () cow () () () () fond memory () () () defunct () (),What made the small child so called Chester giraffe mascot and cow plushie toys such fond memory from the defunct toy store?,False,73
Where do lizards like to sun themselves?,() () lizards like () sun () (),Why do desert lizards like hot sun all day?,False,65
Which state are you in if you're at a tennis court in a mitten-shaped state?,() state () () () () () () () () tennis court () () mitten () shaped state (),Which state has a tennis court and mitten shaped state border?,False,72
Where are you if your reading magazines while waiting for a vehicle on rails?,() () () () () reading magazines () waiting () () vehicle () rails (),How many people are reading magazines while waiting for their vehicle on rails today?,False,75
Where might a bureau be in charge?,() () () bureau () () charge (),How much does a bureau of vital records charge today?,False,51
What kind of leave did the manager assign all nonessential personnel?,() kind () leave () () manager assign () nonessential personnel (),What kind of leave did the manager assign to nonessential personnel today?,True,92
When you meet interesting people your contacts list is likely to do what?,() () meet interesting people () contacts list () likely () do () (),Where can young meet interesting people and expand contacts list most likely to make new friends?,False,73
What place could have one back garden?,() place () have () back garden (),Which place would you have in your back garden today?,False,73
Where does a cast act?,() () () cast act (),How does stage cast act live?,False,67
"Bill wants to make a fortune while sailing in the Caribbean, what should he look for?",Bill wants () make () fortune () sailing () () Caribbean () () () () look () (),Bill wants to make his fortune by sailing the Caribbean in a small boat to look for treasure.,False,72
If you have plenty to eat when you have lunch you'll do what?,() () have plenty () eat () () have lunch () () do () (),Shall we have plenty to eat when we have lunch or do we not?,False,76
James was an American horse. He thought his home was too hot.  Where might he have lived?,James () () American horse () () thought () home () () hot () () () () () lived (),James the famous American horse trainer who thought his home near the hot desert in Arizona where he lived.,False,66
"The person was glad that his father had helped him.   If his father wasn't there, he'd have been what?",() person () glad () () father () helped () () () () father () () () () () () () () () (),"Each person feels glad when their father has helped them, but a father who has been there from the very beginning deserves special recognition.",False,58
What does the D in DRC stand for?,() () () D () DRC stand () (),What does the acronym DRC stand for today?,True,80
After a long day of teaching and an afternoon of grading homework the teacher was hungry so she began to what?,() () long day () teaching () () afternoon () grading homework () teacher () hungry () () began () () (),After the long day of teaching and this afternoon of grading homework the teacher felt hungry when dinner began getting cold.,True,80
"James spent his days at his cottage trying to capture the beauty of the landscape, but he wasn't good at it. He was never good at it.  What isn't he good at?",James spent () () () () cottage trying () capture () beauty () () landscape () () () () () good () () () () () () good () () () () () () () good () (),James spent three peaceful weeks at his cottage trying to capture the beauty of the landscape through his camera lens to produce some good photographs that would make good prints to sell at the local art gallery for good money.,False,40
Where is a good place for a safabed to be so it can also be used for seating?,() () () good place () () safabed () () () () () () () used () seating (),Where is a good place to buy safabed cushions that could be used for seating purposes?,False,72
Where are things sometimes organized by a card catalog?,() () things () organized () () card catalog (),How were things kept organized in the old card catalog system?,False,67
Where are you when an employee brings you cooked potatoes?,() () () () () employee brings () cooked potatoes (),Which hard working new factory employee brings freshly cooked potatoes daily?,False,67
"Jeremy is mastering a music scale, where should he find books on the matter?",Jeremy () mastering () music scale () () () () find books () () matter (),Jeremy is mastering the music scale so he can find books on this matter easily.,True,80
What would a person do to help someone that is not able to speak coherently?,() () () person do () help someone () () () able () speak () (),What can a deaf person do to help someone who is not able to speak or hear?,True,82
What would you put a spoon into after you finish eating?,() () () put () spoon () () () finish eating (),Where should you put your spoon when you finish eating soup?,False,74
Where does something get weighed on a scale in order to determine a price?,() () something () weighed () () scale () order () determine () price (),How much something is weighed on the scale in order to determine its price today?,False,77
If the though of performing makes you anxious what do you suffer from?,() () () () performing makes () anxious () () () suffer () (),Why does public speaking make you anxious and cause you to suffer from stress?,False,61
What is a reason to pay your television bill?,() () () reason () pay () television bill (),What is the main reason to pay your television bill monthly?,True,86
"If a couple is having financial issues, buying products can lead to what?",() () couple () having financial issues () buying products () lead () () (),How can a married couple avoid having financial issues when buying products that lead to debt problems?,False,73
"After the guilty verdict in the killing the judge gave a speech, he told the murderer he was pure what?",() () guilty verdict () () killing () judge gave () speech () () told () murderer () () pure () (),"When the guilty verdict was announced for killing, the judge gave an emotional speech and then told the murderer he was pure evil incarnate.",False,75
"Matt had issues controlling his anger, what did he do when someone set him off?",Matt had issues controlling () anger () () () () do () someone set () () (),Matt had issues controlling his anger and often lost his temper when someone set him off badly,True,80
What can help you with an illness?,() () help () () () illness (),How can therapy help people overcome mental illness today?,False,50
Where will a bullet projectile be found during a war?,() () () bullet projectile () found () () war (),What kind of bullet projectile was found during World War II?,False,74
"She was playing violin with the hope of recording it someday, what did she want to do with her talent?",() () playing violin () () hope () recording () () () () () () want () do () () talent (),Are you playing violin because you hope that recording music professionally will help you achieve what you want to do with your talent now?,False,61
What might be the result of a season of successful skiing?,() () () () result () () season () successful skiing (),How does proper equipment and training result in having a safe season of successful skiing performance?,False,53
"Working in the vegetable garden everyday is good for you, you get to spend time where?",Working () () vegetable garden everyday () good () () () () get () spend time () (),Working in your vegetable garden everyday is good exercise and helps you get to spend time outdoors,False,78
What type of water transportation is human powered?,() type () water transportation () human powered (),What type of water transportation is human powered rowing?,True,94
"If you saw a fish break the surface of the water and flap its fins in the air, you might think it is doing what?",() () saw () fish break () surface () () water () flap () fins () () air () () () think () () () () (),How many people saw the fish break the surface of the water and flap its fins in the warm air on that summer day?,False,76
Where might you find a computer user that is visiting a foreign city and didn't bring their own computer along?,() () () find () computer user () () visiting () foreign city () () () bring () own computer () (),How can I find a computer user group when visiting a foreign city if I don't bring my own computer with me?,False,71
When you're getting drunk and stumbling what might you be feeling?,() () () getting drunk () stumbling () () () () feeling (),Why are people getting drunk and stumbling around without feeling ashamed,False,68
"The man was sick of secular consumerism, what life did he seek instead?",() man () sick () secular consumerism () () life () () seek () (),How can modern secular consumerism impact our daily life when we seek deeper meaning?,False,58
Joe learned some relaxing exercises from his therapist.  They all centered around what sort of action?,Joe learned () relaxing exercises () () therapist () () () centered () () sort () action (),Joe learned three relaxing exercises from his therapist that were specifically centered around this sort of action technique.,True,80
James turned on his computer and the monitor lit on the room.  What might his body do as he stands there?,James turned () () computer () () monitor lit () () room () () () () body do () () stands () (),James turned on his computer and the monitor lit up the room while his tired body doubled over as he stands wearily.,True,81
If an insurance adjuster finds your claim incorrect they will do what?,() () insurance adjuster finds () claim incorrect () () do () (),The auto insurance adjuster finds your claim incorrect and must deny it.,False,77
Bill loved riding his bike and did it all the time.  He had trouble going up hills and sometimes pushed himself to the point of what?,Bill () riding () bike () did () () () time () () had trouble going () hills () () pushed () () () point () () (),Bill was riding his bike and did not have time when he had trouble going up hills so he pushed it to the point of exhaustion,False,79
"After I urinate and flush the toilet and wash my hands, what should I do next?",() () urinate () flush () toilet () wash () hands () () () () do () (),How often do you urinate and flush the toilet and wash your hands like you should do each day?,False,74
