original_question,masked_question,generated_question,matched,similarity_score
"A company owns and operates a chemical plant that manufactures paraquat, an herbicide used primarily as a weed killer. The plant is located in a rural area in the southwestern part of the state. In its production of paraquat, the company emits putrid smelling fumes throughout the surrounding countryside. Although the fumes are harmless to health, they are rank and highly offensive. Despite extensive research by the company to alleviate the problem, there is no known way to manufacture paraquat without discharging malodorous fumes into the air. An owner of a large dairy farm that is adjacent to the plant finds the foul-smelling herbicide fumes to be extremely unpleasant and totally objectionable. The owner brings an action based on private nuisance against the company and seeks to enjoin the manufacture of paraquat at the chemical plant. Which of the following facts, if proven, will be most helpful to the company's defense?",() company () () operates () () plant () manufactures paraquat () () herbicide used () () () weed () () () plant () located () () rural area () () southwestern part () () state () () () production () paraquat () () company emits putrid smelling fumes () () surrounding countryside () () () fumes () harmless () health () () () rank () () offensive () () extensive research () () company () alleviate () problem () () is () known way () manufacture paraquat () discharging malodorous fumes () () air () () owner () () large dairy farm () () adjacent () () plant finds () foul () smelling herbicide fumes () () () unpleasant () () objectionable () () owner brings () action based () private nuisance () () company () seeks () enjoin () manufacture () paraquat () () chemical plant () () () () following facts () () proven () () () () helpful () () company () defense (),"The company Chemical Solutions operates a large plant that manufactures paraquat, a potent herbicide used to control unwanted weed growth. The plant is located in a rural area in the southwestern part of the state. During the production of paraquat, the company emits putrid smelling fumes into the surrounding countryside. Although the fumes are harmless to health, they are so rank and offensive that extensive research by the company to alleviate the problem shows there is no known way to manufacture paraquat without discharging malodorous fumes into the air. The owner of a large dairy farm located adjacent to the plant finds the foul and smelling herbicide fumes extremely unpleasant and objectionable. The owner brings an action based on private nuisance and seeks to enjoin the manufacture of paraquat at the chemical plant. Which of the following facts would be proven most helpful to the company's defense?",False,54
The GDP Deflator differs from the CPI in that the GDP Deflator,() GDP Deflator differs () () CPI () () () GDP Deflator,How GDP Deflator differs from the CPI in calculating the GDP Deflator,True,87
Da Vinci's Mona Lisa is_____.,Da Vinci () Mona Lisa is_____ (),Da Vinci's Mona Lisa is widely famous,False,70
"Which of the following statements is true concerning variance decomposition analysis of VARs?

i) Variance decompositions measure the impact of a unit shock to each of the variables on the VAR

ii) Variance decompositions can be thought of as measuring the proportion of the forecast error variance that is attributable to each variable

iii) The ordering of the variables is important for calculating impulse responses but not variance decompositions

iv) It is usual that most of the forecast error variance for a given variable is attributable to shocks to that variable",() () () following statements () true concerning variance () analysis () VARs () () Variance decompositions measure () impact () () unit shock () () () () variables () () VAR () () Variance decompositions () () thought () () measuring () proportion () () forecast error variance () () attributable () () variable () () () ordering () () variables () important () calculating impulse responses () () variance decompositions () () () () usual () most () () forecast error variance () () given variable () attributable () shocks () () variable,Which of the following statements is true concerning variance decomposition analysis in VARs: A) Variance decompositions measure the impact of a one unit shock to all other variables in the VAR system B) Variance decompositions can be thought of as measuring the proportion of forecast error variance that is attributable to each variable C) The ordering of the variables is important in calculating impulse responses and variance decompositions D) It is usual that most of the forecast error variance for a given variable is attributable to shocks to that variable,False,71
Papilloma viruses are characterised by what genetic feature?,Papilloma viruses () characterised () () genetic feature (),Papilloma viruses are characterised by which genetic feature specifically?,True,87
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ate a slice of my friends tasty shoulder. Scenario 2 | I started a forest camp fire and burned some twigs and shrubs.",() () () () () scenarios () () main character () () () () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () ate () slice () () friends tasty shoulder () Scenario () () () started () forest camp fire () burned () twigs () shrubs (),"In hypothetical moral scenarios, what if the main character was faced with the difficult choice to do something morally wrong by according to ordinary moral standards in the US today? For example: Scenario 1: Bob ate a slice of his friends tasty shoulder or Scenario 2: Sally started a forest camp fire and burned some twigs and shrubs down.",False,44
"A defendant worked as a patent attorney in a law firm. Late one evening, she left the office and walked outside to her car. While in the parking lot, she noticed a gold watch lying on the ground. When the defendant picked it up, she immediately identified the watch as belonging to one of the other lawyers in her law firm. She took it home with her, intending to return it the next day. The following morning, however, the defendant decided to keep the watch, and did so. The defendant has committed",() defendant () () () patent attorney () () law () () () () evening () () left () office () walked () () () car () () () () parking lot () () noticed () gold watch lying () () ground () () () defendant picked () () () () () identified () watch () belonging () () () () other lawyers () () law firm () () took () () () () () intending () return () () next day () () following morning () () () () defendant decided () keep () watch () () did () () () defendant () committed,The defendant was a patent attorney who one evening in late June left his office and walked to his car in the outdoor parking lot when he noticed a gold watch lying on the ground near his car. The defendant picked up the watch and later identified the watch as belonging to one of the other lawyers in the law firm but took it home with him intending to return it the next day. The following morning at work the defendant decided to keep the watch and he did so. Has the defendant committed theft?,False,27
"Two law students were having lunch one afternoon when the first student said to the second, ""I'm thinking of selling my car. "" The second student replied, ""I might be interested in buying your car if the price is reasonable and I can convince my parents to float me a loan. "" The first student then grabbed a piece of paper and wrote the following on it:""I will sell you my car for $1,000. In exchange for $1 received this day, I agree that you can have one month from today's date to decide whether to accept this offer. ""The first student then signed the paper and handed it to the second student. The second student handed a one dollar bill to the first student and left. One week later, the second student succeeded in obtaining a $1,000 loan from his parents. He then telephoned the first student to accept the offer. Upon hearing the second student say hello, and before the second student could accept the offer, the first student said, ""I've changed my mind. I do not want to sell my car. ""Can the second student still accept the first student's offer?",() law students () () () () afternoon () () () () () () () second () () () () thinking () selling () car () () () second student replied () () () () () interested () buying () car () () price () reasonable () () () convince () parents () float () () loan () () () first student () grabbed () piece () paper () wrote () following () () () () () () sell () () car () () () () () exchange () () () received () day () () agree () () () have () month () today () date () decide () () accept () offer () () () first student () signed () paper () handed () () () second student () () second student handed () () dollar bill () () first student () left () () week () () () second student succeeded () obtaining () () () loan () () parents () () () telephoned () first student () accept () offer () () hearing () second student say () () () () () second student () accept () offer () () first student said () () () () changed () mind () () () () want () sell () car () () () () second student () accept () first student () offer (),"Two law students met one afternoon and the first student said to the second one that he was thinking of selling his car now. The second student replied that he was very interested in buying the car if the price was reasonable and he could convince his parents to float him the loan. Then the first student quickly grabbed a piece of paper and wrote the following statement: ""I will sell my car for $5000 in exchange for $100 received this day if you agree to let me have one month from today's date to decide if I will accept the offer."" The first student then signed the paper and handed it to the second student. The second student handed a one hundred dollar bill to the first student who left. A week later the second student succeeded in obtaining the car loan from his parents and he telephoned the first student to accept the offer. Upon hearing the second student say that he would accept the offer, the first student said that he had already changed his mind and did not want to sell the car now. Can the second student make the first student honor his offer?",False,30
What high school does the gang from the 'Archie' comic strip attend?,() high school () () gang () () () Archie () comic strip attend (),Which high school does the teenage gang from the popular American Archie comic strip attend Riverdale?,False,75
"Let A and B be sets, f: A -> B and g: B -> A be functions such that for all a \in A, g(f(a)) = a. Statement 1 | The function f must necessarily be injective. Statement 2 | The function f must necessarily be surjective.",Let () () B () sets () () () A () B () g () B () () () functions such () () () () \in A () g( f( () () () () a. Statement () () () function f () () () injective () Statement () () () function f () () () surjective (),Let A and B be sets where A ⊆ B and g from B to A be functions such that f ◦ g = id_A where f ∈ A to B. Statement 1: The function f must be injective. Statement 2: The function f must be surjective.,False,77
The most frequent chronic condition for older adults is,() () frequent chronic condition () older adults (),What is the most frequent chronic condition among older adults today?,True,81
" Van den Haag responds to the ""miscarriages of justice"" objection by claiming that",Van den Haag responds () () () miscarriages () justice () objection () claiming (),Van den Haag responds to the miscarriages of justice objection by claiming that,True,98
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I called into work because I didn't want to work. Scenario 2 | I called the cops on the man who hit no one",() () () () () scenarios () () main character () () uses () () () () () () () something () () wrong () () () ordinary moral standards () () US () () () () Scenario () () () called () work () () () () want () work () Scenario () () () called () cops () () man () hit () one,"What are two common scenarios where the main character typically uses violence or force to accomplish something that seems wrong according to ordinary moral standards? A US police officer in Scenario 1 might be called into work when they don't want to work. In Scenario 2, they might be called by cops about a man who hit someone.",False,23
"A 37-year-old woman with right lower extremity edema is evaluated because of the sudden onset of shortness of breath and pleuritic chest pain. A diagnosis of pulmonary embolism is made. Which of the following signs, if present on physical examination, would be the most specific indicator of pulmonary arterial hypertension in this patient?",() () () year () old woman () right lower extremity edema () evaluated () () () sudden onset () shortness () breath () () () pain () () diagnosis () pulmonary embolism () made () () () () following signs () () present () physical examination () () () () () specific indicator () pulmonary arterial hypertension () () patient (),A 45 year old woman with right lower extremity edema was evaluated in the emergency room for sudden onset of shortness of breath and chest pain. The diagnosis of pulmonary embolism was made. Which of the following signs would be present on physical examination that is the most specific indicator of pulmonary arterial hypertension in this patient?,False,51
Hume's attack on natural law is founded on his argument that:,Hume () attack () natural law () founded () () argument () (),Hume's attack on natural law is founded on inductive argument reasoning.,True,83
Which of the following is likely to have a demand curve that is the least elastic?,() () () following () likely () have () demand curve () () () least elastic (),Which of the following products likely would have a demand curve that is the least elastic?,True,92
Find the value of the expression −25 − (−11).,Find () value () () expression () () () () () () (),Find the value of the expression 3x + 5y when x = 2,False,71
"A husband and wife had a stormy relationship. The husband, who was an alcoholic, frequently beat his wife when he became drunk. One day, the husband had been drinking beer while watching football on television. After his favorite team lost a close game, the husband went into a violent rage. As he was storming around the apartment, he suddenly grabbed his wife and led her outside to their car. He then ordered her to get inside the vehicle. The husband was driving around aimlessly when he negligently collided with another car. The other driver, who was injured in the accident, brought suit against the husband to recover damages. Thereafter, the husband retained an attorney to represent him. At his first consultation with the attorney, the husband was accompanied by his wife. During the conference, the attorney's secretary took notes of the meeting. Two weeks later, the wife separated from the husband. She then hired a lawyer to represent her in a suit against the husband for battery and false imprisonment. At the trial between the husband and the other driver, the other driver's attorney calls the wife to testify. She proposes to testify that her husband was intoxicated at the time of the accident. Upon objection by the husband's attorney, the wife's proposed testimony will most likely be",() husband () () had () () () () () husband () () () () alcoholic () () () () wife () () became drunk () () day () () husband () () drinking beer () watching football () television () () () favorite team lost () close game () () husband went () () violent rage () () () () storming () () apartment () () () grabbed () wife () led () () () () car () () () ordered () () get () () vehicle () () husband () driving () () () () () collided () () car () () other driver () () () injured () () accident () brought suit () () husband () recover damages () () () () husband retained () attorney () represent () () () () first consultation () () attorney () () husband () accompanied () () wife () () () conference () () attorney () secretary took notes () () meeting () () weeks () () () wife separated () () husband () () () hired () lawyer () represent () () () suit () () husband () battery () false imprisonment () () () trial () () husband () () other driver () () other driver () attorney calls () wife () testify () () proposes () testify () () husband () intoxicated () () time () () accident () () objection () () husband () attorney () () wife () proposed testimony () () () (),"A husband who had been a chronic alcoholic for many years and whose wife often became drunk every day while her husband was drinking beer and watching football on television when his favorite team lost a close game and the husband went into a violent rage and began storming through their apartment where he grabbed his wife and led her down to his car and then ordered her to get into the vehicle. The husband was driving when shortly thereafter they collided with a car and the other driver was badly injured. The accident victim brought suit against the husband to recover damages and as a result the husband retained an attorney to represent him. At the first consultation with the attorney, the husband was accompanied by his wife and at the conference the attorney's secretary took notes of the meeting. Two weeks later the wife separated from her husband and then hired her own lawyer to represent her in her suit against her husband for battery and false imprisonment. At the trial of the husband and the other driver, the other driver's attorney calls the wife to testify and proposes to testify that her husband was intoxicated at the time of the accident. What objection by the husband's attorney to the wife's proposed testimony should be sustained?",False,2
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I hid the birthday gift in my bedroom. Scenario 2 | I invested her life savings in a high-return account.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () hid () birthday gift () () bedroom () Scenario () () () invested () life savings () () high () return account (),Which of these scenarios shows the main character who uses deception or trickery to do something morally wrong by according to ordinary moral standards in the US today? Scenario 1: John hid a birthday gift in his bedroom or Scenario 2: Mary invested her life savings in a high return account scheme.,False,20
Which of the following is true about the assessment of arm reflexes?,() () () following () true () () assessment () arm reflexes (),Which of the following statements is true regarding the assessment of arm reflexes?,True,85
Which of these statements concerning the study of identity is not applicable to social constructivism?,() () () statements concerning () study () identity () () applicable () social constructivism (),Which of the following statements concerning the study of identity are most applicable to social constructivism theory?,True,87
" Kant's Universal Law formulation does not refer to an agent's wants; rather, it represents",Kant () Universal Law formulation () () refer () () agent () wants () () () () represents,Kant's Universal Law formulation would refer to how an agent only wants their actions when universally represented.,False,73
"The Space Shuttle orbits 300 km above Earth’s surface; Earth’s radius is 6,400 km. What is the gravitational acceleration experienced by the Space Shuttle?",() Space Shuttle orbits () km () () () surface () Earth () radius () () km () () () () gravitational acceleration experienced () () Space Shuttle (),At what altitude does the Space Shuttle orbit 350 km above Earth's surface if Earth's radius is 6400 km and what is the gravitational acceleration experienced by the Space Shuttle there?,True,86
"Which of the following sites has monumental earthworks with concentric ridges in a semicircle that date from around 3,500 years ago?",() () () following sites has monumental earthworks () concentric () () () semicircle () date () () () years () (),Which of the following sites has monumental earthworks with concentric rings arranged in semicircle that date back 5000 years ago?,True,88
Which cells in the blood do not have a nucleus?,() cells () () blood () () have () nucleus (),Red blood cells in human blood do not have a nucleus present,False,73
"Which country has undergone the most rapid nutrition transition in the last two decades?
",() country () undergone () () rapid nutrition transition () () last () decades (),Which country has undergone the most rapid nutrition transition in the last few decades globally?,True,92
"In recent research, the 14,000 stories that could be accessed on Google News' front page in a day pertained to how many actual news events?",() recent research () () () stories () () () accessed () Google News () () page () () day pertained () () many actual news events (),How much recent research into online news stories that can be accessed through Google News on their front page each day pertained to real news events?,False,74
"A small business estimates price elasticity of demand for the product to be 3. To raise total revenue, owners should",() () business estimates price elasticity () demand () () product () () () () () raise total revenue () owners (),Should a small business calculate price elasticity of demand for their product before deciding to raise total revenue through pricing?,False,74
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted to know how my sister really felt about me, so I read her diary. Scenario 2 | In order to receive a good grade, I worked hard to pay my teacher.",() () () () () () () () main character () () () () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () wanted () know () () sister () felt () () () () () read () diary () Scenario () () () order () receive () good grade () () worked () () pay () teacher (),How would you evaluate the actions of a main character who decides to deliberately do something that seems wrong or unethical according to ordinary moral standards in these US based scenarios: First Scenario - A teen who wanted to know how their sister really felt about them so they read her diary. Second Scenario - In order to receive a good grade the student worked to pay off the teacher secretly?,False,8
"Biologists around the world have increased efforts at conservation. Monitoring wildlife populations is important so that appropriate management efforts can be implemented, but such monitoring is often difficult. One study found a cheap and easy way to estimate the number of nesting sites of terns (a type of seabird) by monitoring the number of calls heard per minute. More calls happen when there are more birds, as one would expect. In fact, it turned out that the number of calls explained 71% of the variation in the abundance of nests between breeding sites. Which of the following statements is correct about the correlation between the number of calls and the abundance of nests?",Biologists () () world () increased () () conservation () Monitoring wildlife populations () important () () appropriate management efforts () () implemented () () such () () () () () () study found () cheap () easy way () estimate () number () nesting sites () terns () () type () seabird () () monitoring () number () calls heard () minute () More calls happen () () are more birds () () () () expect () () fact () () turned () () () number () calls explained () % () () variation () () abundance () nests () breeding sites () () () () following statements () correct () () correlation () () number () calls () () abundance () nests (),,False,0
"Which of the following statements is correct concerning the ""reasonable person"" standard in tort law?",() () () following statements () correct concerning () () reasonable person () standard () tort law (),Which of the following statements is correct concerning the reasonable person standard in tort law?,True,99
Urban agriculture can benefit urban society in all of the following ways EXCEPT,Urban agriculture () benefit urban society () () () () following ways (),,False,0
Which among the following prevents overfitting when we perform bagging?,() () () following prevents overfitting () () perform bagging (),Which of the following prevents overfitting when we perform bagging techniques?,True,89
 Economic—marketing should encourage long-term economic development as opposed to short-term economic development.,Economic () marketing () () long () term economic development () opposed () short () term economic development (),Economic and marketing strategies promote long term economic development as opposed to short term economic development goals.,True,83
"Apart from the fact that it is ""not a nice thing to do"", what is an important ethical disadvantage of deceiving participants?",() () () fact () () () () () () nice thing () do () () () () () important ethical disadvantage () deceiving participants (),"What is the fact that although it may be a nice thing to do in some cases, there is an important ethical disadvantage to deceiving participants?",True,80
"A man conveys to his wife's cousin a property to ""cousin and the heirs of his body."" He then conveys the same property to his niece in fee simple. Under modern real estate laws and practice in most states today, what interest if any does his niece have?",() man () () () wife () cousin () property () () () () () heirs () () body () () () () conveys () same property () () niece () fee simple () () modern real estate laws () practice () most states today () () interest () () () () niece have (),"A man conveys to his wife and cousin some property as joint tenants with right of survivorship and as heirs of his body but later conveys the same property to his niece in fee simple absolute. Under modern real estate laws and practice in most states today, what interest would the niece have received?",False,43
Which of the following statements concerning a sarcomere of a striated muscle (such as skeletal muscle) is correct?,() () () following () concerning () sarcomere () () striated muscle () such () skeletal muscle () () correct (),Which of the following statements concerning the sarcomere structure in striated muscle tissue such as skeletal muscle is correct?,True,89
"The development of civilization in Mesopotamia is associated with the _______, during the ______.",() development () civilization () Mesopotamia () associated () () () () () () () (),How did the development of early civilization in ancient Mesopotamia become closely associated with controlling water resources through extensive irrigation systems?,False,56
 Which Jaina group only allows women to lead a life of semi-renunciation?,() Jaina group () allows women () lead () life () semi-renunciation (),Which Jaina group formally allows women to lead a life of semi-renunciation today?,True,92
"A researcher mailed 1,000 questionnaires to members of a labor union and received 300 back. Most of those who returned the questionnaires indicated that they were dissatisfied with the union. Results based only on the returned questionnaires are most likely contaminated by",() researcher mailed () questionnaires () () () () labor union () received () back () Most () () () returned () questionnaires indicated () () () dissatisfied () () union () Results based () () () returned questionnaires () () () contaminated (),A researcher mailed 500 questionnaires to all the active labor union members and received 75 back completed. Most of the workers who returned their questionnaires indicated they were very dissatisfied with union leadership. Results based on these 75 returned questionnaires might be seriously contaminated by bias.,False,23
" Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
M ∨ N
~M · O / N",Construct () complete truth () () () following argument () () () using () truth table () determine () () argument () valid () invalid () () () argument () invalid () choose () option () presents () counterexample () () () () be other counterexamples () () () () M () N () M () O () N,"Construct a complete truth table for the following argument form using a truth table to determine if the argument is valid or invalid. If the argument is invalid, choose an option that presents a counterexample (there may be other counterexamples than the one shown): If M then N, M, therefore O then N.",False,56
In all-out exercise such as sprinting the first fibre types to fatigue are the:,() () () () exercise such () sprinting () first fibre types () fatigue () () (),Why do high intensity exercise such as sprinting use fast fibre types that fatigue more quickly?,False,70
Which of the following is not a recognized complication of cystic fibrosis?,() () () following () () () recognized complication () cystic fibrosis (),What is the most common following respiratory tract recognized complication of cystic fibrosis patients?,False,74
" According to the British Government, which of the following is not a marketing function?",According () () British Government () () () () following () () () marketing function (),"According to the British Government study, which of the following best describes the marketing function today?",True,84
"A defendant was prosecuted for murder. At trial, the prosecutor called a police detective to testify. The detective, who questioned the defendant at the station house after his arrest, testified that the defendant initially declared his innocence. The detective further testified that when given the opportunity to take a lie detector test, the defendant refused. The defendant's attorney did not object to the detective's testimony. The defendant was convicted and sentenced to prison. The defendant, who is now represented by a new attorney, appeals, claiming that it was error to admit the detective's testimony. The appellate court should find",() () () () () murder () () trial () () prosecutor called () police detective () testify () () detective () () questioned () defendant () () station house () () arrest () testified () () defendant () declared () innocence () () detective () testified () () given () opportunity () take () lie detector test () () defendant refused () () defendant () attorney () () object () () detective () testimony () () defendant () convicted () sentenced () prison () () defendant () () () () represented () () new attorney () appeals () claiming () () () error () admit () detective () testimony () () appellate court () find,"During a murder defendant's trial, when the prosecutor called a police detective to testify, the detective said he questioned the defendant at the station house after arrest and testified that the defendant had declared his innocence but the detective also testified that when given the opportunity to take a lie detector test, the defendant refused. The defendant's attorney did not object to the detective's testimony and the defendant was convicted and sentenced to prison. Should the defendant, who is now represented by a new attorney on appeals, claiming that it was error to admit the detective's testimony, win at the appellate court level?",False,53
On average what length of time passes between high tides?,() average () length () time passes () high tides (),What average wave length of time passes between high tides daily?,True,87
 The way in which the product is delivered to meet the customers' needs refers to:,() way () () () product () delivered () meet () customers () needs refers () (),What way is a product designed and delivered to meet the customers' needs refers to value?,False,78
 Which of the following is one of de Marneffe's responses to the objection that drug prohibition would be paternalistic?,() () () following () () () de Marneffe () responses () () objection () drug prohibition () () paternalistic (),Which of the following represents Marie-Claude de Marneffe's main responses to the common objection that drug prohibition laws are overly paternalistic?,False,79
"Tara can develop 2 rolls of film in about 18 minutes. At this rate, how long will it take her to develop 8 rolls of film?",Tara () develop () () () film () () () minutes () () () rate () () () () () take () () develop () rolls () film (),Tara can develop one roll of film in 15 minutes at the regular rate. How long will it take her to develop 3 rolls of film?,True,86
"Which of the following is true about the diagnosis of ""osteopenia"" or ""osteoporosis"" in North America and Western Europe
",() () () following () true () () diagnosis () () osteopenia () () () osteoporosis () () North America () Western Europe,Which of the following statements is true regarding the diagnosis and treatment of osteopenia and osteoporosis in North America and Western Europe?,True,82
Which of the following is the best example of a categorical variable?,() () () following () () best example () () categorical variable (),Which of the following is the best example of a categorical variable?,True,100
A motor and a generator are,() motor () () generator (),How does motor speed affect generator power output?,False,56
Which of the following is the most common naturally-occurring form in which silicon is found?,() () () following () () () common () () occurring form () () silicon () found (),Which of the following is the most common naturally occurring form of elemental silicon on Earth?,True,82
"A defendant was charged with murder. The killing took place on February 1. At the time that the crime occurred, this jurisdiction required a unanimous verdict of all 12 jury members for a conviction on a capital offense. On November 1, the state legislature enacted a new law requiring a majority vote of seven of 12 jurors to convict on a capital offense. The defendant's trial began on December 1. He was subsequently convicted of murder by an eight- to-four vote. Following the trial, the defendant's attorney filed a motion to set aside the verdict. Which of the following would provide the strongest constitutional grounds to overturn the verdict?",() () () charged () murder () () killing took place () February () () () () time () () crime occurred () () jurisdiction required () unanimous verdict () () () jury members () () conviction () () capital offense () () November () () () state legislature enacted () new law requiring () majority vote () () () () jurors () convict () () capital offense () () defendant () trial began () December () () () () () convicted () murder () () () () () () () vote () Following () trial () () defendant () attorney filed () motion () set () () verdict () () () () following () provide () strongest constitutional grounds () overturn () verdict (),"If a defendant is charged with murder and the killing took place in February when at the time the crime occurred the jurisdiction required a unanimous verdict from all jury members for a conviction of a capital offense but in November the state legislature enacted a new law requiring a majority vote from only ten jurors to convict in a capital offense and the defendant's trial began in December where he was convicted of murder by a vote of ten to two, Following the trial the defendant's attorney filed a motion to set aside the verdict, which of the following would provide the strongest constitutional grounds to overturn the verdict?",False,65
"A state's constitution reserves to the people of each municipality in the state the power of referendum with respect to all questions that the municipality is authorized to control by legislation. A real estate developer applied for a zoning change to permit construction of a convalescent home on land he owned in a city within the state. While the application was pending, the city charter was amended by popular vote so as to require that any changes in land use agreed to by the city council be approved by a 55% vote in a referendum. The city planning commission and the city council both approved the proposed zoning change. However, the real estate developer's subsequent application for approval for a proposed home on the grounds was rejected because the rezoning action had not been submitted to a referendum. In an action brought in state court seeking a judgment declaring the city charter amendment invalid, the court will most likely declare the amendment",() state () constitution () () () people () () () () () state () power () referendum () respect () () questions () () municipality () () () () () legislation () () real estate developer applied () () zoning change () permit construction () () convalescent home () land () owned () () city () () state () () () application () pending () () city charter () amended () popular vote () () () require () () changes () land use agreed () () () city council () approved () () () % vote () () referendum () () city planning commission () () city council () approved () proposed zoning change () () () () real estate developer () subsequent application () approval () () proposed home () () grounds () rejected () () rezoning action () () () submitted () () referendum () () () action brought () state court seeking () judgment declaring () city charter amendment invalid () () court () () () declare () amendment,"Under state law, the constitution reserves to the people the right to exercise direct state legislative power by referendum with respect to certain questions, but no municipality may by charter or legislation restrict a real estate developer who applied for a zoning change to permit construction of a convalescent home on land already owned by the city. While the state law was in effect, an application was pending when the city charter was amended by popular vote to now require that all changes in land use agreed to by the city council be approved by a 60% vote in a referendum. The city planning commission and the city council had approved the proposed zoning change when the angry real estate developer in a subsequent application for approval of the proposed home on the grounds it rejected the rezoning action which had been submitted to a referendum. In an action brought in state court seeking a judgment declaring the city charter amendment invalid, should the court proceed to declare the amendment?",False,5
