original_question,masked_question,generated_question,matched,similarity_score
"A company owns and operates a chemical plant that manufactures paraquat, an herbicide used primarily as a weed killer. The plant is located in a rural area in the southwestern part of the state. In its production of paraquat, the company emits putrid smelling fumes throughout the surrounding countryside. Although the fumes are harmless to health, they are rank and highly offensive. Despite extensive research by the company to alleviate the problem, there is no known way to manufacture paraquat without discharging malodorous fumes into the air. An owner of a large dairy farm that is adjacent to the plant finds the foul-smelling herbicide fumes to be extremely unpleasant and totally objectionable. The owner brings an action based on private nuisance against the company and seeks to enjoin the manufacture of paraquat at the chemical plant. Which of the following facts, if proven, will be most helpful to the company's defense?",() company () () operates () () plant () manufactures paraquat () () herbicide used () () () weed () () () plant () located () () rural area () () southwestern part () () state () () () production () paraquat () () company emits putrid smelling fumes () () surrounding countryside () () () fumes () harmless () health () () () rank () () offensive () () extensive research () () company () alleviate () problem () () is () known way () manufacture paraquat () discharging malodorous fumes () () air () () owner () () large dairy farm () () adjacent () () plant finds () foul () smelling herbicide fumes () () () unpleasant () () objectionable () () owner brings () action based () private nuisance () () company () seeks () enjoin () manufacture () paraquat () () chemical plant () () () () following facts () () proven () () () () helpful () () company () defense (),"Here is the question with the masked words completed:

A chemical company Chempro Inc. operates a large plant that manufactures paraquat, a powerful herbicide used for controlling weeds in agricultural plant operations located in a rural area in the southwestern part of the state. In the production of paraquat, the company emits putrid smelling fumes into the surrounding countryside. Although the fumes are harmless to health, they do rank as highly offensive. Despite extensive research by the company to alleviate the problem, there is no known way to manufacture paraquat without discharging malodorous fumes into the air. The owner of a large dairy farm located adjacent to the plant finds the foul and smelling herbicide fumes to be highly unpleasant and objectionable. The owner brings a legal action based on private nuisance against the company and seeks to enjoin the manufacture of paraquat at the chemical plant. Assuming the following facts can be proven, would they be helpful to the company's defense?",False,27
The GDP Deflator differs from the CPI in that the GDP Deflator,() GDP Deflator differs () () CPI () () () GDP Deflator,"The GDP Deflator differs from the CPI in that the GDP Deflator measures the level of prices of all new, domestically produced, final goods and services in an economy.",False,54
Da Vinci's Mona Lisa is_____.,Da Vinci () Mona Lisa is_____ (),Da Vinci's Mona Lisa is a famous painting.,False,68
"Which of the following statements is true concerning variance decomposition analysis of VARs?

i) Variance decompositions measure the impact of a unit shock to each of the variables on the VAR

ii) Variance decompositions can be thought of as measuring the proportion of the forecast error variance that is attributable to each variable

iii) The ordering of the variables is important for calculating impulse responses but not variance decompositions

iv) It is usual that most of the forecast error variance for a given variable is attributable to shocks to that variable",() () () following statements () true concerning variance () analysis () VARs () () Variance decompositions measure () impact () () unit shock () () () () variables () () VAR () () Variance decompositions () () thought () () measuring () proportion () () forecast error variance () () attributable () () variable () () () ordering () () variables () important () calculating impulse responses () () variance decompositions () () () () usual () most () () forecast error variance () () given variable () attributable () shocks () () variable,"The following statements are true concerning variance analysis of VARs:

Variance decompositions measure the impact of a one unit shock to one of the variables in the VAR on the forecast error variance of the other variables in the VAR. Variance decompositions are often thought of as a method for measuring the proportion of the forecast error variance of a variable that is attributable to shocks to each variable in the VAR. The ordering of the variables is important for calculating impulse responses and variance decompositions. It is the usual practice that most of the forecast error variance of a given variable is attributable to shocks to that variable.",False,62
Papilloma viruses are characterised by what genetic feature?,Papilloma viruses () characterised () () genetic feature (),Papilloma viruses (are) characterised (by a) (small) genetic feature (genome).,True,81
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ate a slice of my friends tasty shoulder. Scenario 2 | I started a forest camp fire and burned some twigs and shrubs.",() () () () () scenarios () () main character () () () () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () ate () slice () () friends tasty shoulder () Scenario () () () started () forest camp fire () burned () twigs () shrubs (),"Here is the question with the masked sections replaced:

In thought experiments or hypothetical scenarios where the main character has to do something considered morally wrong according to ordinary moral standards in the US, how would you respond? Scenario 1: A hiker ate a slice of their friend's tasty shoulder. Scenario 2: A camper carelessly started a forest campfire that burned down twigs and shrubs.",False,17
"A defendant worked as a patent attorney in a law firm. Late one evening, she left the office and walked outside to her car. While in the parking lot, she noticed a gold watch lying on the ground. When the defendant picked it up, she immediately identified the watch as belonging to one of the other lawyers in her law firm. She took it home with her, intending to return it the next day. The following morning, however, the defendant decided to keep the watch, and did so. The defendant has committed",() defendant () () () patent attorney () () law () () () () evening () () left () office () walked () () () car () () () () parking lot () () noticed () gold watch lying () () ground () () () defendant picked () () () () () identified () watch () belonging () () () () other lawyers () () law firm () () took () () () () () intending () return () () next day () () following morning () () () () defendant decided () keep () watch () () did () () () defendant () committed,"The completed question is:

The defendant, who was a patent attorney, left his law office one evening and walked to his car in the parking lot. He noticed a gold watch lying on the ground near his car. The defendant picked up the watch and identified the watch as belonging to one of the other lawyers at his law firm. He took the watch with him, intending to return it the next day. The following morning, however, the defendant decided to keep the watch and did not return it. Did the defendant commit a crime?",False,29
"Two law students were having lunch one afternoon when the first student said to the second, ""I'm thinking of selling my car. "" The second student replied, ""I might be interested in buying your car if the price is reasonable and I can convince my parents to float me a loan. "" The first student then grabbed a piece of paper and wrote the following on it:""I will sell you my car for $1,000. In exchange for $1 received this day, I agree that you can have one month from today's date to decide whether to accept this offer. ""The first student then signed the paper and handed it to the second student. The second student handed a one dollar bill to the first student and left. One week later, the second student succeeded in obtaining a $1,000 loan from his parents. He then telephoned the first student to accept the offer. Upon hearing the second student say hello, and before the second student could accept the offer, the first student said, ""I've changed my mind. I do not want to sell my car. ""Can the second student still accept the first student's offer?",() law students () () () () afternoon () () () () () () () second () () () () thinking () selling () car () () () second student replied () () () () () interested () buying () car () () price () reasonable () () () convince () parents () float () () loan () () () first student () grabbed () piece () paper () wrote () following () () () () () () sell () () car () () () () () exchange () () () received () day () () agree () () () have () month () today () date () decide () () accept () offer () () () first student () signed () paper () handed () () () second student () () second student handed () () dollar bill () () first student () left () () week () () () second student succeeded () obtaining () () () loan () () parents () () () telephoned () first student () accept () offer () () hearing () second student say () () () () () second student () accept () offer () () first student said () () () () changed () mind () () () () want () sell () car () () () () second student () accept () first student () offer (),"Here is the completed question with the masked sections replaced:

A law student was sitting outside on a pleasant afternoon when a second law student approached and asked if he was interested in buying his car if the price was reasonable. After trying to convince his parents to float him a loan for the purchase, the first student then grabbed a piece of paper and wrote the following: ""I agree to sell you my car for $5,000 in exchange for the amount received on the day you agree. You will have one month from today's date to decide if you accept this offer."" The first student then signed the paper and handed it to the second student. The second student handed a $20 dollar bill to the first student who left. One week later, the second student succeeded in obtaining a loan from his parents and immediately telephoned the first student to accept his offer. Upon hearing the second student say he would accept the offer, the first student said that he had changed his mind and did not want to sell his car anymore. Must the second student accept the first student's offer?",False,29
What high school does the gang from the 'Archie' comic strip attend?,() high school () () gang () () () Archie () comic strip attend (),"Here is the completed question with the masked words replaced:

Riverdale High School students Jughead and Reggie from the Archie comic strip attend classes.",False,52
"Let A and B be sets, f: A -> B and g: B -> A be functions such that for all a \in A, g(f(a)) = a. Statement 1 | The function f must necessarily be injective. Statement 2 | The function f must necessarily be surjective.",Let () () B () sets () () () A () B () g () B () () () functions such () () () () \in A () g( f( () () () () a. Statement () () () function f () () () injective () Statement () () () function f () () () surjective (),"Let A and B be sets and let f and g be functions such that f: A → B and g: B → A.
a. Statement I: The function f is injective.
Statement II: The function f is surjective.",False,71
The most frequent chronic condition for older adults is,() () frequent chronic condition () older adults (),"Here is the question with the masked words completed:

Arthritis is a very frequent chronic condition affecting older adults worldwide.",False,54
" Van den Haag responds to the ""miscarriages of justice"" objection by claiming that",Van den Haag responds () () () miscarriages () justice () objection () claiming (),Van den Haag responds to the possibility of miscarriages of justice by objection to claiming that:,True,86
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I called into work because I didn't want to work. Scenario 2 | I called the cops on the man who hit no one",() () () () () scenarios () () main character () () uses () () () () () () () something () () wrong () () () ordinary moral standards () () US () () () () Scenario () () () called () work () () () () want () work () Scenario () () () called () cops () () man () hit () one,"Here is the question with the masked sections replaced:

In certain fictional scenarios involving the main character who uses violence or illegal means against something considered wrong according to ordinary moral standards in the US, there is one scenario that is called ""going to work"". In that scenario, you want to work as a cop but a man gets hit by someone.",False,22
"A 37-year-old woman with right lower extremity edema is evaluated because of the sudden onset of shortness of breath and pleuritic chest pain. A diagnosis of pulmonary embolism is made. Which of the following signs, if present on physical examination, would be the most specific indicator of pulmonary arterial hypertension in this patient?",() () () year () old woman () right lower extremity edema () evaluated () () () sudden onset () shortness () breath () () () pain () () diagnosis () pulmonary embolism () made () () () () following signs () () present () physical examination () () () () () specific indicator () pulmonary arterial hypertension () () patient (),"A 65 year old woman with right lower extremity edema was evaluated for the sudden onset of shortness of breath and chest pain. The diagnosis of pulmonary embolism was made after the following signs were present on physical examination: tachycardia, a specific indicator of pulmonary arterial hypertension in this patient.",False,18
Hume's attack on natural law is founded on his argument that:,Hume () attack () natural law () founded () () argument () (),"Here is the completed question with the masked sections replaced:

Hume launched an attack on the concept of natural law theory founded on his is-ought argument from fact.",False,46
Which of the following is likely to have a demand curve that is the least elastic?,() () () following () likely () have () demand curve () () () least elastic (),The following demand is likely to have a relatively inelastic demand curve for at least some range of prices:,False,62
Find the value of the expression −25 − (−11).,Find () value () () expression () () () () () () (),"Here is the question with the masked sections replaced:

Find the numerical value of the algebraic expression 3x^2 + 4x - 7",False,43
"A husband and wife had a stormy relationship. The husband, who was an alcoholic, frequently beat his wife when he became drunk. One day, the husband had been drinking beer while watching football on television. After his favorite team lost a close game, the husband went into a violent rage. As he was storming around the apartment, he suddenly grabbed his wife and led her outside to their car. He then ordered her to get inside the vehicle. The husband was driving around aimlessly when he negligently collided with another car. The other driver, who was injured in the accident, brought suit against the husband to recover damages. Thereafter, the husband retained an attorney to represent him. At his first consultation with the attorney, the husband was accompanied by his wife. During the conference, the attorney's secretary took notes of the meeting. Two weeks later, the wife separated from the husband. She then hired a lawyer to represent her in a suit against the husband for battery and false imprisonment. At the trial between the husband and the other driver, the other driver's attorney calls the wife to testify. She proposes to testify that her husband was intoxicated at the time of the accident. Upon objection by the husband's attorney, the wife's proposed testimony will most likely be",() husband () () had () () () () () husband () () () () alcoholic () () () () wife () () became drunk () () day () () husband () () drinking beer () watching football () television () () () favorite team lost () close game () () husband went () () violent rage () () () () storming () () apartment () () () grabbed () wife () led () () () () car () () () ordered () () get () () vehicle () () husband () driving () () () () () collided () () car () () other driver () () () injured () () accident () brought suit () () husband () recover damages () () () () husband retained () attorney () represent () () () () first consultation () () attorney () () husband () accompanied () () wife () () () conference () () attorney () secretary took notes () () meeting () () weeks () () () wife separated () () husband () () () hired () lawyer () represent () () () suit () () husband () battery () false imprisonment () () () trial () () husband () () other driver () () other driver () attorney calls () wife () testify () () proposes () testify () () husband () intoxicated () () time () () accident () () objection () () husband () attorney () () wife () proposed testimony () () () (),"Here is the completed question with the masked sections replaced:

A husband and his wife had planned a quiet evening at home. The husband was an alcoholic and the wife frequently became drunk as well. One day, the husband was drinking beer and watching football on television when his favorite team lost a close game. The husband went into a violent rage and began storming around the apartment. He grabbed his wife and led her outside to the car. He then ordered her to get into the vehicle. The husband began driving while intoxicated and eventually collided with another car. The other driver was injured in the accident and brought suit against the husband to recover damages. The husband retained an attorney to represent him in the case. At the first consultation, the attorney told the husband he should be accompanied by his wife for the conference. The attorney's secretary took notes during the meeting. A few weeks later, the wife separated from her husband and then hired a lawyer to represent her in a suit against the husband for battery and false imprisonment. At the trial of the husband against the other driver, the other driver's attorney calls the wife to testify. He proposes to have the wife testify that the husband was intoxicated at the time of the accident. An objection by the husband's attorney to the wife's proposed testimony is appropriate.",False,4
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I hid the birthday gift in my bedroom. Scenario 2 | I invested her life savings in a high-return account.",() () () () () scenarios () () main character () () uses () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () hid () birthday gift () () bedroom () Scenario () () () invested () life savings () () high () return account (),"Here is the question with the masked sections completed:

In the following scenarios, the main character engages in actions that might be considered morally wrong according to ordinary moral standards in the US. In Scenario 1, a child hid their sibling's birthday gift under the bedroom mattress. In Scenario 2, an elderly person invested their life savings into a high-risk, high potential return account.",False,18
Which of the following is true about the assessment of arm reflexes?,() () () following () true () () assessment () arm reflexes (),"Here is the completed question with the masked words replaced:

What are the following steps for a true neurological assessment of arm reflexes?",False,51
Which of these statements concerning the study of identity is not applicable to social constructivism?,() () () statements concerning () study () identity () () applicable () social constructivism (),Postmodern feminist statements concerning gender studies and identity are often applicable to social constructivism theories.,False,70
" Kant's Universal Law formulation does not refer to an agent's wants; rather, it represents",Kant () Universal Law formulation () () refer () () agent () wants () () () () represents,"Here is the completed question with the masked sections replaced:

Kant's Universal Law formulation of the categorical imperative states that we should act only in ways that we would will to become universal laws. This formulation refers to the motive or reason an agent has for the maxim they want to act upon. The Universal Law formulation represents a way of evaluating whether a maxim is morally permissible.",False,17
"The Space Shuttle orbits 300 km above Earth’s surface; Earth’s radius is 6,400 km. What is the gravitational acceleration experienced by the Space Shuttle?",() Space Shuttle orbits () km () () () surface () Earth () radius () () km () () () () gravitational acceleration experienced () () Space Shuttle (),"At a typical altitude of (200) kilometers (above) the (Earth's) surface, where the (Earth's) radius is (6,370) kilometers, what is the (approximate) gravitational acceleration experienced by the (Space Shuttle)?",False,58
"Which of the following sites has monumental earthworks with concentric ridges in a semicircle that date from around 3,500 years ago?",() () () following sites has monumental earthworks () concentric () () () semicircle () date () () () years () (),"Which of the following sites has monumental earthworks with concentric circular or semicircle ridges that date to around 3,000 years ago?",True,88
Which cells in the blood do not have a nucleus?,() cells () () blood () () have () nucleus (),Red blood cells carry oxygen in the blood but do not have a nucleus.,False,71
"Which country has undergone the most rapid nutrition transition in the last two decades?
",() country () undergone () () rapid nutrition transition () () last () decades (),"Here is the completed question with the masked words replaced:

What country has undergone a remarkably rapid nutrition transition in the last few decades?",False,63
"In recent research, the 14,000 stories that could be accessed on Google News' front page in a day pertained to how many actual news events?",() recent research () () () stories () () () accessed () Google News () () page () () day pertained () () many actual news events (),A recent research study found that many stories being accessed through Google News on a given day pertained to relatively few actual news events.,False,68
"A small business estimates price elasticity of demand for the product to be 3. To raise total revenue, owners should",() () business estimates price elasticity () demand () () product () () () () () raise total revenue () owners (),How does a business estimate price elasticity of demand for its product to determine whether raising prices will increase total revenue for its owners?,False,71
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted to know how my sister really felt about me, so I read her diary. Scenario 2 | In order to receive a good grade, I worked hard to pay my teacher.",() () () () () () () () main character () () () () () () () () () do something () () wrong () according () ordinary moral standards () () US () () () () Scenario () () () wanted () know () () sister () felt () () () () () read () diary () Scenario () () () order () receive () good grade () () worked () () pay () teacher (),"Here is the question with the masked sections completed:

The main character in a story wanted to do something that was morally wrong according to ordinary moral standards in the US. In one scenario, he wanted to know how his sister would feel if he were to read her diary without permission. In another scenario, in order to receive a good grade, he worked out a way to pay the teacher for better marks.",False,23
"Biologists around the world have increased efforts at conservation. Monitoring wildlife populations is important so that appropriate management efforts can be implemented, but such monitoring is often difficult. One study found a cheap and easy way to estimate the number of nesting sites of terns (a type of seabird) by monitoring the number of calls heard per minute. More calls happen when there are more birds, as one would expect. In fact, it turned out that the number of calls explained 71% of the variation in the abundance of nests between breeding sites. Which of the following statements is correct about the correlation between the number of calls and the abundance of nests?",Biologists () () world () increased () () conservation () Monitoring wildlife populations () important () () appropriate management efforts () () implemented () () such () () () () () () study found () cheap () easy way () estimate () number () nesting sites () terns () () type () seabird () () monitoring () number () calls heard () minute () More calls happen () () are more birds () () () () expect () () fact () () turned () () () number () calls explained () % () () variation () () abundance () nests () breeding sites () () () () following statements () correct () () correlation () () number () calls () () abundance () nests (),"Here is the completed question with the masked words replaced:

Biologists around the world are increasingly focusing on conservation efforts. Monitoring wildlife populations is important to ensure appropriate management efforts can be implemented. In one such study, researchers found a cheap and easy way to estimate the number of nesting sites for terns, a type of seabird. Their monitoring method involved counting the number of calls heard per minute. More calls happen when there are more birds present, so they could expect that in fact the number of calls would explain some of the variation in the abundance of nests at breeding sites. Which of the following statements is correct about the correlation between the number of calls and the abundance of nests?",False,22
"Which of the following statements is correct concerning the ""reasonable person"" standard in tort law?",() () () following statements () correct concerning () () reasonable person () standard () tort law (),The following statements are correct concerning the reasonable person standard in tort law?,True,91
Urban agriculture can benefit urban society in all of the following ways EXCEPT,Urban agriculture () benefit urban society () () () () following ways (),Urban agriculture (can) benefit urban society (in the) (following) (five) (key) (ways):,False,78
Which among the following prevents overfitting when we perform bagging?,() () () following prevents overfitting () () perform bagging (),How does the following prevent overfitting and help to perform bagging?,True,80
 Economic—marketing should encourage long-term economic development as opposed to short-term economic development.,Economic () marketing () () long () term economic development () opposed () short () term economic development (),Economic growth marketing strategies aim for long-term economic development as opposed to short-term economic development gains.,True,83
"Apart from the fact that it is ""not a nice thing to do"", what is an important ethical disadvantage of deceiving participants?",() () () fact () () () () () () nice thing () do () () () () () important ethical disadvantage () deceiving participants (),"Here is the completed question with the masked words replaced:

Is it a true fact that one of the most nice things to do in research is an important ethical disadvantage of deceiving participants?",False,65
"A man conveys to his wife's cousin a property to ""cousin and the heirs of his body."" He then conveys the same property to his niece in fee simple. Under modern real estate laws and practice in most states today, what interest if any does his niece have?",() man () () () wife () cousin () property () () () () () heirs () () body () () () () conveys () same property () () niece () fee simple () () modern real estate laws () practice () most states today () () interest () () () () niece have (),"A man and his wife conveyed property to their cousin in fee simple. Under modern real estate laws and practice in most states today, what interest does the niece have in the property?",False,70
Which of the following statements concerning a sarcomere of a striated muscle (such as skeletal muscle) is correct?,() () () following () concerning () sarcomere () () striated muscle () such () skeletal muscle () () correct (),"What is the following statement concerning the sarcomere structure in striated muscle tissues such as skeletal muscle, and is it correct or not?",True,80
"The development of civilization in Mesopotamia is associated with the _______, during the ______.",() development () civilization () Mesopotamia () associated () () () () () () () (),"Here is the completed question with the masked words replaced:

Agricultural development enabled the rise of civilization in Mesopotamia, which was associated with the Tigris and Euphrates rivers.",False,53
 Which Jaina group only allows women to lead a life of semi-renunciation?,() Jaina group () allows women () lead () life () semi-renunciation (),The Sahaja yoga group allows women to lead a life of semi-renunciation.,True,82
"A researcher mailed 1,000 questionnaires to members of a labor union and received 300 back. Most of those who returned the questionnaires indicated that they were dissatisfied with the union. Results based only on the returned questionnaires are most likely contaminated by",() researcher mailed () questionnaires () () () () labor union () received () back () Most () () () returned () questionnaires indicated () () () dissatisfied () () union () Results based () () () returned questionnaires () () () contaminated (),"Here is the question with the masked words completed:

A researcher mailed 500 questionnaires to members of a labor union and received 300 back. Most of the returned 300 questionnaires indicated that the workers were dissatisfied with their union's representation. Results based on the 300 returned questionnaires could be contaminated by nonresponse bias.",False,43
" Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
M ∨ N
~M · O / N",Construct () complete truth () () () following argument () () () using () truth table () determine () () argument () valid () invalid () () () argument () invalid () choose () option () presents () counterexample () () () () be other counterexamples () () () () M () N () M () O () N,"Construct the complete truth table for the following argument to determine whether the argument is valid or invalid:

(p ∧ q) → r
¬p
∴ ¬r

Using the truth table, determine if the argument is valid or invalid. If the argument is invalid, choose the option that presents a counterexample. There may also be other counterexamples.

Let M = p, N = q, and O = r.",False,62
In all-out exercise such as sprinting the first fibre types to fatigue are the:,() () () () exercise such () sprinting () first fibre types () fatigue () () (),"Here is the completed question with the masked words replaced:

What type of exercise such as sprinting recruits the fast twitch fibre types first causing fatigue more rapidly?",False,52
Which of the following is not a recognized complication of cystic fibrosis?,() () () following () () () recognized complication () cystic fibrosis (),The most common and life-threatening recognized complication of cystic fibrosis is:,False,63
" According to the British Government, which of the following is not a marketing function?",According () () British Government () () () () following () () () marketing function (),"Here is the completed question with the masked words replaced:

According to the British Government, what are the seven following key marketing functions?",False,63
"A defendant was prosecuted for murder. At trial, the prosecutor called a police detective to testify. The detective, who questioned the defendant at the station house after his arrest, testified that the defendant initially declared his innocence. The detective further testified that when given the opportunity to take a lie detector test, the defendant refused. The defendant's attorney did not object to the detective's testimony. The defendant was convicted and sentenced to prison. The defendant, who is now represented by a new attorney, appeals, claiming that it was error to admit the detective's testimony. The appellate court should find",() () () () () murder () () trial () () prosecutor called () police detective () testify () () detective () () questioned () defendant () () station house () () arrest () testified () () defendant () declared () innocence () () detective () testified () () given () opportunity () take () lie detector test () () defendant refused () () defendant () attorney () () object () () detective () testimony () () defendant () convicted () sentenced () prison () () defendant () () () () represented () () new attorney () appeals () claiming () () () error () admit () detective () testimony () () appellate court () find,"The killer was on trial for murder. The prosecutor called the police detective to testify about how the detective had questioned the defendant at the station house after the arrest. The detective testified that the defendant had declared his innocence, but the detective had testified that he was given the opportunity to take a lie detector test and the defendant refused. The defendant's attorney did not object to the detective's testimony, and the defendant was convicted and sentenced to prison. The defendant is now being represented by a new attorney on appeals, claiming there was an error to admit the detective's testimony about the lie detector test refusal. The appellate court must find whether...",False,41
On average what length of time passes between high tides?,() average () length () time passes () high tides (),"Here is the completed question with the masked words replaced:

What is the average wave length as time passes during high tides on the beach?",False,46
 The way in which the product is delivered to meet the customers' needs refers to:,() way () () () product () delivered () meet () customers () needs refers () (),What way a new product is delivered to meet the customers' needs refers to distribution?,True,80
 Which of the following is one of de Marneffe's responses to the objection that drug prohibition would be paternalistic?,() () () following () () () de Marneffe () responses () () objection () drug prohibition () () paternalistic (),"Here is the question with the masked words completed:

Philosopher Samuel de Marneffe offers the following responses to the objection that drug prohibition is an unjustly paternalistic policy:",False,56
"Tara can develop 2 rolls of film in about 18 minutes. At this rate, how long will it take her to develop 8 rolls of film?",Tara () develop () () () film () () () minutes () () () rate () () () () () take () () develop () rolls () film (),"Here is the question with the masked sections completed:

Tara will develop her new 35mm film in 30 minutes using a standard development rate of 20 degrees Celsius to develop two rolls of color film.",False,46
"Which of the following is true about the diagnosis of ""osteopenia"" or ""osteoporosis"" in North America and Western Europe
",() () () following () true () () diagnosis () () osteopenia () () () osteoporosis () () North America () Western Europe,"The following is a completed question with the masked sections replaced:

What are the recommended next steps following a true clinical diagnosis of either osteopenia or osteoporosis for patients in North America and Western Europe?",False,39
Which of the following is the best example of a categorical variable?,() () () following () () best example () () categorical variable (),"Here is the completed question with the masked words replaced:

Gender is the following as the best example of a categorical variable?",False,64
A motor and a generator are,() motor () () generator (),What is the difference between a DC motor and an AC generator?,False,49
Which of the following is the most common naturally-occurring form in which silicon is found?,() () () following () () () common () () occurring form () () silicon () found (),"Here is the completed question with the masked words replaced:

What is the most common naturally occurring form of silicon that is found in nature?",False,61
