Unnamed: 0.1,Unnamed: 0,id,question,question_concept,choices,answerKey,answer_options_formatted,answer,choices_copy,masked_options,question_answer,masked_question,masked_word_answer,extracted_terms,rel_info_generated,leakage_in_bucket,can_be_data_leakage,seen_terms
10,1507,98f35feb6c39efba204fa9d9d1a73dc3,"If there are people watching a priest, what is he doing?",priest,"['on trial', 'drink coffee', 'believe in god', 'baptise', 'say mass']",E,"A: on trial
B: drink coffee
C: believe in god
D: baptise
E: say mass",saymass,"['on trial', 'drink coffee', 'believe in god', '', 'say mass']",['baptise'],"Question: If there are people watching a priest, what is he doing?
Answer:
A: on trial
B: drink coffee
C: believe in god
D: 
E: say mass","If there are () watching a priest, what is he doing?",people,"['people', 'watching']","Here is a paragraph incorporating the key terms ""people"" and ""watching"":

People watching is a fascinating pastime that allows us to observe and learn about human behavior and interactions. Whether sitting at a cafe, strolling through a park, or simply going about our daily routines, we are constantly surrounded by a rich tapestry of human activity. By watching people, we can gain insights into cultural norms, social dynamics, and the unique quirks and mannerisms that make each individual unique. From the way people carry themselves to the way they interact with others, every small detail can reveal something about their personalities, backgrounds, and emotional states. People watching can be a source of entertainment, inspiration, or even a way to better understand ourselves and our place in the world. It encourages us to be more observant, empathetic, and appreciative of the diversity that exists within the human experience.",,False,Preaching
11,6271,587bdd8fd449cc518452f6b8d52b16e1,What old models are likely to be made of wood?,wood,"['car', 'tree', 'hardware store', 'lumberyard', 'boat']",E,"A: car
B: tree
C: hardware store
D: lumberyard
E: boat",boat,"['car', '', 'hardware store', 'lumberyard', 'boat']",['tree'],"Question: What old models are likely to be made of wood?
Answer:
A: car
B: 
C: hardware store
D: lumberyard
E: boat",What old models are likely to be made of ()?,wood,,,Seen Q,True,Wood
12,4224,9a3a2184e24740ffb5067ac25ecd6963,"If an apple tree were in the North, where would it be?",apple tree,"['alaska', 'farm yard', 'park', 'flowers', 'new jersey']",E,"A: alaska
B: farm yard
C: park
D: flowers
E: new jersey",newjersey,"['alaska', '', 'park', 'flowers', 'new jersey']",['farm yard'],"Question: If an apple tree were in the North, where would it be?
Answer:
A: alaska
B: 
C: park
D: flowers
E: new jersey","If an apple () were in the North, where would it be?",tree,"['apple', 'tree']","Here is a paragraph incorporating the key terms apple and tree in a meaningful context:

The apple tree stood tall and proud in the orchard, its branches stretching out wide like welcoming arms. Each spring, delicate white blossoms would bloom, carpeting the ground with pale petals before giving way to the tiny green buds that would slowly swell into crisp, juicy apples over the summer months. As autumn arrived, the leaves turned brilliant shades of red and gold, and the apples reached their peak of ripeness. Picking season would commence, with families venturing out to pluck the ripe fruit straight from the tree's boughs. The sweet, tangy scent of freshly picked apples would perfume the air as baskets were filled to overflowing. An apple tree is not just a plant, but a provider of life's simple pleasures to be savored with every crunch into its tart, flavorful flesh.",,False,Pole
13,4332,3c67815352fec6a0fdf7656ccb5b5fd5,"The bald eagle has been a protected species, this is in part due to a dwindling what?",bald eagle,"['nest', 'everglades', 'high places', 'in washington', 'natural habitat']",E,"A: nest
B: everglades
C: high places
D: in washington
E: natural habitat",naturalhabitat,"['nest', 'everglades', 'high places', 'in washington', '']",['natural habitat'],"Question: The bald eagle has been a protected species, this is in part due to a dwindling what?
Answer:
A: nest
B: everglades
C: high places
D: in washington
E: ","The bald eagle has been a protected species, this is in () due to a dwindling what?",part,"['bald', 'protected', 'species', 'dwindling']","Here is a paragraph incorporating the key terms bald, protected, species, and dwindling:

The bald eagle, with its distinctive white-feathered head, is one of the most iconic and protected species in North America. Once facing extinction due to hunting, pesticide poisoning, and habitat loss, the bald eagle population dwindled to alarming levels in the mid-20th century. However, thanks to concerted conservation efforts, including its listing under the Endangered Species Act and a nationwide ban on the pesticide DDT, the bald eagle has made a remarkable comeback. Today, while no longer considered endangered, the bald eagle remains a protected species under federal law, and its dwindling habitat in certain regions continues to be a concern for ensuring the long-term survival of this majestic bird of prey.",Relevent Info,True,Population
14,172,e99da2b1d9ec4be89c2b42407aa5a15f,What could you add a line to?,line,"['bus stop', 'graph', 'post office', 'grass', 'play']",B,"A: bus stop
B: graph
C: post office
D: grass
E: play",graph,"['bus stop', 'graph', '', 'grass', 'play']",['post office'],"Question: What could you add a line to?
Answer:
A: bus stop
B: graph
C: 
D: grass
E: play",What could you add a () to?,line,"['add', 'line']","Here is a paragraph incorporating the key terms ""add"" and ""line"":

In computer programming, adding new functionality or features to an existing codebase often involves modifying one or more lines of code. Developers may need to add lines of code to introduce new logic, variables, or function calls. This process of modifying code line by line is a fundamental part of software development and maintenance. When working on a project with multiple contributors, version control systems like Git help manage changes made to different lines across files, allowing developers to collaborate effectively and track the evolution of the codebase over time. Whether it's enhancing an application's user interface, implementing a new algorithm, or fixing a bug, the ability to add lines of code is crucial for iterating on and improving software systems.",,False,Sentence
15,6039,557237ba0b61f9a69ec696bdbb00743d,Going in an air conditioned room to cool off is a good way to get what from hot weather?,cool off,"['rest', 'go swimming', 'relief', 'calm down', 'change']",C,"A: rest
B: go swimming
C: relief
D: calm down
E: change",relief,"['rest', 'go swimming', 'relief', 'calm down', '']",['change'],"Question: Going in an air conditioned room to cool off is a good way to get what from hot weather?
Answer:
A: rest
B: go swimming
C: relief
D: calm down
E: ",Going in an air conditioned room to cool off is a good () to get what from hot weather?,way,"['good way', 'hot weather', 'room', 'cool', 'good', 'get', 'weather']","Here is a paragraph incorporating the key terms in a meaningful context:

When hot weather strikes, finding a good way to keep your room cool becomes essential. High temperatures can make indoor spaces uncomfortable and stifling. One effective method to get relief from the heat is to use an air conditioning unit or fan to circulate cooler air. However, that's not always an option for everyone. Another good approach is to keep blinds or curtains closed during the hottest parts of the day to block out the sun's rays. You can also try opening windows at night when the weather is cooler to let in some fresh air. Taking steps to keep your living space comfortable makes dealing with hot weather much more manageable.",Relevent Info,True,Respite
16,7233,91ffbe8c9cbcaa04e4ed41ba2d8f998f,Where might a snake drop from?,snake,"['tree', 'pet shops', 'feild', 'tropical forest', 'cage']",A,"A: tree
B: pet shops
C: feild
D: tropical forest
E: cage",tree,"['tree', 'pet shops', 'feild', '', 'cage']",['tropical forest'],"Question: Where might a snake drop from?
Answer:
A: tree
B: pet shops
C: feild
D: 
E: cage",Where might a () drop from?,snake,"['Where', 'snake']","Here is a paragraph incorporating the key terms ""where"" and ""snake"":

Have you ever wondered where snakes live? These fascinating reptiles can be found in a wide variety of habitats all around the world. From the dense rainforests of the Amazon to the arid deserts of the American Southwest, snakes have adapted to thrive in many different environments. Some species make their homes underground in burrows or rock crevices, while others dwell in trees or marshes. Certain snakes, like the water moccasin, are even semi-aquatic and spend much of their time in swamps, rivers, and lakes. No matter where you go on this planet, you're likely not too far from some kind of snake slithering about its natural habitat. While some people may find them unsettling, snakes play a vital role in their ecosystems by helping to control rodent populations. The next time you come across one of these legless wonders, take a moment to appreciate the incredible diversity of places where snakes call home.",Relevent Info,True,Cloud
17,5643,120a6af76efd75ec095c053287a6c937,"Sam treasured his freedom.  When he became a POW, he tried to escape from what?",freedom,"['communism', 'oppression', 'slavery', 'bad marriage', 'captivity']",E,"A: communism
B: oppression
C: slavery
D: bad marriage
E: captivity",captivity,"['communism', 'oppression', 'slavery', 'bad marriage', '']",['captivity'],"Question: Sam treasured his freedom.  When he became a POW, he tried to escape from what?
Answer:
A: communism
B: oppression
C: slavery
D: bad marriage
E: ","Sam treasured his freedom.  When he became a (), he tried to escape from what?",POW,"['freedom', 'When', 'became', 'tried']","Here is a paragraph incorporating the key terms freedom, when, became, and tried in a meaningful context:

Throughout history, people have fought for freedom - the ability to live according to their own beliefs and values without oppression. When nations or groups have tried to subjugate others and deny them basic human rights, resistance movements have formed. People became willing to risk everything to throw off the shackles of tyranny and oppression. The American Revolution, when the thirteen colonies tried to break away from British rule, was built on the desire for freedom from taxation without representation. The civil rights movement in the United States, when African Americans tried to dismantle institutionalized racism and segregation, was a fight for the freedom of equal rights and treatment. Freedom is a powerful ideal that has driven people to take extraordinary actions when their liberties were threatened.",,False,Prisoner
18,236,c3b6280d05a9f9c5b031fcbeaa0ce695,"Though nearby, an apple from an apple tree where would be an imported product to the USA?",apple tree,"['ohio', 'washington state', 'alaska', 'canada', 'flowers']",D,"A: ohio
B: washington state
C: alaska
D: canada
E: flowers",canada,"['ohio', '', 'alaska', 'canada', 'flowers']",['washington state'],"Question: Though nearby, an apple from an apple tree where would be an imported product to the USA?
Answer:
A: ohio
B: 
C: alaska
D: canada
E: flowers","Though nearby, an () from an () tree where would be an imported product to the USA?",apple,"['USA', 'apple tree', 'imported product', 'tree']","Here is a paragraph incorporating the key terms in a relevant context:

The United States of America (USA) is known for its vast agricultural industry, with various crops and fruits being grown across the country. One iconic fruit tree that has become deeply rooted in American culture is the apple tree. While apple trees are now widely cultivated throughout the USA, they were originally an imported product, brought over by European colonists in the 17th century. Today, apple trees can be found in orchards and backyards across the nation, with their blossoms and fruit symbolizing the country's rich agricultural heritage and the importance of cultivating and nurturing these trees for generations to come.",,False,Avocado
19,3350,daf313b39a95084a099ea8706f803061,"If a cottage is above the cloud line, where is it?",cottage,"['village', 'rural area', 'mountains', 'fairy story', 'valley']",C,"A: village
B: rural area
C: mountains
D: fairy story
E: valley",mountains,"['village', '', 'mountains', 'fairy story', 'valley']",['rural area'],"Question: If a cottage is above the cloud line, where is it?
Answer:
A: village
B: 
C: mountains
D: fairy story
E: valley","If a cottage is above the () line, where is it?",cloud,"['cottage', 'line']","Here is a paragraph incorporating the key terms cottage and line in a meaningful context:

Along the winding country road, a charming little cottage came into view. Its whitewashed walls and thatched roof seemed plucked straight from a storybook. A neat line of rose bushes bordered the front garden, their vibrant blooms adding splashes of color. Behind the cottage, a clothesline was strung between two gnarled apple trees, with freshly laundered linens flapping gently in the breeze. The whole scene exuded a sense of tranquility and simple living. One could easily imagine the cottage's occupants spending lazy afternoons tending to the garden or sitting on the porch, watching the world go by at its unhurried pace. It was the quintessential picture of rural life, where the hustle and bustle of the city felt like a world away.",,False,Waterline
20,5254,bfaff48744a77de1fd5e91f809d86656,What do most people hope to achieve when playing sports?,playing sports,"['an mbe', 'running', 'winning', 'have fun', 'cheat']",C,"A: an mbe
B: running
C: winning
D: have fun
E: cheat",winning,"['an mbe', '', 'winning', 'have fun', 'cheat']",['running'],"Question: What do most people hope to achieve when playing sports?
Answer:
A: an mbe
B: 
C: winning
D: have fun
E: cheat",What do most people hope to achieve when playing ()?,sports,"['most people', 'most', 'achieve', 'when']","Here is a paragraph incorporating the key terms in a meaningful context:

Most people want to achieve success and fulfillment in their lives, but the path to getting there is not always clear. When we are young, we may have grand ambitions and dreams, but as we get older, reality often sets in. The truth is, most will not achieve the lofty goals they set for themselves in their youth. However, that doesn't mean they cannot find happiness and satisfaction. When people learn to redefine what achievement means to them personally - whether that's raising a family, pursuing a passion, or making a positive impact in their community - that's when they are most likely to feel they have achieved something meaningful in their lives. The key is adjusting expectations, while still striving to make the most of your talents and opportunities.",,False,Games
21,6087,3835b21ecc2c5c9317ea73aa57a5bc1c,When you haven't seen someone since they were young and years have passed what has happened to them?,young,"['senior', 'grow', 'mature', 'old', 'aged']",E,"A: senior
B: grow
C: mature
D: old
E: aged",aged,"['senior', 'grow', '', 'old', 'aged']",['mature'],"Question: When you haven't seen someone since they were young and years have passed what has happened to them?
Answer:
A: senior
B: grow
C: 
D: old
E: aged",When you haven't seen someone since they were young and () have passed what has happened to them?,years,,,Seen Q,True,Years
22,8071,cf34c4f1f58776ea0ab49b91a35ca02c,"The man wanted a new ottoman, so where did he look?",ottoman,"['basement', 'furniture store', 'decoration', 'parlor', 'couch outlet']",B,"A: basement
B: furniture store
C: decoration
D: parlor
E: couch outlet",furniturestore,"['basement', 'furniture store', 'decoration', '', 'couch outlet']",['parlor'],"Question: The man wanted a new ottoman, so where did he look?
Answer:
A: basement
B: furniture store
C: decoration
D: 
E: couch outlet","The man wanted a new (), so where did he look?",ottoman,"['new ottoman', 'man', 'so', 'where']","Here is a paragraph incorporating the key terms in a meaningful context:

John was in the market for a new ottoman to complement his living room furniture. As a man with an eye for style, he wanted something that would not only be comfortable but also add a touch of sophistication to the space. He browsed through various home decor stores, asking the salespeople, ""So, where can I find the perfect ottoman that meets my needs?"" After trying out several options, he finally settled on a tufted leather ottoman with nailhead trim. Its rich brown color and classic design were just what he had been looking for to tie the room together elegantly.",,False,car
23,181,442dd2d372228b9942f55d761ef961a3,Where are there more telephone booths?,telephone booth,"['gas stations', 'city', 'london', 'train station', 'airport']",B,"A: gas stations
B: city
C: london
D: train station
E: airport",city,"['gas stations', 'city', 'london', '', 'airport']",['train station'],"Question: Where are there more telephone booths?
Answer:
A: gas stations
B: city
C: london
D: 
E: airport",Where are there more telephone ()?,booths,,,Seen Q,True,Booths
24,1973,876a2b6510b536f4f1aac16d59ff882c,Where does a car belong?,car,"['air port', 'repair shop', 'road', 'race track', 'freeway']",C,"A: air port
B: repair shop
C: road
D: race track
E: freeway",road,"['air port', 'repair shop', 'road', '', 'freeway']",['race track'],"Question: Where does a car belong?
Answer:
A: air port
B: repair shop
C: road
D: 
E: freeway",Where does a () belong?,car,"['Where', 'car']","Here is a paragraph incorporating the key terms ""where"" and ""car"":

When trying to locate your car in a large parking lot, the question ""where is my car?"" can cause a lot of frustration and wasted time wandering aimlessly. Parking lots for malls, airports, sports venues and other busy areas are designed to maximize the number of parking spaces, not to make it easy to remember where you parked your car. The sea of vehicles combined with poor memory for mundane details like your parking location can turn a simple errand into an annoying struggle. Savvy drivers have developed tricks to help them remember where they parked, such as taking a picture of nearby landmarks or row/section numbers, making a note on their phone's map, or even leaving something distinctive on their car's dashboard as a visual cue. A little preparation can save you the headache of being that person desperately clicking their key fob remote while wandering the parking lot.",,False,Shoe
25,8412,b17ba07ad5bb352166d409f33a69bbde,Where do most birds put eggs?,bird,"['nest', 'forest', 'cage', 'store', 'sky']",A,"A: nest
B: forest
C: cage
D: store
E: sky",nest,"['nest', 'forest', '', 'store', 'sky']",['cage'],"Question: Where do most birds put eggs?
Answer:
A: nest
B: forest
C: 
D: store
E: sky",Where do most birds put ()?,eggs,"['Where', 'most', 'eggs']","Here is a paragraph incorporating the key terms in a meaningful context:

When it comes to laying eggs, birds are quite particular about where they choose to build their nests and deposit their precious cargo. Most bird species have specific habitat preferences and nesting behaviors that have evolved over millions of years. Some birds, like the killdeer, will lay their eggs directly on the ground in a shallow scrape, while others, such as the bald eagle, construct massive stick nests high up in tall trees. Many songbirds opt for more concealed locations, weaving intricate nests in shrubs or cavities to protect their eggs from predators. Regardless of the location, the eggs represent the future of the species, and birds go to great lengths to ensure their safety and successful hatching.",Relevent Info,True,Nests
26,8285,697879acd78b80cb873af2643294f032,"Playing tennis requires at least one opponent, a ball, and a what?",playing tennis,"['skill', 'big money', 'time', 'tennis racket', 'legs']",D,"A: skill
B: big money
C: time
D: tennis racket
E: legs",tennisracket,"['skill', '', 'time', 'tennis racket', 'legs']",['big money'],"Question: Playing tennis requires at least one opponent, a ball, and a what?
Answer:
A: skill
B: 
C: time
D: tennis racket
E: legs","Playing tennis requires at least one (), a ball, and a what?",opponent,"['requires', 'least', 'opponent']","Here is a paragraph incorporating the key terms requires, least, and opponent in a meaningful context:

In any competitive endeavor, whether it's sports, business, or even academic pursuits, success often requires sizing up one's opponent and exploiting their weaknesses to gain an advantage. The strongest competitors are those who can remain calm and focused, identifying the least vulnerable areas to attack while shoring up their own defenses against their opponent's strategies. Underestimating an opponent is a critical mistake - it's important to respect their strengths while relentlessly probing for gaps or lapses that can be exploited. Victory requires studying the opponent, mapping out their tendencies and patterns, and striking with precision where they least expect it. The greatest champions are those who can adjust their tactics on the fly to counter their opponent's moves.",,False,Racket
