Unnamed: 0.1,Unnamed: 0,id,question,question_concept,choices,answerKey,answer_options_formatted,answer,choices_copy,masked_options,question_answer,masked_question,masked_word_answer,extracted_terms,rel_info_generated,leakage_in_bucket,can_be_data_leakage,seen_terms
10,1507,98f35feb6c39efba204fa9d9d1a73dc3,"If there are people watching a priest, what is he doing?",priest,"['on trial', 'drink coffee', 'believe in god', 'baptise', 'say mass']",E,"A: on trial
B: drink coffee
C: believe in god
D: baptise
E: say mass",saymass,"['on trial', 'drink coffee', 'believe in god', '', 'say mass']",['baptise'],"Question: If there are people watching a priest, what is he doing?
Answer:
A: on trial
B: drink coffee
C: believe in god
D: 
E: say mass","If there are () watching a priest, what is he doing?",people,"['people', 'watching']","People watching is a fascinating activity that involves observing individuals in public spaces, such as parks, cafes, or shopping malls, to gain insights into human behavior and social interactions. This pastime can be both entertaining and educational, as it allows one to notice the diverse ways in which people express themselves through body language, fashion choices, and interactions with others. People watching can also serve as a source of inspiration for writers, artists, and sociologists who seek to understand the complexities of human nature and societal norms. By paying attention to the subtle nuances of everyday life, observers can develop a deeper appreciation for the rich tapestry of human experiences that unfold in the",,False,Mass
11,6271,587bdd8fd449cc518452f6b8d52b16e1,What old models are likely to be made of wood?,wood,"['car', 'tree', 'hardware store', 'lumberyard', 'boat']",E,"A: car
B: tree
C: hardware store
D: lumberyard
E: boat",boat,"['car', '', 'hardware store', 'lumberyard', 'boat']",['tree'],"Question: What old models are likely to be made of wood?
Answer:
A: car
B: 
C: hardware store
D: lumberyard
E: boat",What old models are likely to be made of ()?,wood,"['old models', 'old', 'wood']","In the realm of craftsmanship and design, old models often hold a special place due to their timeless appeal and historical significance. These models, particularly those made from wood, showcase the intricate artistry and skill of past artisans. Wood, as a material, has been favored for centuries due to its versatility, durability, and natural beauty. Old wooden models, whether they are of ships, furniture, or architectural structures, not only serve as a testament to the ingenuity of previous generations but also provide valuable insights into the techniques and materials used in bygone eras. Collectors and historians alike cherish these pieces for their ability to connect us with the past, offering",,False,Materials
12,4224,9a3a2184e24740ffb5067ac25ecd6963,"If an apple tree were in the North, where would it be?",apple tree,"['alaska', 'farm yard', 'park', 'flowers', 'new jersey']",E,"A: alaska
B: farm yard
C: park
D: flowers
E: new jersey",newjersey,"['alaska', '', 'park', 'flowers', 'new jersey']",['farm yard'],"Question: If an apple tree were in the North, where would it be?
Answer:
A: alaska
B: 
C: park
D: flowers
E: new jersey","If an apple () were in the North, where would it be?",tree,,,Seen Q,True,Tree
13,4332,3c67815352fec6a0fdf7656ccb5b5fd5,"The bald eagle has been a protected species, this is in part due to a dwindling what?",bald eagle,"['nest', 'everglades', 'high places', 'in washington', 'natural habitat']",E,"A: nest
B: everglades
C: high places
D: in washington
E: natural habitat",naturalhabitat,"['nest', 'everglades', 'high places', 'in washington', '']",['natural habitat'],"Question: The bald eagle has been a protected species, this is in part due to a dwindling what?
Answer:
A: nest
B: everglades
C: high places
D: in washington
E: ","The bald eagle has been a protected species, this is in () due to a dwindling what?",part,"['bald', 'eagle', 'part', 'dwindling']","The bald eagle, once a symbol of strength and freedom in the United States, faced a significant decline in population during the mid-20th century, becoming a part of the dwindling numbers of birds of prey due to habitat destruction, illegal shooting, and the widespread use of the pesticide DDT. This chemical caused the thinning of eggshells, leading to a decrease in successful hatching rates. Conservation efforts, including the banning of DDT in 1972 and the implementation of protective laws such as the Bald and Golden Eagle Protection Act, played a crucial role in the recovery of this majestic bird. Today, the bald eagle is no",,False,population
14,172,e99da2b1d9ec4be89c2b42407aa5a15f,What could you add a line to?,line,"['bus stop', 'graph', 'post office', 'grass', 'play']",B,"A: bus stop
B: graph
C: post office
D: grass
E: play",graph,"['bus stop', 'graph', '', 'grass', 'play']",['post office'],"Question: What could you add a line to?
Answer:
A: bus stop
B: graph
C: 
D: grass
E: play",What could you add a () to?,line,"['add', 'line']","In the context of programming, the term ""add"" often refers to the operation of including new elements or values to a data structure, such as adding an item to a list or a new key-value pair to a dictionary. Meanwhile, ""line"" can refer to a single row of code in a script or program. For example, when writing a Python script, you might add a new line of code to implement a specific function or feature. This could involve adding a line that initializes a variable, calls a function, or even adds two numbers together. In version control systems like Git, adding a line of code is tracked as a change",,False,sentence
15,6039,557237ba0b61f9a69ec696bdbb00743d,Going in an air conditioned room to cool off is a good way to get what from hot weather?,cool off,"['rest', 'go swimming', 'relief', 'calm down', 'change']",C,"A: rest
B: go swimming
C: relief
D: calm down
E: change",relief,"['rest', 'go swimming', 'relief', 'calm down', '']",['change'],"Question: Going in an air conditioned room to cool off is a good way to get what from hot weather?
Answer:
A: rest
B: go swimming
C: relief
D: calm down
E: ",Going in an air conditioned room to cool off is a good () to get what from hot weather?,way,"['air conditioned', 'conditioned room', 'good way', 'Going', 'cool', 'good', 'hot']","During the sweltering summer months, finding a good way to stay comfortable indoors is essential. One effective solution is spending time in an air-conditioned environment. An air-conditioned room provides a cool and refreshing escape from the oppressive heat outside. Going into a conditioned room not only helps in maintaining a pleasant temperature but also ensures that the air quality is good, reducing humidity and filtering out pollutants. This makes it an ideal setting for both relaxation and productivity, as it keeps you cool and comfortable even when it's hot outside.",Relevent Info,True,strategy
16,7233,91ffbe8c9cbcaa04e4ed41ba2d8f998f,Where might a snake drop from?,snake,"['tree', 'pet shops', 'feild', 'tropical forest', 'cage']",A,"A: tree
B: pet shops
C: feild
D: tropical forest
E: cage",tree,"['tree', 'pet shops', 'feild', '', 'cage']",['tropical forest'],"Question: Where might a snake drop from?
Answer:
A: tree
B: pet shops
C: feild
D: 
E: cage",Where might a () drop from?,snake,"['Where', 'snake']","In the dense jungles of the Amazon rainforest, where biodiversity thrives, the snake is a creature of both fascination and fear. This region, known for its rich and varied ecosystem, is home to numerous species of snakes, each adapted to its unique environment. Among them, the anaconda, one of the largest snakes in the world, slithers through the murky waters, while the vibrant coral snake, with its distinctive red, yellow, and black bands, warns of its potent venom. The rainforest provides the perfect habitat for these reptiles, offering ample prey and shelter. Understanding where these snakes live and how they interact with their environment is",Relevent Info,True,tear
17,5643,120a6af76efd75ec095c053287a6c937,"Sam treasured his freedom.  When he became a POW, he tried to escape from what?",freedom,"['communism', 'oppression', 'slavery', 'bad marriage', 'captivity']",E,"A: communism
B: oppression
C: slavery
D: bad marriage
E: captivity",captivity,"['communism', 'oppression', 'slavery', 'bad marriage', '']",['captivity'],"Question: Sam treasured his freedom.  When he became a POW, he tried to escape from what?
Answer:
A: communism
B: oppression
C: slavery
D: bad marriage
E: ","Sam treasured his freedom.  When he became a (), he tried to escape from what?",POW,"['treasured', 'freedom', 'became', 'POW']","During World War II, many soldiers who treasured their freedom found themselves in dire circumstances when they became prisoners of war (POWs). These individuals, who once enjoyed the liberties and rights of free citizens, were suddenly thrust into harsh environments where their autonomy was severely restricted. The experience of being a POW was a profound test of resilience and spirit, as they had to navigate the challenges of captivity while holding onto the hope of eventual liberation. For many, the ordeal underscored the value of freedom, making it even more cherished once they were released and able to return to their lives. The stories of these POWs serve as poignant reminders of the",Relevent Info,True,prisoner
18,236,c3b6280d05a9f9c5b031fcbeaa0ce695,"Though nearby, an apple from an apple tree where would be an imported product to the USA?",apple tree,"['ohio', 'washington state', 'alaska', 'canada', 'flowers']",D,"A: ohio
B: washington state
C: alaska
D: canada
E: flowers",canada,"['ohio', '', 'alaska', 'canada', 'flowers']",['washington state'],"Question: Though nearby, an apple from an apple tree where would be an imported product to the USA?
Answer:
A: ohio
B: 
C: alaska
D: canada
E: flowers","Though nearby, an () from an () tree where would be an imported product to the USA?",apple,"['USA', 'imported product', 'nearby', 'tree']","In the USA, the market for imported products has seen significant growth, particularly in regions where local production is limited. For instance, in areas where certain types of fruit trees cannot thrive due to climate conditions, imported products become essential. Take avocados, for example, which are often imported from nearby countries like Mexico, where the climate is more conducive to their growth. This proximity not only ensures fresher produce but also reduces transportation costs and environmental impact. Additionally, the USA's trade agreements with nearby countries facilitate the smooth importation of such products, ensuring that consumers have access to a diverse range of goods that might not be locally available. This",,False,olive
19,3350,daf313b39a95084a099ea8706f803061,"If a cottage is above the cloud line, where is it?",cottage,"['village', 'rural area', 'mountains', 'fairy story', 'valley']",C,"A: village
B: rural area
C: mountains
D: fairy story
E: valley",mountains,"['village', '', 'mountains', 'fairy story', 'valley']",['rural area'],"Question: If a cottage is above the cloud line, where is it?
Answer:
A: village
B: 
C: mountains
D: fairy story
E: valley","If a cottage is above the () line, where is it?",cloud,"['cottage', 'cloud']","Nestled in the serene countryside, the quaint cottage stood as a charming retreat from the hustle and bustle of city life. Its rustic charm was accentuated by the lush greenery that surrounded it, offering a picturesque view from every window. On most days, the sky above was a brilliant blue, but today, a gentle cloud drifted lazily across the horizon, casting a soft shadow over the landscape. The cloud's presence added a touch of tranquility to the scene, as if nature itself was taking a moment to pause and reflect. Inside the cottage, the cozy interior invited relaxation, with a crackling fireplace and comfortable furnishings that made it the",,False,Tree
20,5254,bfaff48744a77de1fd5e91f809d86656,What do most people hope to achieve when playing sports?,playing sports,"['an mbe', 'running', 'winning', 'have fun', 'cheat']",C,"A: an mbe
B: running
C: winning
D: have fun
E: cheat",winning,"['an mbe', '', 'winning', 'have fun', 'cheat']",['running'],"Question: What do most people hope to achieve when playing sports?
Answer:
A: an mbe
B: 
C: winning
D: have fun
E: cheat",What do most people hope to achieve when playing ()?,sports,"['people', 'achieve', 'when', 'playing']","People often achieve their greatest successes when they are fully engaged and enjoying what they are doing, much like playing a game. This concept is evident in various fields, from sports to business, where individuals and teams reach peak performance when they are in a state of flow, a psychological state where they are completely absorbed in an activity. Playing, in this sense, doesn't just refer to leisure activities but also to the playful, creative approach one can take towards work and problem-solving. When people approach challenges with a playful mindset, they are more likely to experiment, innovate, and ultimately achieve their goals. This is because playing encourages a sense of curiosity and",,False,Victory
21,6087,3835b21ecc2c5c9317ea73aa57a5bc1c,When you haven't seen someone since they were young and years have passed what has happened to them?,young,"['senior', 'grow', 'mature', 'old', 'aged']",E,"A: senior
B: grow
C: mature
D: old
E: aged",aged,"['senior', 'grow', '', 'old', 'aged']",['mature'],"Question: When you haven't seen someone since they were young and years have passed what has happened to them?
Answer:
A: senior
B: grow
C: 
D: old
E: aged",When you haven't seen someone since they were young and () have passed what has happened to them?,years,,,Seen Q,True,years
22,8071,cf34c4f1f58776ea0ab49b91a35ca02c,"The man wanted a new ottoman, so where did he look?",ottoman,"['basement', 'furniture store', 'decoration', 'parlor', 'couch outlet']",B,"A: basement
B: furniture store
C: decoration
D: parlor
E: couch outlet",furniturestore,"['basement', 'furniture store', 'decoration', '', 'couch outlet']",['parlor'],"Question: The man wanted a new ottoman, so where did he look?
Answer:
A: basement
B: furniture store
C: decoration
D: 
E: couch outlet","The man wanted a new (), so where did he look?",ottoman,"['wanted', 'ottoman', 'so', 'where']","During the late 19th century, the Ottoman Empire was often referred to as the ""sick man of Europe"" due to its declining power and influence. Many European powers wanted to capitalize on this decline by expanding their own territories at the expense of the Ottomans. This period was marked by a complex web of alliances and conflicts, where various nations sought to assert their dominance. The strategic location of the Ottoman territories made them highly coveted, as they served as a crucial bridge between Europe and Asia. So, the question of who would control these lands was a significant concern for the major powers of the time. This geopolitical struggle set the",,False,job
23,181,442dd2d372228b9942f55d761ef961a3,Where are there more telephone booths?,telephone booth,"['gas stations', 'city', 'london', 'train station', 'airport']",B,"A: gas stations
B: city
C: london
D: train station
E: airport",city,"['gas stations', 'city', 'london', '', 'airport']",['train station'],"Question: Where are there more telephone booths?
Answer:
A: gas stations
B: city
C: london
D: 
E: airport",Where are there more telephone ()?,booths,,,Seen Q,True,booths
24,1973,876a2b6510b536f4f1aac16d59ff882c,Where does a car belong?,car,"['air port', 'repair shop', 'road', 'race track', 'freeway']",C,"A: air port
B: repair shop
C: road
D: race track
E: freeway",road,"['air port', 'repair shop', 'road', '', 'freeway']",['race track'],"Question: Where does a car belong?
Answer:
A: air port
B: repair shop
C: road
D: 
E: freeway",Where does a () belong?,car,"['Where', 'car']","When considering where to purchase a car, it's important to evaluate several factors to ensure you make the best decision. First, determine whether you prefer buying from a dealership or a private seller. Dealerships often offer certified pre-owned vehicles with warranties, which can provide peace of mind. However, private sellers might offer lower prices, though they typically come with more risk. Additionally, consider the location of the seller; purchasing a car locally can save on transportation costs and make it easier to inspect the vehicle in person. Online platforms have also expanded the options for where you can find a car, allowing you to browse a wide range of vehicles from the",,False,context
25,8412,b17ba07ad5bb352166d409f33a69bbde,Where do most birds put eggs?,bird,"['nest', 'forest', 'cage', 'store', 'sky']",A,"A: nest
B: forest
C: cage
D: store
E: sky",nest,"['nest', 'forest', '', 'store', 'sky']",['cage'],"Question: Where do most birds put eggs?
Answer:
A: nest
B: forest
C: 
D: store
E: sky",Where do most birds put ()?,eggs,"['most birds', 'most', 'eggs']","Most birds are oviparous, meaning they reproduce by laying eggs. This reproductive strategy is common among avian species, with the majority of birds laying eggs that are incubated until they hatch. The eggs of most birds are adapted to their specific environments, with variations in size, color, and shell thickness that help protect the developing embryo. For instance, birds that nest on the ground often have camouflaged eggs to avoid predation, while those that nest in trees may have eggs with a harder shell to withstand falls. The incubation period and the number of eggs laid can vary significantly among different bird species, but the process of laying",Relevent Info,True,Nests
26,8285,697879acd78b80cb873af2643294f032,"Playing tennis requires at least one opponent, a ball, and a what?",playing tennis,"['skill', 'big money', 'time', 'tennis racket', 'legs']",D,"A: skill
B: big money
C: time
D: tennis racket
E: legs",tennisracket,"['skill', '', 'time', 'tennis racket', 'legs']",['big money'],"Question: Playing tennis requires at least one opponent, a ball, and a what?
Answer:
A: skill
B: 
C: time
D: tennis racket
E: legs","Playing tennis requires at least one (), a ball, and a what?",opponent,"['least', 'opponent', 'ball']","In the game of tennis, strategy plays a crucial role in determining the outcome of a match. One of the key strategies involves minimizing errors and making the least number of mistakes possible. This often means carefully observing your opponent's weaknesses and exploiting them effectively. For instance, if your opponent struggles with backhand shots, you might aim to direct the ball to their backhand side more frequently. Additionally, maintaining control over the ball's speed and placement can keep your opponent on the defensive, allowing you to dictate the pace of the game. By focusing on these elements, players can increase their chances of winning points and ultimately the match.",,False,racket
27,2983,c42d4a2a31a4442832074cd3c697a2cc,What would you be doing if you are having lunch?,having lunch,"['eating', 'hunger', 'burp', 'laughing', 'food']",A,"A: eating
B: hunger
C: burp
D: laughing
E: food",eating,"['eating', 'hunger', 'burp', 'laughing', '']",['food'],"Question: What would you be doing if you are having lunch?
Answer:
A: eating
B: hunger
C: burp
D: laughing
E: ",What would you be doing if you are having ()?,lunch,"['doing', 'having']","In the pursuit of a fulfilling life, the concepts of ""doing"" and ""having"" often play crucial roles. ""Doing"" refers to the actions and activities we engage in, which can range from pursuing a career, engaging in hobbies, or spending time with loved ones. These activities contribute to our sense of purpose and accomplishment. On the other hand, ""having"" pertains to the possessions and resources we accumulate, such as owning a home, having a car, or possessing material goods that provide comfort and security. While ""having"" can offer a sense of stability and satisfaction, it is often the ""doing"" that brings deeper joy and",,False,Fun.
28,1061,87f8bfdea382f440c65027372991fc99,A hinged door is not always found in which room of the house?,hinged door,"['jamb', 'own house', 'building', 'kitchen', 'washing machine']",D,"A: jamb
B: own house
C: building
D: kitchen
E: washing machine",kitchen,"['jamb', 'own house', '', 'kitchen', 'washing machine']",['building'],"Question: A hinged door is not always found in which room of the house?
Answer:
A: jamb
B: own house
C: 
D: kitchen
E: washing machine",A hinged door is not always found in which room of the ()?,house,,,Seen Q,True,house
29,3770,d1e02be9922ae8f52cef4a7dca8fa331,Why could someone fall down after eating lunch?,eating lunch,"['drowsiness', 'late for work', 'feel full', 'lethargy', 'feel sleepy']",E,"A: drowsiness
B: late for work
C: feel full
D: lethargy
E: feel sleepy",feelsleepy,"['', 'late for work', 'feel full', 'lethargy', 'feel sleepy']",['drowsiness'],"Question: Why could someone fall down after eating lunch?
Answer:
A: 
B: late for work
C: feel full
D: lethargy
E: feel sleepy",Why could someone fall down after eating ()?,lunch,"['Why', 'fall']","The fall season, often characterized by its vibrant foliage and cooler temperatures, is a time of transition and reflection. Many people wonder why the leaves change color during this period. The answer lies in the process of photosynthesis and the changing daylight hours. As days become shorter and temperatures drop, trees begin to prepare for winter by slowing down their food production. Chlorophyll, the pigment responsible for the green color in leaves, breaks down, revealing other pigments such as carotenoids and anthocyanins, which give leaves their yellow, orange, and red hues. This natural phenomenon not only creates breathtaking landscapes but also serves as a reminder of the",,False,Hypoglycemia
30,7165,5556bf1702075d307fe639156412e042,What is the opposite of ambiguous?,ambiguous,"['clear', 'certain', 'distinct', 'blurry', 'explicit']",A,"A: clear
B: certain
C: distinct
D: blurry
E: explicit",clear,"['clear', '', 'distinct', 'blurry', 'explicit']",['certain'],"Question: What is the opposite of ambiguous?
Answer:
A: clear
B: 
C: distinct
D: blurry
E: explicit",What is the () of ambiguous?,opposite,"['opposite', 'ambiguous']","In the realm of language and communication, the terms ""opposite"" and ""ambiguous"" often play crucial roles in shaping meaning and interpretation. An ""opposite"" refers to something that is completely different or contrary to another thing, such as the relationship between hot and cold, or light and dark. These pairs are clear and distinct, providing a straightforward understanding of their meanings. On the other hand, ""ambiguous"" describes something that is open to more than one interpretation, lacking clarity or precision. For instance, a statement like ""I saw her duck"" can be ambiguous because it could mean either that the speaker saw a woman lower",Relevent Info,True,Meaning
31,4446,e7fd320d1b0935f833e378f9b7aea2a9,What do people feel when something good happens?,people,"['experience joy', 'believe in god', 'sadness', 'get sick', 'ask questions']",A,"A: experience joy
B: believe in god
C: sadness
D: get sick
E: ask questions",experiencejoy,"['experience joy', 'believe in god', 'sadness', '', 'ask questions']",['get sick'],"Question: What do people feel when something good happens?
Answer:
A: experience joy
B: believe in god
C: sadness
D: 
E: ask questions",What do () feel when something good happens?,people,"['good something', 'feel', 'happens']","When something good happens in your life, it can significantly impact how you feel. Positive events, whether big or small, often bring a sense of joy and satisfaction, enhancing your overall mood and outlook. For instance, receiving praise at work or spending quality time with loved ones can create a ripple effect, improving your emotional well-being and fostering a more optimistic perspective. These moments remind us of the importance of gratitude and the power of positivity in shaping our experiences and interactions with the world around us.",Relevent Info,True,you
32,6404,15a0a893bb90661d44ebe6fbc04a09d1,A modern farmer needs many skills common for who in order to manage finances and increase sales?,farmer,"['harvesting', 'business man', 'city dweller', 'farm land', 'industrial']",B,"A: harvesting
B: business man
C: city dweller
D: farm land
E: industrial",businessman,"['harvesting', 'business man', '', 'farm land', 'industrial']",['city dweller'],"Question: A modern farmer needs many skills common for who in order to manage finances and increase sales?
Answer:
A: harvesting
B: business man
C: 
D: farm land
E: industrial",A modern farmer needs many skills common for who in order to manage finances and increase ()?,sales,"['modern farmer', 'many skills', 'modern', 'farmer', 'needs', 'many', 'manage']","In today's rapidly evolving agricultural landscape, a modern farmer must possess a diverse array of skills to thrive. Unlike traditional farming, which often relied on a singular focus, modern farming demands proficiency in various areas such as technology, business management, and environmental stewardship. A modern farmer needs to be adept at managing not only the physical aspects of farming, such as crop cultivation and livestock care, but also the financial and logistical components, including budgeting, marketing, and supply chain management. Additionally, with the increasing integration of technology in agriculture, farmers must be familiar with the latest advancements in precision farming, data analytics, and sustainable practices to enhance productivity and reduce environmental",Relevent Info,True,Businessperson
